mean_all,prop_lep,.fitted,.resid
1.2943262411347518,0.8273972602739726,0.9931141401246937,-0.16571687985072103
0.23076923076923078,0.7948717948717948,0.5883546558312707,0.20651713904052416
1.4875804967801287,0.9764996907854051,0.996725489542919,-0.020225798757513846
0.7471209213051824,0.9383429672447012,0.9435050489493465,-0.005162081704645272
0.17447306791569087,0.9093959731543625,0.4888359690099754,0.4205600041443871
0.09272727272727273,0.8366013071895425,0.29998327534016256,0.53661803184938
0.40298507462686567,0.8412698412698413,0.7877469401127228,0.05352290115711844
0.12907022361710474,0.34650455927051677,0.39130298550111153,-0.04479842623059477
0.23110720562390158,0.5399239543726236,0.5888894188601087,-0.048965464487485066
0.10151515151515152,0.2835820895522388,0.3232486224396828,-0.039666532887443984
0.2289358845250084,0.47067448680351903,0.5854416870274886,-0.11476720022396952
0.12116402116402117,0.5611353711790392,0.37250873043780086,0.18862664074123836
0.12544696066746128,0.42755344418052255,0.38276084501136143,0.04479259916916112
0.5250811981234211,0.7450171821305842,0.8672896897736923,-0.12227250764310804
0.36582653817642696,0.36474164133738607,0.7551367789791621,-0.390395137641776
0.15714285714285714,0.36950146627565983,0.4536025541798794,-0.08410108790421955
0.15652724968314322,0.29149797570850206,0.4523072767036669,-0.16080930099516483
0.43359040274207367,0.4189723320158103,0.8113178409606936,-0.3923455089448833
0.2197083961789844,0.494279176201373,0.570464345081215,-0.076185168879842
0.23574144486692014,0.7329749103942653,0.5961522903823122,0.1368226200119531
