Fish #,day,mo,Date,    Species,location,Exposure,Relation to Farm,water temp,length cm,weight g,L/W.Ratio,W/L.Ratio,K(cond.Fac),lice/g,lice/g.trans,Farm.NoFarm,Lice.Y.N,Total lice,Tot.Lice.Trans,Intensity.Trans,<.>.1.6.per.g,Ch/ I-II-Lep,Ch/III-IV-Lep,unid subadult,CI-IV Caligus,preadult 1 Lep-male,preadult 1 Lep-female,preadult 2 Lep-male,preadult 2 Lep-female,unid adult,adult male-Lep,virgin-Lep,adult female non-gravid-Lep,gravid female-Lep ,adult male-Caligus,adult female-Caligus,gravid Caligus,   other comments,site of lice attachment,
101,11,6,28/06/2001,pink,Walker Point ,3,between farms,,5.1,1.29,3.953,0.253,0.972,3.87,0.687528961214634,Farm,Y,5,0.778151250383644,0.778151250383644,GT,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,all transparent,bites and wounds all over,
102,11,6,28/06/2001,pink,Walker Point ,3,between farms,,4.9,1.25,3.920,0.255,1.062,4,0.698970004336019,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,ravaged,
103,11,6,28/06/2001,pink,Walker Point ,3,between farms,,4.8,1.21,3.967,0.252,1.094,4.13,0.710117365111816,Farm,Y,5,0.778151250383644,0.778151250383644,GT,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,rupture behind right pec,
104,11,6,28/06/2001,pink,Walker Point ,3,between farms,,4.5,1.12,4.018,0.249,1.229,4.46,0.737192642704737,Farm,Y,5,0.778151250383644,0.778151250383644,GT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"black dents, raw wounds",
105,11,6,28/06/2001,pink,Walker Point ,3,between farms,,4.5,1.00,4.500,0.222,1.097,5,0.778151250383644,Farm,Y,5,0.778151250383644,0.778151250383644,GT,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,all transparent,ragged little fish,
106,11,6,28/06/2001,pink,Walker Point ,3,between farms,,4.7,0.67,7.015,0.143,0.645,7.46,0.927370363039024,Farm,Y,5,0.778151250383644,0.778151250383644,GT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
107,11,6,28/06/2001,pink,Walker Point ,3,between farms,,3.2,0.35,9.143,0.109,1.068,14.29,1.18440748541232,Farm,Y,5,0.778151250383644,0.778151250383644,GT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
108,11,6,28/06/2001,pink,Walker Point ,3,between farms,,5.9,2.70,2.185,0.458,1.315,1.85,0.45484486000851,No.Farm,Y,5,0.778151250383644,0.778151250383644,GT,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
109,11,6,2001-01-07,pink,Deep Harbour,2,fallow,14.5,6.8,3.22,2.112,0.474,1.024,1.86,0.456366033129043,Farm,Y,6,0.845098040014257,0.845098040014257,GT,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,,clean and bright,
110,12,6,2001-01-07,pink,Deep Harbour,2,fallow,14.5,7.0,3.23,2.167,0.461,0.942,1.86,0.456366033129043,Farm,Y,6,0.845098040014257,0.845098040014257,GT,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean fish,
111,12,6,2001-01-07,pink,Deep Harbour,2,fallow,14.5,6.2,3.14,1.975,0.506,1.318,1.91,0.463892988985907,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,all transparent,,
112,12,6,2001-01-07,pink,11,3,between farms,,5.6,3.11,1.801,0.555,1.771,1.93,0.466867620354109,Farm,Y,6,0.845098040014257,0.845098040014257,GT,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,all transparent,belly bite,
113,12,6,2001-01-07,pink,11,3,between farms,,6.9,3.04,2.270,0.441,0.925,1.97,0.472756449317212,Farm,Y,6,0.845098040014257,0.845098040014257,GT,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,,,
114,12,6,2001-01-07,pink,11,3,between farms,,6.2,2.97,2.088,0.479,1.246,2.02,0.480006942957151,Farm,Y,6,0.845098040014257,0.845098040014257,GT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,teeth marks across body,
115,12,6,2001-01-07,pink,11,3,between farms,,6.5,2.97,2.189,0.457,1.081,2.02,0.480006942957151,Farm,Y,6,0.845098040014257,0.845098040014257,GT,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,adult clear with small tail,black dents and teeth markson tail,
116,12,6,2001-01-07,pink,11,3,between farms,,6.0,2.75,2.182,0.458,1.273,2.18,0.502427119984433,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
117,12,6,2001-01-07,pink,11,3,between farms,,5.8,2.59,2.239,0.447,1.327,2.32,0.521138083704036,Farm,Y,6,0.845098040014257,0.845098040014257,GT,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,rupturedbehind rt pec,
118,12,6,2001-01-07,pink,11,3,between farms,,5.6,2.54,2.205,0.454,1.446,2.36,0.526339277389844,Farm,Y,6,0.845098040014257,0.845098040014257,GT,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,both large black,,
119,12,6,2001-01-07,pink,11,3,between farms,,5.7,2.50,2.280,0.439,1.350,2.4,0.531478917042255,Farm,Y,6,0.845098040014257,0.845098040014257,GT,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,all transparent,raw wounds,
120,12,6,2001-01-07,pink,11,3,between farms,,6.2,2.40,2.583,0.387,1.007,2.5,0.544068044350276,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
121,12,6,2001-04-07,pink,12,3,between farms,,6.2,2.39,2.594,0.385,1.003,2.51,0.545307116465824,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
122,12,6,2001-02-07,pink,13,3,between farms,,5.9,2.37,2.489,0.402,1.154,2.53,0.547774705387822,Farm,Y,6,0.845098040014257,0.845098040014257,GT,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,teeth rake marks on mid-section,
123,12,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,6.1,2.35,2.596,0.385,1.035,2.55,0.550228353055094,Farm,Y,6,0.845098040014257,0.845098040014257,GT,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
124,12,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.6,2.29,2.445,0.409,1.304,2.62,0.558708570533166,Farm,Y,6,0.845098040014257,0.845098040014257,GT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
125,12,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.7,2.17,2.627,0.381,1.172,2.76,0.575187844927661,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1 adult dark moutned behind the clear,bright clean,
126,12,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,6.0,2.15,2.791,0.358,0.995,2.79,0.578639209968072,Farm,Y,6,0.845098040014257,0.845098040014257,GT,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,,
127,12,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.5,2.02,2.723,0.367,1.214,2.97,0.598790506763115,Farm,Y,6,0.845098040014257,0.845098040014257,GT,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,transparent spotted adult,,
128,12,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,6.2,1.98,3.131,0.319,0.831,3.03,0.605305046141109,Farm,Y,6,0.845098040014257,0.845098040014257,GT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"raw flesh, black dents",
129,12,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,5.1,1.95,2.615,0.382,1.470,3.08,0.61066016308988,Farm,Y,6,0.845098040014257,0.845098040014257,GT,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,,
130,13,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,6.2,1.94,3.196,0.313,0.814,3.09,0.611723308007342,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,all transparent,"slash wound, pinpricks",
131,13,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.9,1.84,3.207,0.312,0.896,3.26,0.629409599102719,Farm,Y,6,0.845098040014257,0.845098040014257,GT,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black pinpricks,
132,13,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.2,1.65,3.152,0.317,1.173,3.64,0.666517980554881,Farm,Y,6,0.845098040014257,0.845098040014257,GT,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,all transparent,,
133,13,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,5.4,1.62,3.333,0.300,1.029,3.7,0.672097857935717,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,all transparent,,
134,13,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,5.5,1.55,3.548,0.282,0.932,3.87,0.687528961214634,Farm,Y,6,0.845098040014257,0.845098040014257,GT,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,shredded,
135,13,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,6.0,1.53,3.922,0.255,0.708,3.92,0.69196510276736,Farm,Y,6,0.845098040014257,0.845098040014257,GT,0,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,large dark,raw wound on back and teeth marks across back,
136,13,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,5.5,1.51,3.642,0.275,0.908,3.97,0.696356388733332,Farm,Y,6,0.845098040014257,0.845098040014257,GT,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,all transparent,hemoraging throughout gill plate,
137,13,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,5.0,1.47,3.401,0.294,1.176,4.08,0.705863712283919,Farm,Y,6,0.845098040014257,0.845098040014257,GT,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
138,13,6,13/06/2001,pink,Arthur Point,3,seaward of smolt farm,13.28,5.6,1.44,3.889,0.257,0.820,4.17,0.713490543093942,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,black dents and open pin prick wounds,,
139,13,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.1,1.43,3.566,0.280,1.078,4.2,0.716003343634799,Farm,Y,6,0.845098040014257,0.845098040014257,GT,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,1 cm clear worm coming out behind pec,
140,13,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.2,1.33,3.910,0.256,0.946,4.51,0.741151598851785,Farm,Y,6,0.845098040014257,0.845098040014257,GT,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,all transparent,black dents,
141,13,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.0,1.26,3.968,0.252,1.008,4.76,0.760422483423212,Farm,Y,6,0.845098040014257,0.845098040014257,GT,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,all transparent,largest has brown strip down back,
142,13,6,2001-03-07,pink,Arthur Point,3,seaward of smolt farm,13.28,5.4,1.25,4.320,0.231,0.794,4.8,0.763427993562937,Farm,Y,6,0.845098040014257,0.845098040014257,GT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,all over fish,
143,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,5.0,1.23,4.065,0.246,0.984,4.88,0.769377326076138,Farm,Y,6,0.845098040014257,0.845098040014257,GT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
144,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,3.5,0.48,7.292,0.137,1.120,12.5,1.13033376849501,Farm,Y,6,0.845098040014257,0.845098040014257,GT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,raw gashes,
145,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,7.3,4.10,1.780,0.562,1.054,1.7,0.431363764158987,Farm,Y,7,0.903089986991943,0.903089986991943,GT,0,0,0,0,2,0,2,1,0,0,0,1,1,0,0,0,preadult male on eye,"clean, whole",
146,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,7.5,4.08,1.838,0.544,0.967,1.72,0.434568904034199,Farm,Y,7,0.903089986991943,0.903089986991943,GT,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
147,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,5.5,3.53,1.558,0.642,2.122,1.98,0.474216264076255,Farm,Y,7,0.903089986991943,0.903089986991943,GT,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,dark adult,bright clean,
148,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,7.1,3.34,2.126,0.470,0.933,2.1,0.491361693834273,Farm,Y,7,0.903089986991943,0.903089986991943,GT,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1 dark,"clean, must be new in town to not have any tinys",
149,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,6.0,3.10,1.935,0.517,1.435,2.26,0.513217600067939,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,adult has brown strip,bright clean,
150,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,6.5,2.78,2.338,0.428,1.012,2.52,0.546542663478131,Farm,Y,7,0.903089986991943,0.903089986991943,GT,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,one dark adult,clean and bright,
151,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,6.0,2.54,2.362,0.423,1.176,2.67,0.564666064252089,Farm,Y,7,0.903089986991943,0.903089986991943,GT,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"adult has brown stripe, transparent",bright clean,
152,13,6,2001-11-06,pink,Axe beach,3,between farms,13.44,7.0,2.59,2.703,0.370,0.755,2.7,0.568201724066995,Farm,Y,7,0.903089986991943,0.903089986991943,GT,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1 adult dark,pinpricks,
153,13,6,30/06/2001,pink,Bermingham Island,3,between farms,,6.5,2.57,2.529,0.395,0.936,2.72,0.570542939881898,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,
154,13,6,30/06/2001,pink,Bermingham Island,3,between farms,,6.2,2.45,2.531,0.395,1.028,2.86,0.586587304671755,Farm,Y,7,0.903089986991943,0.903089986991943,GT,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,all transparent,clean fish,
155,13,6,30/06/2001,pink,Bermingham Island,3,between farms,,5.7,2.44,2.336,0.428,1.318,2.87,0.587710965018911,Farm,Y,7,0.903089986991943,0.903089986991943,GT,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,all transparent,ravaged,
156,13,6,25/06/2001,pink,Blunden Pass,3,near farm,,6.5,2.41,2.697,0.371,0.878,2.9,0.591064607026499,Farm,Y,7,0.903089986991943,0.903089986991943,GT,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,all transparent,teeth rake marks,
157,13,6,25/06/2001,pink,Blunden Pass,3,near farm,,5.6,2.40,2.333,0.429,1.367,2.92,0.593286067020457,Farm,Y,7,0.903089986991943,0.903089986991943,GT,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,all transparent,,
158,13,6,25/06/2001,pink,Blunden Pass,3,near farm,,5.7,2.24,2.545,0.393,1.210,3.13,0.615950051656401,Farm,Y,7,0.903089986991943,0.903089986991943,GT,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
159,13,6,25/06/2001,pink,Blunden Pass,3,near farm,,5.5,2.21,2.489,0.402,1.328,3.17,0.620136054973757,Farm,Y,7,0.903089986991943,0.903089986991943,GT,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,all transparent,raw wounds,
160,13,6,25/06/2001,pink,Blunden Pass,3,near farm,,6.0,2.18,2.752,0.363,1.009,3.21,0.624282095835668,Farm,Y,7,0.903089986991943,0.903089986991943,GT,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,all transparent,,
161,13,6,20/06/2001,pink,Blunden Pass,3,near farm,,6.2,2.14,2.897,0.345,0.898,3.27,0.630427875025024,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,all transparent,raw wounds,
162,13,6,25/06/2001,pink,Blunden Pass,3,near farm,,6.5,2.12,3.066,0.326,0.772,3.3,0.633468455579586,Farm,Y,7,0.903089986991943,0.903089986991943,GT,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
163,13,6,25/06/2001,pink,Blunden Pass,3,near farm,,6.0,2.08,2.885,0.347,0.963,3.36,0.639486489268586,Farm,Y,7,0.903089986991943,0.903089986991943,GT,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"one dark adult, one transparent",,
164,13,6,25/06/2001,pink,Blunden Pass,3,near farm,,5.3,2.04,2.598,0.385,1.370,3.43,0.64640372622307,Farm,Y,7,0.903089986991943,0.903089986991943,GT,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"one adult dark, the other clear",,
165,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.5,2.03,2.709,0.369,1.220,3.45,0.648360010980932,Farm,Y,7,0.903089986991943,0.903089986991943,GT,2,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,one medium darker than the large,"bright, clean fish",
166,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.5,2.02,2.723,0.367,1.214,3.46,0.649334858712142,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
167,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.7,1.99,2.864,0.349,1.075,3.52,0.655138434811382,Farm,Y,7,0.903089986991943,0.903089986991943,GT,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,large is transparent w/ brown stripe,,
168,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.8,1.98,2.929,0.341,1.015,3.53,0.656098202012832,Farm,Y,7,0.903089986991943,0.903089986991943,GT,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1 dark adult,"pinpricks, raw wounds",
169,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.5,1.96,2.806,0.356,1.178,3.57,0.65991620006985,Farm,Y,7,0.903089986991943,0.903089986991943,GT,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
170,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.5,1.95,2.821,0.355,1.172,3.59,0.661812685537261,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
171,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.5,1.94,2.835,0.353,1.166,3.61,0.663700925389648,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,,
172,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.5,1.77,3.107,0.322,1.064,3.95,0.694605198933569,Farm,Y,7,0.903089986991943,0.903089986991943,GT,1,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,all transparent,1 black dent,
173,13,6,16/06/2001,pink,Bond Sound,1,no farm,,6.1,1.74,3.506,0.285,0.767,4.02,0.700703717145019,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,all transparent,all over fish,
174,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.0,1.70,2.941,0.340,1.360,4.12,0.709269960975831,Farm,Y,7,0.903089986991943,0.903089986991943,GT,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean and bright,
175,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.4,1.54,3.506,0.285,0.978,4.55,0.744292983122676,Farm,Y,7,0.903089986991943,0.903089986991943,GT,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,all over fish,
176,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.2,1.49,3.490,0.287,1.060,4.7,0.755874855672491,Farm,Y,7,0.903089986991943,0.903089986991943,GT,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,all transparent,,
177,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.2,1.49,3.490,0.287,1.060,4.7,0.755874855672491,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,raw patches of flesh,
178,13,6,16/06/2001,pink,Bond Sound,1,no farm,,4.7,1.43,3.287,0.304,1.377,4.9,0.770852011642144,Farm,Y,7,0.903089986991943,0.903089986991943,GT,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,all transparent,"largest has no stripe, but twin tail",
179,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.6,1.40,4.000,0.250,0.797,5,0.778151250383644,Farm,Y,7,0.903089986991943,0.903089986991943,GT,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,a,,
180,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.5,1.26,4.365,0.229,0.757,5.56,0.81690383937566,Farm,Y,7,0.903089986991943,0.903089986991943,GT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,head and pec fin major flank bite wound,
181,13,6,16/06/2001,pink,Bond Sound,1,no farm,,4.5,1.18,3.814,0.262,1.295,5.93,0.840733234611807,Farm,Y,7,0.903089986991943,0.903089986991943,GT,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,all transparent,,
182,13,6,16/06/2001,pink,Bond Sound,1,no farm,,5.0,1.15,4.348,0.230,0.920,6.09,0.850646235183067,Farm,Y,7,0.903089986991943,0.903089986991943,GT,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,all transparent,"torn, scraped. Blcak dents",
183,13,6,16/06/2001,pink,Bond Sound,1,no farm,,4.7,1.13,4.159,0.240,1.088,6.19,0.856728890382883,Farm,Y,7,0.903089986991943,0.903089986991943,GT,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,large dark,"opaque eyeballs, pinprinks",
184,13,6,16/06/2001,pink,Bond Sound,1,no farm,,3.7,0.57,6.491,0.154,1.125,12.28,1.123198075032,Farm,Y,7,0.903089986991943,0.903089986991943,GT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,rupturedbehind rt pec,
185,13,6,16/06/2001,pink,Bond Sound,1,no farm,,3.2,0.39,8.205,0.122,1.190,17.49,1.26693691115917,Farm,Y,7,0.903089986991943,0.903089986991943,GT,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean and bright,
186,13,6,16/06/2001,pink,Bond Sound,1,no farm,,6.0,2.14,2.804,0.357,0.991,3.27,0.630427875025024,No.Farm,Y,7,0.903089986991943,0.903089986991943,GT,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,all transparent,black dents,
187,13,6,16/06/2001,pink,Bond Sound,1,no farm,,8.5,4.72,1.801,0.555,0.769,1.69,0.429752280002408,Farm,Y,8,0.954242509439325,0.954242509439325,GT,0,0,0,0,0,1,2,1,0,0,0,0,4,0,0,0,,,
188,13,6,16/06/2001,pink,Bond Sound,1,no farm,,7.3,3.71,1.968,0.508,0.954,2.16,0.499687082618404,Farm,Y,8,0.954242509439325,0.954242509439325,GT,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
189,13,6,16/06/2001,pink,Bond Sound,1,no farm,,6.6,3.41,1.935,0.517,1.186,2.35,0.525044807036845,Farm,Y,8,0.954242509439325,0.954242509439325,GT,2,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,,,
190,13,6,16/06/2001,pink,Bond Sound,1,no farm,,7.2,3.12,2.308,0.433,0.836,2.56,0.551449997972875,Farm,Y,8,0.954242509439325,0.954242509439325,GT,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fish found dead on surface,,
191,13,6,18/06/2001,pink,Brown Point,3,between farms,,6.5,3.06,2.124,0.471,1.114,2.61,0.557507201905658,Farm,Y,8,0.954242509439325,0.954242509439325,GT,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,one dark medium,raw patch behind pec like many of samples other days,
192,13,6,18/06/2001,pink,Brown Point,3,between farms,,6.5,2.55,2.549,0.392,0.929,3.14,0.617000341120899,Farm,Y,8,0.954242509439325,0.954242509439325,GT,0,2,0,0,1,0,1,1,0,1,0,2,0,0,0,0,,,
193,13,6,18/06/2001,pink,Brown Point,3,between farms,,6.0,2.27,2.643,0.378,1.051,3.52,0.655138434811382,Farm,Y,8,0.954242509439325,0.954242509439325,GT,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
194,13,6,18/06/2001,pink,Brown Point,3,between farms,,6.0,2.26,2.655,0.377,1.046,3.54,0.657055852857104,Farm,Y,8,0.954242509439325,0.954242509439325,GT,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,black dents and open pin prick wounds,,
195,13,6,18/06/2001,pink,Brown Point,3,between farms,,6.1,2.22,2.748,0.364,0.978,3.6,0.662757831681574,Farm,Y,8,0.954242509439325,0.954242509439325,GT,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
196,13,6,18/06/2001,pink,Brown Point,3,between farms,,5.6,2.15,2.605,0.384,1.224,3.72,0.673941998634088,Farm,Y,8,0.954242509439325,0.954242509439325,GT,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2 dark adults,rupture behind pec,
197,13,6,18/06/2001,pink,Brown Point,3,between farms,,6.5,2.15,3.023,0.331,0.783,3.72,0.673941998634088,Farm,Y,8,0.954242509439325,0.954242509439325,GT,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,"eyeball bleeding, pin prick open wounds",,
198,13,6,18/06/2001,pink,Brown Point,3,between farms,,5.5,2.03,2.709,0.369,1.220,3.94,0.693726948923647,Farm,Y,8,0.954242509439325,0.954242509439325,GT,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black pinpricks,
199,13,6,18/06/2001,pink,Brown Point,3,between farms,,5.5,2.00,2.750,0.364,1.202,4,0.698970004336019,Farm,Y,8,0.954242509439325,0.954242509439325,GT,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,pin pricks in flesh and black dents,
200,13,6,18/06/2001,pink,Brown Point,3,between farms,,5.5,1.92,2.865,0.349,1.154,4.17,0.713490543093942,Farm,Y,8,0.954242509439325,0.954242509439325,GT,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,all transparent,teeth marks on tail stock,
