.rownames,prop_lep_cope,all_cope,.fitted,.resid,.std.resid,.hat,.sigma,.cooksd
20416,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20423,1,1,0.18431647859572609,1.1002086295390463,1.100315105420814,1.935277076277021e-4,1.125513638669116,8.050699924685066e-5
20446,1,1,0.18431647859572609,1.1002086295390463,1.100315105420814,1.935277076277021e-4,1.125513638669116,8.050699924685066e-5
20450,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20453,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20474,0,3,0.3883235963581541,-1.3461360440222137,-1.3466508694443267,7.644550265564977e-4,1.1254705313006537,5.644597657511938e-4
20478,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20479,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20480,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20482,0,2,0.2863200374769401,-1.30116853778588,-1.301332906863534,2.526005393426598e-4,1.1254791132998543,1.6825614096242528e-4
20483,1,1,0.18431647859572609,1.1002086295390463,1.100315105420814,1.935277076277021e-4,1.125513638669116,8.050699924685066e-5
20488,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20489,0,2,0.2863200374769401,-1.30116853778588,-1.301332906863534,2.526005393426598e-4,1.1254791132998543,1.6825614096242528e-4
20494,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20495,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20496,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20497,1,1,0.18431647859572609,1.1002086295390463,1.100315105420814,1.935277076277021e-4,1.125513638669116,8.050699924685066e-5
20498,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20499,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20500,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
20501,0,3,0.3883235963581541,-1.3461360440222137,-1.3466508694443267,7.644550265564977e-4,1.1254705313006537,5.644597657511938e-4
20502,0,1,0.18431647859572609,-1.256619268395817,-1.2567408813708987,1.935277076277021e-4,1.1254872710389403,1.163935457645842e-4
