farm,year,month,inventory,lep_av,lep_tot,cal_av,cal_tot
Sir Edmund Bay,2012,11,264896,0.133333333333333,35319.4666666667,0,0
Sir Edmund Bay,2012,12,264355,0.4,105742,0.1,26435.5
Sir Edmund Bay,2013,1,264054,0.683333333333333,180436.9,0.65,171635.1
Sir Edmund Bay,2013,2,263174,1,263174,0.316666666666667,83338.4333333333
Sir Edmund Bay,2013,3,262675,0.9,236407.5,0.475,124770.625
Sir Edmund Bay,2013,4,248298,0.1,24829.8,0,0
Sir Edmund Bay,2013,5,210108,0.216666666666667,45523.4,0,0
Sir Edmund Bay,2013,6,193544,0.279166666666667,54031.0333333333,0.00833333333333333,1612.86666666667
Sir Edmund Bay,2013,7,177811,0.025,4445.275,0,0
Sir Edmund Bay,2013,11,336791,0.0166666666666667,5613.18333333333,0.0833333333333333,28065.9166666667
Sir Edmund Bay,2014,1,479589,0.283333333333333,135883.55,0.133333333333333,63945.2
Sir Edmund Bay,2014,2,473936,0.5,236968,0.483333333333333,229069.066666667
Sir Edmund Bay,2014,4,419523,0.327777777777778,137510.316666667,0.477777777777778,200438.766666667
Sir Edmund Bay,2014,5,413169,0.133333333333333,55089.2,0.0833333333333333,34430.75
Sir Edmund Bay,2014,6,410457,0.0166666666666667,6840.95,0,0
Sir Edmund Bay,2014,7,409267,0.025,10231.675,0.00833333333333333,3410.55833333333
Sir Edmund Bay,2014,8,408822,0.0583333333333333,23847.95,0,0
Sir Edmund Bay,2014,9,408384,0.0833333333333333,34032,0.0666666666666667,27225.6
Sir Edmund Bay,2014,10,341514,0.308333333333333,105300.15,0.0166666666666667,5691.9
Sir Edmund Bay,2014,11,216995,0.8,173596,0.0291666666666667,6329.02083333333
Sir Edmund Bay,2014,12,216706,0.475,102935.35,0,0
Sir Edmund Bay,2015,1,215607,2.35,506676.45,0.0785714285714286,16940.55
Sir Edmund Bay,2015,2,214570,3.24166666666667,695564.416666667,0,0
Sir Edmund Bay,2015,3,214182,4.43333333333333,949540.2,0.216666666666667,46406.1
Sir Edmund Bay,2015,4,213427,0.325,69363.775,0,0
Sir Edmund Bay,2015,5,212692,0.0666666666666667,14179.4666666667,0.00833333333333333,1772.43333333333
Sir Edmund Bay,2015,6,178196,0.0166666666666667,2969.93333333333,0,0
Sir Edmund Bay,2015,12,517940,0.0666666666666667,34529.3333333333,0.266666666666667,138117.333333333
Sir Edmund Bay,2016,1,510752,0.393333333333333,200895.786666667,0.406666666666667,207705.813333333
Sir Edmund Bay,2016,3,483525,0.781818181818182,378028.636363636,1.1,531877.5
Sir Edmund Bay,2016,4,476932,0.518518518518518,247298.074074074,0.918518518518519,438070.874074074
Sir Edmund Bay,2016,5,475321,0.188888888888889,89782.8555555556,0.0111111111111111,5281.34444444444
Sir Edmund Bay,2016,6,473193,0.0388888888888889,18401.95,0,0
Sir Edmund Bay,2016,7,472581,0.05,23629.05,0,0
Sir Edmund Bay,2016,9,470862,0.105555555555556,49702.1,0.00555555555555556,2615.9
Sir Edmund Bay,2016,10,470217,0.25,117554.25,0.00833333333333333,3918.475
Sir Edmund Bay,2016,11,469654,1,469654,0.2,93930.8
Sir Edmund Bay,2016,12,468938,1.91111111111111,896192.622222222,0.227777777777778,106813.655555556
Sir Edmund Bay,2017,1,467588,1.04,486291.52,0.116,54240.208
Sir Edmund Bay,2017,2,463833,0.633333333333333,293760.9,0,0
Sir Edmund Bay,2017,3,461507,0.276190476190476,127463.838095238,0.00952380952380952,4395.30476190476
Sir Edmund Bay,2017,4,459886,0.181481481481481,83460.7925925926,0.0222222222222222,10219.6888888889
Sir Edmund Bay,2017,5,427490,0.177777777777778,75998.2222222222,0.0277777777777778,11874.7222222222
Sir Edmund Bay,2017,6,356630,0.0555555555555556,19812.7777777778,0,0
Sir Edmund Bay,2017,7,329468,0.194444444444444,64063.2222222222,0,0
Sir Edmund Bay,2018,1,531626,0,0,0.0555555555555556,29534.7777777778
Sir Edmund Bay,2018,2,530648,0,0,0.0777777777777778,41272.6222222222
Sir Edmund Bay,2018,3,529348,0.080952380952381,42851.980952381,0.276190476190476,146200.876190476
Sir Edmund Bay,2018,4,527512,0.341666666666667,180233.266666667,0.545833333333333,287933.633333333
Sir Edmund Bay,2018,5,525482,0.0333333333333333,17516.0666666667,0.0611111111111111,32112.7888888889
Sir Edmund Bay,2018,6,524423,0.0277777777777778,14567.3055555556,0,0
Sir Edmund Bay,2018,7,523898,0.0111111111111111,5821.08888888889,0,0
Sir Edmund Bay,2018,8,523440,0.0444444444444444,23264,0.0111111111111111,5816
Sir Edmund Bay,2018,9,522815,0.116666666666667,60995.0833333333,0,0
Sir Edmund Bay,2018,10,522037,0.0611111111111111,31902.2611111111,0,0
Sir Edmund Bay,2018,11,519434,0.222222222222222,115429.777777778,0.0166666666666667,8657.23333333333
Sir Edmund Bay,2018,12,518393,0.172222222222222,89278.7944444444,0.00555555555555556,2879.96111111111
Sir Edmund Bay,2019,1,517630,0.272222222222222,140910.388888889,0.238888888888889,123656.055555556
Sir Edmund Bay,2019,2,516404,0.561111111111111,289760.022222222,0.311111111111111,160659.022222222
Sir Edmund Bay,2019,3,514228,1.29259259259259,664687.303703704,0.996296296296296,512323.451851852
Sir Edmund Bay,2019,5,394200,0.906666666666667,357408,0,0
Sir Edmund Bay,2019,6,368729,0.577777777777778,213043.422222222,0.0111111111111111,4096.98888888889
Sir Edmund Bay,2019,7,273211,0.3,81963.3,0,0
Sir Edmund Bay,2019,8,177006,0.255555555555556,45234.8666666667,0,0
Sir Edmund Bay,2019,12,549160,0,0,0.144444444444444,79323.1111111111
Swanson Island,2003,11,514995,17.26,8888813.7,6.66,3429866.7
Swanson Island,2003,12,445904,19.2666666666667,8591083.73333333,9.33333333333333,4161770.66666667
Swanson Island,2004,1,272245,20.8666666666667,5680845.66666667,2.23333333333333,608013.833333333
Swanson Island,2004,2,239694,4.4,1054653.6,0.5,119847
Swanson Island,2004,11,455990,6.46666666666667,2948735.33333333,0.6,273594
Swanson Island,2004,12,482916,5.11666666666667,2470920.2,2.76666666666667,1336067.6
Swanson Island,2005,1,523744,8.23333333333333,4312158.93333333,4.61666666666667,2417951.46666667
Swanson Island,2005,2,536834,8.56666666666667,4598877.93333333,1.3,697884.2
Swanson Island,2005,3,536207,2.31666666666667,1242212.88333333,0.0166666666666667,8936.78333333333
Swanson Island,2005,4,535562,0.116666666666667,62482.2333333333,0.0333333333333333,17852.0666666667
Swanson Island,2005,5,534834,0.166666666666667,89139,0,0
Swanson Island,2005,6,533470,1.5,800205,0,0
Swanson Island,2005,7,531960,2.7,1436292,0.566666666666667,301444
Swanson Island,2005,8,531206,1.61666666666667,858783.033333333,0.116666666666667,61974.0333333333
Swanson Island,2005,9,530080,11.4666666666667,6078250.66666667,0.05,26504
Swanson Island,2005,10,499248,11.5916666666667,5787116.4,0.833333333333333,416040
Swanson Island,2005,11,484691,5.66666666666667,2746582.33333333,4.01666666666667,1946842.18333333
Swanson Island,2005,12,498392,17.8333333333333,8887990.66666667,0.183333333333333,91371.8666666667
Swanson Island,2006,1,429544,0.0833333333333333,35795.3333333333,0,0
Swanson Island,2006,2,297891,0,0,0.25,74472.75
Swanson Island,2006,7,278174,0.283333333333333,78815.9666666667,0.05,13908.7
Swanson Island,2006,8,556347,0.266666666666667,148359.2,0.733333333333333,407987.8
Swanson Island,2006,9,577610,2.18333333333333,1261115.16666667,1.23333333333333,712385.666666667
Swanson Island,2006,10,576236,3.46666666666667,1997618.13333333,1.58333333333333,912373.666666667
Swanson Island,2006,11,575530,3.28333333333333,1889656.83333333,1.65833333333333,954420.583333333
Swanson Island,2006,12,574987,4.71666666666667,2712022.01666667,2.25833333333333,1298512.30833333
Swanson Island,2007,1,574707,7.63333333333333,4386930.1,1.625,933898.875
Swanson Island,2007,2,574550,1.88333333333333,1082069.16666667,0.233333333333333,134061.666666667
Swanson Island,2007,3,584669,0.35,204634.15,0.1,58466.9
Swanson Island,2007,4,582388,0,0,0,0
Swanson Island,2007,5,581440,0,0,0.116666666666667,67834.6666666667
Swanson Island,2007,6,574434,0.1,57443.4,0.75,430825.5
Swanson Island,2007,7,573601,0.55,315480.55,0.566666666666667,325040.566666667
Swanson Island,2007,8,573306,0.416666666666667,238877.5,0.6,343983.6
Swanson Island,2007,9,572900,1.06666666666667,611093.333333333,0,0
Swanson Island,2007,10,572185,1.06666666666667,610330.666666667,0.55,314701.75
Swanson Island,2007,11,538528,1.11666666666667,601356.266666667,0.183333333333333,98730.1333333333
Swanson Island,2008,9,621952,0.866666666666667,539025.066666667,0,0
Swanson Island,2008,10,621474,1.26666666666667,787200.4,0.25,155368.5
Swanson Island,2008,11,620756,3.08333333333333,1913997.66666667,0.0333333333333333,20691.8666666667
Swanson Island,2008,12,620249,3.41666666666667,2119184.08333333,0,0
Swanson Island,2009,1,619804,1.55,960696.2,0.55,340892.2
Swanson Island,2009,2,619472,0.766666666666667,474928.533333333,0.0333333333333333,20649.0666666667
Swanson Island,2009,3,619046,0.583333333333333,361110.166666667,0.0333333333333333,20634.8666666667
Swanson Island,2009,4,618694,0.05,30934.7,0,0
Swanson Island,2009,5,618328,0.383333333333333,237025.733333333,0.1,61832.8
Swanson Island,2009,6,618043,0.1,61804.3,0.4,247217.2
Swanson Island,2009,7,617785,0.0333333333333333,20592.8333333333,1.7,1050234.5
Swanson Island,2009,8,617306,0.466666666666667,288076.133333333,0.25,154326.5
Swanson Island,2009,9,616760,1.21666666666667,750391.333333333,0,0
Swanson Island,2009,10,616618,3.96666666666667,2445918.06666667,0,0
Swanson Island,2009,11,616302,6.26666666666667,3862159.2,2.75,1694830.5
Swanson Island,2009,12,615832,3.15,1939870.8,0.633333333333333,390026.933333333
Swanson Island,2010,1,615272,0.15,92290.8,0,0
Swanson Island,2010,2,614883,0.0333333333333333,20496.1,0,0
Swanson Island,2010,3,614332,0.1,61433.2,0,0
Swanson Island,2010,7,507372,0.05,25368.6,0.0333333333333333,16912.4
Swanson Island,2010,8,509850,0.0666666666666667,33990,0,0
Swanson Island,2010,9,509630,0.5,254815,0.316666666666667,161382.833333333
Swanson Island,2010,10,509316,2.91666666666667,1485505,0.1,50931.6
Swanson Island,2010,11,509070,3.41666666666667,1739322.5,1.3,661791
Swanson Island,2010,12,508722,1.38333333333333,703732.1,0.233333333333333,118701.8
Swanson Island,2011,1,508369,0.408333333333333,207584.008333333,0,0
Swanson Island,2011,2,507868,0.0333333333333333,16928.9333333333,0,0
Swanson Island,2011,3,507409,0.075,38055.675,0.0583333333333333,29598.8583333333
Swanson Island,2011,4,506971,0.0333333333333333,16899.0333333333,0.208333333333333,105618.958333333
Swanson Island,2011,5,506468,0.35,177263.8,0.483333333333333,244792.866666667
Swanson Island,2011,6,505751,0.241666666666667,122223.158333333,0,0
Swanson Island,2011,7,504529,0.816666666666667,412032.016666667,0.866666666666667,437258.466666667
Swanson Island,2011,8,503320,1.05,528486,0.716666666666667,360712.666666667
Swanson Island,2011,9,492470,1.525,751016.75,0,0
Swanson Island,2011,10,441455,3.075,1357474.125,0.575,253836.625
Swanson Island,2011,11,283980,4.63333333333333,1315774,0.616666666666667,175121
Swanson Island,2012,5,622037,0.1,62203.7,0,0
Swanson Island,2012,7,612833,0.366666666666667,224705.433333333,0.533333333333333,326844.266666667
Swanson Island,2012,9,604010,1.38333333333333,835547.166666667,0.333333333333333,201336.666666667
Swanson Island,2012,10,601628,0.683333333333333,411112.466666667,0.266666666666667,160434.133333333
Swanson Island,2012,12,595102,0.966666666666667,575265.266666667,0.383333333333333,228122.433333333
Swanson Island,2013,1,593343,2.65,1572358.95,1.3,771345.9
Swanson Island,2013,2,586664,0.116666666666667,68444.1333333333,0.00833333333333333,4888.86666666667
Swanson Island,2013,3,582533,0.0166666666666667,9708.88333333333,0,0
Swanson Island,2013,4,577337,0.075,43300.275,0,0
Swanson Island,2013,5,573423,0.125,71677.875,0,0
Swanson Island,2013,6,570519,0.366666666666667,209190.3,0,0
Swanson Island,2013,7,568739,0.616666666666667,350722.383333333,0.183333333333333,104268.816666667
Swanson Island,2013,8,567127,1.18333333333333,671100.283333333,0.616666666666667,349728.316666667
Swanson Island,2013,10,563646,9.125,5143269.75,0.175,98638.05
Swanson Island,2013,11,561395,12,6736740,0,0
Swanson Island,2013,12,558677,0,0,0,0
Swanson Island,2014,1,554334,0.0333333333333333,18477.8,0,0
Swanson Island,2014,2,538404,0.0666666666666667,35893.6,0,0
Swanson Island,2014,12,537930,1.65,887584.5,0.616666666666667,331723.5
Swanson Island,2015,1,632811,6.41666666666667,4060537.25,0.683333333333333,432420.85
Swanson Island,2015,2,630646,6.91666666666667,4361968.16666667,3.8,2396454.8
Swanson Island,2015,3,629660,1.78055555555556,1121144.61111111,0.05,31483
Swanson Island,2015,4,628807,0.2,125761.4,0.0416666666666667,26200.2916666667
Swanson Island,2015,5,627556,0.308333333333333,193496.433333333,0.358333333333333,224874.233333333
Swanson Island,2015,6,624715,0.55,343593.25,0.65,406064.75
Swanson Island,2015,7,622364,1.28333333333333,798700.466666667,1.81666666666667,1130627.93333333
Swanson Island,2015,8,608316,1.2,729979.2,0.2,121663.2
Swanson Island,2015,10,554982,1.75,971218.5,0.0166666666666667,9249.7
Swanson Island,2015,11,489845,2.03333333333333,996018.166666667,0.45,220430.25
Swanson Island,2016,4,1104776,0.6,662865.6,0,0
Swanson Island,2016,5,1119340,0.2,223868,0.216666666666667,242523.666666667
Swanson Island,2016,6,1096991,0.316666666666667,347380.483333333,0.241666666666667,265106.158333333
Swanson Island,2016,7,1076478,0.366666666666667,394708.6,0.683333333333333,735593.3
Swanson Island,2016,8,1061146,0.208333333333333,221072.083333333,0.141666666666667,150329.016666667
Swanson Island,2016,9,890960,0.616666666666667,549425.333333333,0.366666666666667,326685.333333333
Swanson Island,2016,10,683452,0.625,427157.5,0.183333333333333,125299.533333333
Swanson Island,2016,11,662266,2.45833333333333,1628070.58333333,0.425,281463.05
Swanson Island,2016,12,661299,3.39166666666667,2242905.775,0.133333333333333,88173.2
Swanson Island,2017,1,659920,2.86666666666667,1891770.66666667,0.3,197976
Swanson Island,2017,2,708954,0.5,354477,0.00625,4430.9625
Swanson Island,2017,3,691048,0.141666666666667,97898.4666666667,0.0166666666666667,11517.4666666667
Swanson Island,2017,4,656501,0.1,65650.1,0.015,9847.515
Swanson Island,2017,5,655147,0.075,49136.025,0.04,26205.88
Swanson Island,2017,6,653617,0.230769230769231,150834.692307692,0.146153846153846,95528.6384615385
Swanson Island,2017,7,651309,0.63,410324.67,0.43,280062.87
Swanson Island,2017,8,624648,1.3125,819850.5,0.2875,179586.3
Swanson Island,2017,9,579522,1.94695787831513,1128304.92355694,0.41185647425897,238679.887675507
Swanson Island,2017,10,502724,3.56538461538462,1792404.41538462,0.184615384615385,92810.5846153846
Swanson Island,2017,11,362386,3.26666666666667,1183794.26666667,0.2,72477.2
Swanson Island,2018,4,945086,0,0,0.075,70881.45
Swanson Island,2018,5,937905,0.145,135996.225,0.065,60963.825
Swanson Island,2018,6,928683,0.0833333333333333,77390.25,0.0833333333333333,77390.25
Swanson Island,2018,7,906691,0.07,63468.37,0.53,480546.23
Swanson Island,2018,8,875752,0.258333333333333,226235.933333333,0.216666666666667,189746.266666667
Swanson Island,2018,9,849660,0.286363636363636,243311.727272727,0.113636363636364,96552.2727272727
Swanson Island,2018,10,833084,0.515,429038.26,0.455,379053.22
Swanson Island,2018,11,826288,0.9,743659.2,0.695,574270.16
Swanson Island,2018,12,605599,0.45,272519.55,0.444444444444444,269155.111111111
Swanson Island,2019,1,453985,0.816666666666667,370754.416666667,0.329166666666667,149436.729166667
Swanson Island,2019,2,452132,1.00909090909091,456242.290909091,0.645454545454546,291830.654545455
Swanson Island,2019,3,451122,0.445,200749.29,1.01,455633.22
Swanson Island,2019,4,449625,0.078125,35126.953125,0.040625,18266.015625
Swanson Island,2019,5,447207,0.0392857142857143,17568.8464285714,0.114285714285714,51109.3714285714
Swanson Island,2019,6,444158,0.2125,94383.575,0.225,99935.55
Swanson Island,2019,7,439178,0.361111111111111,158592.055555556,0.388888888888889,170791.444444444
Swanson Island,2019,8,428011,0.805,344548.855,0.615,263226.765
Swanson Island,2019,9,420060,2.49411764705882,1047679.05882353,0.776470588235294,326164.235294118
Swanson Island,2019,10,411305,1.85,760914.25,0.325,133674.125
Swanson Island,2019,11,405262,0.83,336367.46,0.06,24315.72
Swanson Island,2019,12,400746,0.477272727272727,191265.136363636,0.131818181818182,52825.6090909091
Upper Retreat,2011,2,606056,0.133333333333333,80807.4666666667,0.0833333333333333,50504.6666666667
Upper Retreat,2011,3,601131,0.116666666666667,70131.95,0.475,285537.225
Upper Retreat,2011,4,598638,0.09,53877.42,0.146666666666667,87800.24
Upper Retreat,2011,5,596892,0.177777777777778,106114.133333333,0.0222222222222222,13264.2666666667
Upper Retreat,2011,6,595790,0.125,74473.75,0.225,134052.75
Upper Retreat,2011,7,594838,0.233333333333333,138795.533333333,0.116666666666667,69397.7666666667
Upper Retreat,2012,2,235912,0,0,0.1,23591.2
Upper Retreat,2012,3,673125,0.075,50484.375,0.441666666666667,297296.875
Upper Retreat,2012,4,669042,0.116666666666667,78054.9,0.233333333333333,156109.8
Upper Retreat,2012,5,658260,0.175,115195.5,0.25,164565
Upper Retreat,2012,7,644997,0.3,193499.1,0.0833333333333333,53749.75
Upper Retreat,2013,2,877119,0,0,0.0833333333333333,73093.25
Upper Retreat,2013,3,873623,0.208333333333333,182004.791666667,0.0833333333333333,72801.9166666667
Upper Retreat,2013,4,867955,0.116666666666667,101261.416666667,0,0
Upper Retreat,2013,5,857482,0.233333333333333,200079.133333333,0.108333333333333,92893.8833333333
Upper Retreat,2013,6,841330,0.25,210332.5,0.0666666666666667,56088.6666666667
Upper Retreat,2013,7,836458,0.0333333333333333,27881.9333333333,0,0
Upper Retreat,2014,1,791954,0,0,0,0
Upper Retreat,2014,2,1291983,0.09375,121123.40625,0,0
Upper Retreat,2014,3,1255932,0.416666666666667,523305,0,0
Upper Retreat,2014,4,1246545,0.232051282051282,289262.365384615,0.226923076923077,282869.826923077
Upper Retreat,2014,5,1238293,0.516666666666667,639784.716666667,0,0
Upper Retreat,2014,6,1229572,0.166666666666667,204928.666666667,0.00833333333333333,10246.4333333333
Upper Retreat,2014,7,1220569,0.339506172839506,414390.709876543,0,0
Upper Retreat,2014,8,1214442,0.166666666666667,202407,0,0
Upper Retreat,2014,9,1212080,0.283333333333333,343422.666666667,0,0
Upper Retreat,2015,5,765341,0.141666666666667,108423.308333333,0.175,133934.675
Upper Retreat,2015,6,754273,0.3,226281.9,0.025,18856.825
Upper Retreat,2015,7,736848,0.283333333333333,208773.6,0.116666666666667,85965.6
Upper Retreat,2015,8,731838,0.3,219551.4,0.133333333333333,97578.4
Upper Retreat,2015,11,706052,0.0166666666666667,11767.5333333333,0.0333333333333333,23535.0666666667
Upper Retreat,2015,12,1089758,0.0833333333333333,90813.1666666667,0.1,108975.8
Upper Retreat,2016,1,1068965,0.283333333333333,302873.416666667,0.141666666666667,151436.708333333
Upper Retreat,2016,2,1061358,0.783333333333333,831397.1,0.491666666666667,521834.35
Upper Retreat,2016,3,1057402,0.75,793051.5,0.114285714285714,120845.942857143
Upper Retreat,2016,4,1051946,0.725,762660.85,0.29375,309009.1375
Upper Retreat,2016,5,1049739,0.7625,800425.9875,0.3,314921.7
Upper Retreat,2019,6,355491,0.135714285714286,48245.2071428571,0.0571428571428571,20313.7714285714
Upper Retreat,2019,7,344630,0.168181818181818,57960.5,0.386363636363636,133152.5
Upper Retreat,2019,8,146637,0.316666666666667,46435.05,0.3,43991.1
Upper Retreat,2019,9,134219,0.733333333333333,98427.2666666667,0.879166666666667,118000.870833333
Upper Retreat,2019,10,125976,1.64,206600.64,0.81,102040.56
Upper Retreat,2019,11,123866,1.35909090909091,168345.154545455,0.304545454545455,37722.8272727273
Upper Retreat,2019,12,123480,1.175,145089,0.225,27783
Wicklow Point,2004,3,696780,0.433333333333333,301938,0.633333333333333,441294
Wicklow Point,2004,4,685663,1.18,809082.34,0.12,82279.56
Wicklow Point,2004,5,671700,4.4,2955480,2.98333333333333,2003905
Wicklow Point,2004,6,662584,1.43333333333333,949703.733333333,0.366666666666667,242947.466666667
Wicklow Point,2004,7,660212,1.4,924296.8,0.1,66021.2
Wicklow Point,2004,9,658588,5.56666666666667,3666139.86666667,0.133333333333333,87811.7333333333
Wicklow Point,2004,10,654491,5.23333333333333,3425169.56666667,0.233333333333333,152714.566666667
Wicklow Point,2004,12,652557,7.18333333333333,4687534.45,0.516666666666667,337154.45
Wicklow Point,2005,1,650920,1.75833333333333,1144534.33333333,0.116666666666667,75940.6666666667
Wicklow Point,2005,2,650350,0.116666666666667,75874.1666666667,0.0166666666666667,10839.1666666667
Wicklow Point,2005,3,650012,0.216666666666667,140835.933333333,0,0
Wicklow Point,2005,4,645528,0.2,129105.6,0.133333333333333,86070.4
Wicklow Point,2005,5,647011,5.475,3542385.225,2.61666666666667,1693012.11666667
Wicklow Point,2005,6,645978,4.68333333333333,3025330.3,0.0666666666666667,43065.2
Wicklow Point,2005,7,644813,1.93333333333333,1246638.46666667,0,0
Wicklow Point,2005,8,643479,0.316666666666667,203768.35,0,0
Wicklow Point,2005,9,594528,3.1,1843036.8,0.183333333333333,108996.8
Wicklow Point,2005,10,378641,6.91666666666667,2618933.58333333,0.0833333333333333,31553.4166666667
Wicklow Point,2006,9,553569,4.86666666666667,2694035.8,2.31666666666667,1282434.85
