#,Farm # on  Map,Date,Month,Year,age (d in SW),Year class,SW entry date,# fish,Chalimus/ fish,Motile L.s./ fish,Female L.s./ fish,Fe L.s. 3-month series,L. salmonis estimate type,Caligus/ fish,Treatment,T (°C),Salinity (ppt),Comments,# Motiles (L.salmonis),# Female L.salmonis,# Caligus spp.,0.4*(# Caligus/ farm)
838,8,Oct-07,Oct,2007,214,1,Mar-07,"601,917",0.02,0.00,0.00,,,0.02,,9,22,transferred to farm #6 by end of month,0,0,"12,038","4,815"
839,8,Nov-07,Nov,2007,,,,,,,,,,,,,,,,,,
840,8,Dec-07,Dec,2007,,,,,,,,,,,,,,,,,,
841,8,Jan-08,Jan,2008,0,1,Jan-08,"609,405",0,0,0,,,0,,,,,0,0,0,0
842,8,Feb-08,Feb,2008,31,1,Jan-08,"601,667",,0.04,0.03,,1,0.03,,,,,"24,067","15,042","15,042","6,017"
843,8,Mar-08,Mar,2008,60,1,Jan-08,"589,207",0,0.08,0.05,,,0.05,,,,,"47,137","29,460","29,460","11,784"
844,8,Apr-08,Apr,2008,91,1,Jan-08,"587,574",0,0.33,0.28,,,0.43,,,,,"193,899","164,521","252,657","101,063"
845,8,May-08,May,2008,,,,,,,,,,,,,,moved to farm #1 ,,,,
846,8,Jun-08,Jun,2008,,,,,,,,,,,,,,,,,,
847,8,Jul-08,Jul,2008,,,,,,,,,,,,,,,,,,
848,8,Aug-08,Aug,2008,,,,,,,,,,,,,,,,,,
849,8,Sep-08,Sep,2008,,,,,,,,,,,,,,,,,,
850,8,Oct-08,Oct,2008,0,1,Oct-08,"145,000",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
851,8,Nov-08,Nov,2008,31,1,Oct-08,"762,000",0.60,0.17,0.00,,,0.18,,,,,"127,000",0,"139,700","55,880"
852,8,Dec-08,Dec,2008,61,1,Oct-08,"750,000",3.55,0.05,0.00,0,,1.25,,,,,"37,500",0,"937,500","375,000"
853,8,Jan-09,Jan,2009,92,1,Oct-08,"727,702",1.23,0.12,0.00,0,,0.48,,,,,"87,324",0,"349,297","139,719"
854,8,Feb-09,Feb,2009,123,1,Oct-08,"714,079",0.47,0.23,0.07,0,,0.40,1,,,,"166,618","47,605","285,632","114,253"
855,8,Mar-09,Mar,2009,151,1,Oct-08,"695,254",0.20,0.15,0.02,0,,0.00,,,,,"104,288","13,905",0,0
856,8,Apr-09,Apr,2009,182,1,Oct-08,"680,355",0.02,0.03,0.00,,,0.07,,,,,"20,411",0,"47,625","19,050"
857,8,May-09,May,2009,,,,,,,,,,,,,,moved to farm #11,,,,
858,8,Jun-09,Jun,2009,,,,,,,,,,,,,,,,,,
859,8,Jul-09,Jul,2009,,,,,,,,,,,,,,,,,,
860,8,Aug-09,Aug,2009,,,,,,,,,,,,,,,,,,
861,8,Sep-09,Sep,2009,,,,,,,,,,,,,,,,,,
862,8,Oct-09,Oct,2009,0,1,Oct-09,"119,884",,,0.00,,s,0.00,,,,Site stocking,,0,0,0
863,8,Nov-09,Nov,2009,31,1,Oct-09,"325,715",0.00,0.00,0.00,,,0.05,,,,,0,0,"16,286","6,514"
864,8,Dec-09,Dec,2009,61,1,Oct-09,"324,449",0.02,0.72,0.00,,,0.02,1,,,,"232,522",0,"5,407","2,163"
865,9,Jan-00,Jan,2000,306,1,Mar-99,"215,463",,,,,,,,,,,,,,
866,9,Feb-00,Feb,2000,337,1,Mar-99,"215,235",,,,,,,,,,,,,,
867,9,Mar-00,Mar,2000,366,2,Mar-99,"215,024",,,,,,,,,,,,,,
868,9,Apr-00,Apr,2000,397,2,Mar-99,"214,329",,,,,,,,,,,,,,
869,9,May-00,May,2000,427,2,Mar-99,"214,169",,,,,,,,,,,,,,
870,9,Jun-00,Jun,2000,458,2,Mar-99,"214,538",,,,,,,,,,,,,,
871,9,Jul-00,Jul,2000,488,2,Mar-99,"210,536",,,,,,,,,,,,,,
872,9,Aug-00,Aug,2000,519,2,Mar-99,"172,979",,,,,,,,,,harvest begins,,,,
873,9,Sep-00,Sep,2000,550,2,Mar-99,"164,468",,,,,,,,,,,,,,
874,9,Oct-00,Oct,2000,,,,,,,,,,,,,,,,,,
875,9,Nov-00,Nov,2000,,,,,,,,,,,,,,,,,,
876,9,Dec-00,Dec,2000,,,,,,,,,,,,,,,,,,
877,9,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
878,9,Feb-01,Feb,2001,276,1,May-00,"514,395",,,,,,,,,,moved from farm #12,,,,
879,9,Mar-01,Mar,2001,304,1,May-00,"513,927",,,,,,,,,,,,,,
880,9,Apr-01,Apr,2001,335,1,May-00,"513,392",,,4.00,,o,0.00,,,,,,"2,053,568",0,0
881,9,May-01,May,2001,365,2,May-00,"513,056",10.40,21.80,6.90,,,0.00,,,,,"11,184,621","3,540,086",0,0
882,9,Jun-01,Jun,2001,396,2,May-00,"511,965",,22.78,7.55,,1,0.00,,10,,,"11,660,003","3,865,336",0,0
883,9,Jul-01,Jul,2001,426,2,May-00,"498,493",11.95,23.75,8.2,,,0,1,,,,"11,839,209","4,087,643",0,0
884,9,Aug-01,Aug,2001,457,2,May-00,"484,500",0.5,1.2,0.53,0,,0,,10.5,,,"581,400","256,785",0,0
885,9,Sep-01,Sep,2001,488,2,May-00,"481,461",3.8,0.1,0,,,0,,10.1,,,"48,146",0,0,0
886,9,Oct-01,Oct,2001,518,2,May-00,"408,270",,,,,,,,8.7,,harvest started,,,,
887,9,Nov-01,Nov,2001,549,2,May-00,"398,326",,,,,,,,7.9,,,,,,
888,9,Dec-01,Dec,2001,579,2,May-00,"331,690",,,,,,,,7.4,,,,,,
889,9,Jan-02,Jan,2002,610,2,May-00,"233,770",,,,,,,,,,,,,,
890,9,Feb-02,Feb,2002,641,2,May-00,"184,996",,,,,,,,7.00,,,,,,
891,9,Mar-02,Mar,2002,669,2,May-00,"111,718",,,,,,,,7.00,,,,,,
892,9,Apr-02,Apr,2002,,,,,,,,,,,,7.7,,harvest complete,,,,
893,9,May-02,May,2002,,,,,,,,,,,,,,,,,,
894,9,Jun-02,Jun,2002,,,,,,,,,,,,,,,,,,
895,9,Jul-02,Jul,2002,,,,,,,,,,,,,,,,,,
896,9,Aug-02,Aug,2002,,,,,,,,,,,,,,,,,,
897,9,Sep-02,Sep,2002,,,,,,,,,,,,,,,,,,
898,9,Oct-02,Oct,2002,,,,,,,,,,,,,,,,,,
899,9,Nov-02,Nov,2002,,,,,,,,,,,,,,,,,,
900,9,Dec-02,Dec,2002,,,,,,,,,,,,,,,,,,
901,9,Jan-03,Jan,2003,,,,,,,,,,,,,,,,,,
902,9,Feb-03,Feb,2003,,,,,,,,,,,,,,,,,,
903,9,Mar-03,Mar,2003,,,,,,,,,,,,,,,,,,
904,9,Apr-03,Apr,2003,,,,,,,,,,,,,,,,,,
905,9,May-03,May,2003,,,,,,,,,,,,,,,,,,
906,9,Jun-03,Jun,2003,,,,,,,,,,,,,,,,,,
907,9,Jul-03,Jul,2003,212,1,Dec-02,"655,755",0.10,0.45,0.10,,,0.15,,10.9,25,Fish transferred from farm #15,"295,090","65,576","98,363","39,345"
908,9,Aug-03,Aug,2003,243,1,Dec-02,"662,747",0.12,0.65,0.10,0,,0.10,,11.7,25,,"430,786","66,275","66,275","26,510"
909,9,Sep-03,Sep,2003,274,1,Dec-02,"654,295",0.90,1.30,0.30,0,,0.00,,10.4,32,,"850,584","196,289",0,0
910,9,Oct-03,Oct,2003,304,1,Dec-02,"654,000",0.58,4.68,2.00,0,,0.15,,8.4,,,"3,060,720","1,308,000","98,100","39,240"
911,9,Nov-03,Nov,2003,335,1,Dec-02,"653,000",0.73,4.67,2.10,2,,1.37,1,7.5,29,,"3,049,510","1,371,300","894,610","357,844"
912,9,Dec-03,Dec,2003,365,2,Dec-02,"652,000",0.27,3.47,1.63,0,,0.83,,7.5,30,,"2,262,440","1,062,760","541,160","216,464"
913,9,Jan-04,Jan,2004,396,2,Dec-02,"651,000",0.00,0.40,0.23,0,,0.00,,7,32,,"260,400","149,730",0,0
914,9,Feb-04,Feb,2004,427,2,Dec-02,"650,500",0.00,0.10,0.00,0,,0.00,,6.7,29,,"65,050",0,0,0
915,9,Mar-04,Mar,2004,456,2,Dec-02,"650,270",0.30,0.00,0.00,0,,0.00,,6.9,31,,0,0,0,0
916,9,Apr-04,Apr,2004,487,2,Dec-02,"649,460",1.07,0.49,0.15,0,,0.02,,8.6,30.7,,"318,235","97,419","12,989","5,196"
917,9,May-04,May,2004,517,2,Dec-02,"647,832",1.95,2.75,0.50,0,,0.65,,9.9,30,,"1,781,538","323,916","421,091","168,436"
918,9,Jun-04,Jun,2004,548,2,Dec-02,"646,794",3.20,10.30,2.90,2,,0.90,1,11.2,27,,"6,661,978","1,875,703","582,115","232,846"
919,9,Jul-04,Jul,2004,578,2,Dec-02,"632,796",0.00,6.50,2.80,0,,0.10,,9.6,26,,"4,113,174","1,771,829","63,280","25,312"
920,9,Aug-04,Aug,2004,609,2,Dec-02,"616,632",0.00,0.73,0.57,0,,0.00,,10.8,21,harvesting,"450,141","351,480",0,0
921,9,Sep-04,Sep,2004,640,2,Dec-02,"400,511",0.40,0.50,0.20,,,0.10,,10.2,23.2,harvesting,"200,256","80,102","40,051","16,020"
922,9,Oct-04,Oct,2004,670,2,Dec-02,"131,637",,,0.30,,h,0.20,,,,,,"39,491","26,327","10,531"
923,9,Nov-04,Nov,2004,,,,,,,,,,,,,,,,,,
924,9,Dec-04,Dec,2004,,,,,,,,,,,,,,,,,,
925,9,Jan-05,Jan,2005,,,,,,,,,,,,,,,,,,
926,9,Feb-05,Feb,2005,,,,,,,,,,,,,,,,,,
927,9,Mar-05,Mar,2005,,,,,,,,,,,,,,,,,,
928,9,Apr-05,Apr,2005,,,,,,,,,,,,,,,,,,
929,9,May-05,May,2005,,,,,,,,,,,,,,,,,,
930,9,Jun-05,Jun,2005,,,,,,,,,,,,,,,,,,
931,9,Jul-05,Jul,2005,,,,,,,,,,,,,,,,,,
932,9,Aug-05,Aug,2005,243,1,Dec-04,"511,000",,0.40,0.02,,t,0.00,,,,used counts from farm #17 for same month,"204,400","10,220",0,0
933,9,Sep-05,Sep,2005,274,1,Dec-04,"615,000",0.43,0.08,0.00,,,0.00,,10,32,Transferred from farm #17,"49,200",0,0,0
934,9,Oct-05,Oct,2005,304,1,Dec-04,"615,000",2.59,2.24,0.77,0,,3.20,,9,30,,"1,377,600","473,550","1,968,000","787,200"
935,9,Nov-05,Nov,2005,335,1,Dec-04,"615,000",0.88,1.53,0.78,0,,1.02,,9,31,,"940,950","479,700","627,300","250,920"
936,9,Dec-05,Dec,2005,365,2,Dec-04,"613,000",2.28,1.92,0.98,0,,0.72,,8,30,,"1,176,960","600,740","441,360","176,544"
937,9,Jan-06,Jan,2006,396,2,Dec-04,"614,000",1.57,1.80,1.33,0,,0.37,,8,31,,"1,105,200","816,620","227,180","90,872"
938,9,Feb-06,Feb,2006,427,2,Dec-04,"614,000",0.23,1.93,0.77,,,0.00,1,7,31,Transferred to farm #18,"1,185,020","472,780",0,0
939,9,Mar-06,Mar,2006,,,,,,,,,,,,,,empty by end of March,,,,
940,9,Apr-06,Apr,2006,,,,,,,,,,,,,,,,,,
941,9,May-06,May,2006,,,,,,,,,,,,,,,,,,
942,9,Jun-06,Jun,2006,,,,,,,,,,,,,,,,,,
943,9,Jul-06,Jul,2006,,,,,,,,,,,,,,,,,,
944,9,Aug-06,Aug,2006,,,,,,,,,,,,,,,,,,
945,9,Sep-06,Sep,2006,,,,,,,,,,,,,,,,,,
946,9,Oct-06,Oct,2006,,,,,,,,,,,,,,,,,,
947,9,Nov-06,Nov,2006,,,,,,,,,,,,,,,,,,
948,9,Dec-06,Dec,2006,,,,,,,,,,,,,,,,,,
949,9,Jan-07,Jan,2007,,,,,,,,,,,,,,,,,,
950,9,Feb-07,Feb,2007,,,,,,,,,,,,,,,,,,
951,9,Mar-07,Mar,2007,,,,,,,,,,,,,,,,,,
952,9,Apr-07,Apr,2007,,,,,,,,,,,,,,,,,,
953,9,May-07,May,2007,,,,,,,,,,,,,,,,,,
954,9,Jun-07,Jun,2007,,,,,,,,,,,,,,,,,,
955,9,Jul-07,Jul,2007,242,1,Nov-06,"617,382",,,0.02,,t,0.33,,,,Transferred from farm #17,,"12,348","203,736","81,494"
956,9,Aug-07,Aug,2007,273,1,Nov-06,"616,649",0.13,0.12,0.02,,,0.00,,10,25,,"73,998","12,333",0,0
957,9,Sep-07,Sep,2007,304,1,Nov-06,"616,186",0.48,1.75,0.73,0,,0.00,,10,29,,"1,078,326","449,816",0,0
958,9,Oct-07,Oct,2007,334,1,Nov-06,"615,951",0.07,1.92,0.95,0,,0.08,,9,,,"1,182,626","585,153","49,276","19,710"
959,9,Nov-07,Nov,2007,365,2,Nov-06,"615,582",0.08,2.20,1.18,0,,0.23,,8,,,"1,354,280","726,387","141,584","56,634"
960,9,Dec-07,Dec,2007,395,2,Nov-06,"615,539",0.58,2.07,1.32,2,,0.15,,7,,,"1,274,166","812,511","92,331","36,932"
961,9,Jan-08,Jan,2008,426,2,Nov-06,"614,889",0.42,1.5,1.03,,,0.25,1,,,,"922,334","633,336","153,722","61,489"
962,9,Feb-08,Feb,2008,457,2,Nov-06,"614,703",,0.83,0.56,,1,0.13,,,,,"507,130","341,160","76,838","30,735"
963,9,Mar-08,Mar,2008,486,2,Nov-06,"614,517",0.02,0.15,0.08,,,0,,,,,"92,178","49,161",0,0
964,9,Apr-08,Apr,2008,517,2,Nov-06,"614,183",0.03,0.05,0.02,0,,0,,,,,"30,709","12,284",0,0
965,9,May-08,May,2008,547,2,Nov-06,"613,831",0.28,0.00,0.00,0,,0.45,,,,,0,0,"276,224","110,490"
966,9,Jun-08,Jun,2008,578,2,Nov-06,"613,501",0.07,0.12,0.02,0,,0.15,,,,moved 310K to farm #22,"73,620","12,270","92,025","36,810"
967,9,Jul-08,Jul,2008,608,2,Nov-06,"376,000",0.08,0.22,0.20,0,,0.08,,,,,"82,720","75,200","30,080","12,032"
968,9,Aug-08,Aug,2008,639,2,Nov-06,"376,000",0.00,0.38,0.16,0,,0.00,,,,,"142,880","60,160",0,0
969,9,Sep-08,Sep,2008,670,2,Nov-06,"376,000",0.00,0.35,0.12,0,,0.02,,,,,"131,600","45,120","7,520","3,008"
970,9,Oct-08,Oct,2008,700,2,Nov-06,"375,000",0.05,1.08,0.51,,,0.33,,,,,"405,000","191,250","123,750","49,500"
971,9,Nov-08,Nov,2008,731,2,Nov-06,"21,786",,1.81,0.90,,h,0.64,,,,Harvesting,"39,433","19,607","13,943","5,577"
972,9,Dec-08,Dec,2008,,,,,,,,,,,,,,,,,,
973,9,Jan-09,Jan,2009,,,,,,,,,,,,,,,,,,
974,9,Feb-09,Feb,2009,,,,,,,,,,,,,,,,,,
975,9,Mar-09,Mar,2009,,,,,,,,,,,,,,,,,,
976,9,Apr-09,Apr,2009,,,,,,,,,,,,,,,,,,
977,9,May-09,May,2009,,,,,,,,,,,,,,,,,,
978,9,Jun-09,Jun,2009,,,,,,,,,,,,,,,,,,
979,9,Jul-09,Jul,2009,266,1,Oct-08,"421,346",,0.05,0.02,,t,0.07,,,,count estimated (receiving fish from farm #17; use farm #17 counts),"21,067","8,427","29,494","11,798"
980,9,Aug-09,Aug,2009,297,1,Oct-08,"420,975",0.12,0.30,0.07,,,0.00,,,,,"126,293","28,205",0,0
981,9,Sep-09,Sep,2009,328,1,Oct-08,"420,604",0.63,0.32,0.07,0,,0.00,,,,,"134,593","29,442",0,0
982,9,Oct-09,Oct,2009,358,1,Oct-08,"420,096",0.30,3.55,1.90,0,,0.05,,,,,"1,491,341","798,182","21,005","8,402"
983,9,Nov-09,Nov,2009,389,2,Oct-08,"419,527",3.42,5.42,2.53,2,,0.57,1,,,,"2,272,578","1,062,662","237,872","95,149"
984,9,Dec-09,Dec,2009,419,2,Oct-08,"419,363",3.73,2.23,0.90,,,0.08,,,,,"935,179","377,427","33,549","13,420"
985,11,Jan-00,Jan,2000,,,,,,,,,,,,,,,,,,
986,11,Feb-00,Feb,2000,,,,,,,,,,,,,,,,,,
987,11,Mar-00,Mar,2000,,,,,,,,,,,,,,,,,,
988,11,Apr-00,Apr,2000,,,,,,,,,,,,,,,,,,
989,11,May-00,May,2000,,,,,,,,,,,,,,,,,,
990,11,Jun-00,Jun,2000,,,,,,,,,,,,,,,,,,
991,11,Jul-00,Jul,2000,,,,,,,,,,,,,,,,,,
992,11,Aug-00,Aug,2000,,,,,,,,,,,,,,Fish transferred in from farm #8,,,,
993,11,Sep-00,Sep,2000,275,1,Dec-99,"599,058",0.20,9.63,3.30,,,0.00,,,,,"5,765,933","1,976,891",0,0
994,11,Oct-00,Oct,2000,305,1,Dec-99,"584,022",0.83,12.60,6.25,2,,0.18,,,,,"7,358,677","3,650,138","102,204","40,882"
995,11,Nov-00,Nov,2000,336,1,Dec-99,"583,351",1.67,10.28,5.12,0,,0.12,1,,,,"5,998,793","2,984,813","68,058","27,223"
996,11,Dec-00,Dec,2000,366,2,Dec-99,"582,660",0.38,4.50,2.48,0,,0.63,,,,,"2,621,970","1,442,084","364,163","145,665"
997,11,Jan-01,Jan,2001,397,2,Dec-99,"581,640",0.00,0.20,0.12,0,,0.02,,,,,"116,328","69,797","11,633","4,653"
998,11,Feb-01,Feb,2001,428,2,Dec-99,"580,752",0.00,0.04,0.02,2,,0.00,,,,,"23,230","11,615",0,0
999,11,Mar-01,Mar,2001,456,2,Dec-99,"580,283",0.90,0.48,0.33,,,0.23,,,,,"280,470","193,428","130,564","52,225"
1000,11,Apr-01,Apr,2001,487,2,Dec-99,"568,932",,7.04,2.44,,1,0.31,,,,,"4,006,230","1,389,142","177,791","71,117"
1001,11,May-01,May,2001,517,2,Dec-99,"449,618",1.10,13.60,4.55,,,0.40,,,,,"6,114,805","2,045,762","179,847","71,939"
1002,11,Jun-01,Jun,2001,548,2,Dec-99,"385,704",,13.18,6.23,,1,0.23,,,,,"5,081,650","2,401,007","86,783","34,713"
1003,11,Jul-01,Jul,2001,578,2,Dec-99,"384,595",0.05,12.75,7.90,,,0.05,,,,,"4,903,586","3,038,301","19,230","7,692"
1004,11,Aug-01,Aug,2001,609,2,Dec-99,"282,395",,,9.00,,h,0.20,,,,,,"2,541,555","56,479","22,592"
1005,11,Sep-01,Sep,2001,640,2,Dec-99,"137,230",,,10.00,,h,0.20,,,,,,"1,372,300","27,446","10,978"
1006,11,Oct-01,Oct,2001,,,,,,,,,,,,,,,,,,
1007,11,Nov-01,Nov,2001,,,,,,,,,,,,,,,,,,
1008,11,Dec-01,Dec,2001,,,,,,,,,,,,,,,,,,
1009,11,Jan-02,Jan,2002,,,,,,,,,,,,,,Empty (no fish),,,,
1010,11,Feb-02,Feb,2002,,1,,,,,,,,,,7.1,34.5,"fish transferred from farm #6 in late February, but inventory included only in farm #6 counts",,,,
1011,11,Mar-02,Mar,2002,393,2,Feb-01,"205,423",,,,,,,,6.8,34.8,IHNV diagnosis,,,,
1012,11,Apr-02,Apr,2002,424,2,Feb-01,"149,587",,,,,,,,7.8,33.4,,,,,
1013,11,May-02,May,2002,454,2,Feb-01,"124,674",,,,,,,,8.6,33.2,,,,,
1014,11,Jun-02,Jun,2002,485,2,Feb-01,"114,376",0,29.3,15.8,,,0,1,9.80,29.50,,"3,351,217","1,807,141",0,0
1015,11,Jul-02,Jul,2002,515,2,Feb-01,"107,699",,15.56,8.05,,1,0.00,,10.8,28.7,,"1,675,796","866,977",0,0
1016,11,Aug-02,Aug,2002,546,2,Feb-01,"107,042",0.76,1.82,0.30,,,0.00,,11.00,31.70,,"194,816","32,113",0,0
1017,11,Sep-02,Sep,2002,577,2,Feb-01,"63,159",,,0.05,,h,0.05,,10.1,31.2,Harvested,,"3,158","3,158","1,263"
1018,11,Oct-02,Oct,2002,,,,,,,,,,,,9.10,30.40,,,,,
1019,11,Nov-02,Nov,2002,,,,,,,,,,,,8.1,31.6,Empty (no fish),,,,
1020,11,Dec-02,Dec,2002,,,,,,,,,,,,,,,,,,
1021,11,Jan-03,Jan,2003,,,,,,,,,,,,,,,,,,
1022,11,Feb-03,Feb,2003,,,,,,,,,,,,,,,,,,
1023,11,Mar-03,Mar,2003,,,,,,,,,,,,,,,,,,
1024,11,Apr-03,Apr,2003,,,,,,,,,,,,,,,,,,
1025,11,May-03,May,2003,,,,,,,,,,,,,,,,,,
1026,11,Jun-03,Jun,2003,,,,,,,,,,,,,,,,,,
1027,11,Jul-03,Jul,2003,,,,,,,,,,,,,,,,,,
1028,11,Aug-03,Aug,2003,,,,,,,,,,,,,,,,,,
1029,11,Sep-03,Sep,2003,212,1,Feb-03,,,,,,,,,,,fish moved from farm #8 (counts for the month are at farm #8),,,,
1030,11,Oct-03,Oct,2003,242,1,Feb-03,"668,653",0.37,1.68,0.27,,,1.02,,9.3,,,"1,123,337","180,536","682,026","272,810"
1031,11,Nov-03,Nov,2003,273,1,Feb-03,"667,431",0.47,1.50,0.32,0,,0.30,,8.6,29,,"1,001,147","213,578","200,229","80,092"
1032,11,Dec-03,Dec,2003,303,1,Feb-03,"664,749",0.83,2.13,1.40,2,,0.72,1,7.9,29,,"1,415,915","930,649","478,619","191,448"
1033,11,Jan-04,Jan,2004,334,1,Feb-03,"664,000",0.00,0.07,0.03,0,,0.00,,7.09,32.9,,"46,480","19,920",0,0
1034,11,Feb-04,Feb,2004,365,2,Feb-03,"663,000",0.00,0.00,0.00,0,,0.00,,7.16,33.14,,0,0,0,0
1035,11,Mar-04,Mar,2004,394,2,Feb-03,"662,461",0.00,0.00,0.00,0,,0.10,,7.56,31.52,,0,0,"66,246","26,498"
1036,11,Apr-04,Apr,2004,425,2,Feb-03,"662,009",0.39,0.04,0.00,0,,0.09,,8.9,30.5,,"26,480",0,"59,581","23,832"
1037,11,May-04,May,2004,455,2,Feb-03,"661,655",0.35,0.55,0.10,0,,0.65,,9.96,26.9,,"363,910","66,166","430,076","172,030"
1038,11,Jun-04,Jun,2004,486,2,Feb-03,"660,733",0.20,4.50,2.15,1,,0.20,,10.31,23.63,,"2,973,299","1,420,576","132,147","52,859"
1039,11,Jul-04,Jul,2004,516,2,Feb-03,"660,200",0.10,2.60,1.40,1,,0.20,,11.87,24.1,,"1,716,520","924,280","132,040","52,816"
1040,11,Aug-04,Aug,2004,547,2,Feb-03,"659,408",0.24,4.90,3.16,,,0.21,,11.52,22.74,,"3,231,098","2,083,728","138,476","55,390"
1041,11,Sep-04,Sep,2004,578,2,Feb-03,"658,680",,4.00,2.67,,1,0.67,,,,,"2,634,721","1,755,383","438,022","175,209"
1042,11,Oct-04,Oct,2004,608,2,Feb-03,"657,953",0.14,3.10,2.17,,,1.12,,9.8,27.7,,"2,039,653","1,427,757","736,907","294,763"
1043,11,Nov-04,Nov,2004,639,2,Feb-03,"657,225",0.12,3.12,2.05,0,,0.00,,8.41,27.22,,"2,050,543","1,347,312",0,0
1044,11,Dec-04,Dec,2004,669,2,Feb-03,"656,498",0.23,3.82,1.90,1,,0.62,,8,29,,"2,507,821","1,247,346","407,029","162,811"
1045,11,Jan-05,Jan,2005,700,2,Feb-03,"500,000",0.02,5.73,3.33,0,,0.80,,7,30,,"2,865,000","1,665,000","400,000","160,000"
1046,11,Feb-05,Feb,2005,731,3,Feb-03,"450,000",0.18,5.47,3.60,2,,0.13,1,7,28,,"2,461,500","1,620,000","58,500","23,400"
1047,11,Mar-05,Mar,2005,759,3,Feb-03,"265,082",0.00,0.17,0.10,0,,0.02,,8,31,harvesting,"45,064","26,508","5,302","2,121"
1048,11,Apr-05,Apr,2005,790,3,Feb-03,"127,118",0.00,0.90,0.45,,,0.05,,9,31,harvesting,"114,406","57,203","6,356","2,542"
1049,11,May-05,May,2005,820,3,Feb-03,"27,000",,,0.90,,h,0.10,,,,harvesting,,"24,300","2,700","1,080"
1050,11,Jun-05,Jun,2005,212,1,Nov-04,,,,,,,,,,,,,,,
1051,11,Jul-05,Jul,2005,242,1,Nov-04,"723,758",0.02,0.08,0.00,,,0.02,,11,24,transfer from farm #8,"57,901",0,"14,475","5,790"
1052,11,Aug-05,Aug,2005,273,1,Nov-04,"722,000",0.40,0.23,0.00,0,,0.12,,11,22,,"166,060",0,"86,640","34,656"
1053,11,Sep-05,Sep,2005,304,1,Nov-04,"720,500",0.12,1.20,0.68,0,,0.15,,12,25,,"864,600","489,940","108,075","43,230"
1054,11,Oct-05,Oct,2005,334,1,Nov-04,"719,000",0.33,2.62,1.18,0,,0.77,,9,25,,"1,883,780","848,420","553,630","221,452"
1055,11,Nov-05,Nov,2005,365,2,Nov-04,"717,500",0.53,2.72,1.40,0,,0.07,,8,25,,"1,951,600","1,004,500","50,225","20,090"
1056,11,Dec-05,Dec,2005,395,2,Nov-04,"716,000",0.17,4.38,2.50,0,,0.73,,8,26,,"3,136,080","1,790,000","522,680","209,072"
1057,11,Jan-06,Jan,2006,426,2,Nov-04,"714,500",0.65,5.88,3.47,2,,0.18,1,8,26,,"4,201,260","2,479,315","128,610","51,444"
1058,11,Feb-06,Feb,2006,457,2,Nov-04,"713,500",0.08,1.33,0.42,0,,0.00,,7,26,,"948,955","299,670",0,0
1059,11,Mar-06,Mar,2006,485,2,Nov-04,"712,735",0.00,0.28,0.17,0,,0.02,,8,27,,"199,566","121,165","14,255","5,702"
1060,11,Apr-06,Apr,2006,516,2,Nov-04,"710,837",0.00,0.00,0.00,0,,0.00,,8,28,,0,0,0,0
1061,11,May-06,May,2006,546,2,Nov-04,"667,282",0.00,0.02,0.00,0,,0.02,,9,25,,"13,346",0,"13,346","5,338"
1062,11,Jun-06,Jun,2006,577,2,Nov-04,"457,784",0.05,0.18,0.10,0,,0.02,,10,23,Harvesting,"82,401","45,778","9,156","3,662"
1063,11,Jul-06,Jul,2006,607,2,Nov-04,"385,676",0.12,0.08,0.05,,,0.00,,11,22,Harvesting,"30,854","19,284",0,0
1064,11,Aug-06,Aug,2006,638,2,Nov-04,"150,000",,0.08,0.05,,h,0.00,,,,Harvesting,,"7,500",0,0
1065,11,Sep-06,Sep,2006,669,2,Nov-04,"30,000",,0.08,0.05,,h,0.00,,,,,,"1,500",0,0
1066,11,Oct-06,Oct,2006,,,,,,,,,,,,,,,,,,
1067,11,Nov-06,Nov,2006,,,,,,,,,,,,,,,,,,
1068,11,Dec-06,Dec,2006,,,,,,,,,,,,,,,,,,
1069,11,Jan-07,Jan,2007,,,,,,,,,,,,,,,,,,
1070,11,Feb-07,Feb,2007,0,1,Feb-07,"607,354",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
1071,11,Mar-07,Mar,2007,22,1,Feb-07,"592,825",0.10,0.13,0.00,,,0.18,,7,25,,"77,067",0,"106,709","42,683"
1072,11,Apr-07,Apr,2007,53,1,Feb-07,"590,589",0.30,0.10,0.00,0,,0.10,,,,,"59,059",0,"59,059","23,624"
1073,11,May-07,May,2007,83,1,Feb-07,"586,834",0.80,0.63,0.08,0,,0.03,,9,26,,"369,705","46,947","17,605","7,042"
1074,11,Jun-07,Jun,2007,114,1,Feb-07,"581,132",0.08,0.33,0.10,0,,0.02,,10,22,,"191,774","58,113","11,623","4,649"
1075,11,Jul-07,Jul,2007,144,1,Feb-07,"578,290",0.00,0.05,0.02,0,,0.00,,11,19,,"28,915","11,566",0,0
1076,11,Aug-07,Aug,2007,175,1,Feb-07,"576,770",0.00,0.15,0.00,0,,0.00,,12,19,,"86,516",0,0,0
1077,11,Sep-07,Sep,2007,206,1,Feb-07,"575,699",0.10,0.28,0.13,0,,0.02,,11,21,,"161,196","74,841","11,514","4,606"
1078,11,Oct-07,Oct,2007,236,1,Feb-07,"574,176",0.07,0.45,0.07,0,,0.05,,9,23,,"258,379","40,192","28,709","11,484"
