effect,group,term,estimate,std.error,statistic
fixed,NA,(Intercept),1.0135121218196907,0.09904706193726626,10.232631862029608
fixed,NA,lice,-0.19863883160750204,0.04677821050298103,-4.246396548128821
fixed,NA,S:population_nameroscoe_creek_even,-1.4036786905733856e-4,3.255734282329163e-5,-4.311404337239676
fixed,NA,S:population_namecooper_inlet_creeks_even,-5.115509099940265e-5,1.4421465443121868e-5,-3.5471492963844677
fixed,NA,S:population_namequartcha_creek_even,-2.0174735910003086e-4,4.192220715910299e-5,-4.81242216886053
fixed,NA,S:population_nameneekas_creek_even,-2.099728747593145e-5,4.978133888222214e-6,-4.217903324297688
fixed,NA,S:population_namekadjusdis_river_even,-1.2125946096511336e-4,3.8594769812250834e-5,-3.141862525803248
fixed,NA,S:population_namelee_creek_even,-0.0015619695071794697,5.802282394926439e-4,-2.6919915317208067
fixed,NA,S:population_nameclatse_creek_even,-2.4987513173097125e-5,7.257594045992054e-6,-3.4429472101565493
fixed,NA,S:population_namekunsoot_river_even,-4.965743840784572e-5,1.6500212748651627e-5,-3.0095029175853294
fixed,NA,S:population_namekwakusdis_river_even,-7.814725926701965e-5,2.0987603938139235e-5,-3.7234959977974595
fixed,NA,S:population_nameroscoe_creek_odd,-5.585800993603564e-5,1.4529550824300986e-5,-3.844441621871195
fixed,NA,S:population_namecooper_inlet_creeks_odd,-9.408134414153429e-5,3.0314553373675362e-5,-3.103504214026551
fixed,NA,S:population_namequartcha_creek_odd,-1.0336532084700109e-4,2.966598611122576e-5,-3.4843042284000507
fixed,NA,S:population_nameneekas_creek_odd,-2.7483598313666892e-5,4.90970803719536e-6,-5.597807060105091
fixed,NA,S:population_namelee_creek_odd,-2.0536409916210602e-4,6.537341324522611e-5,-3.1414008993495948
fixed,NA,S:population_nameclatse_creek_odd,-4.0614487522840614e-5,1.0335731332719827e-5,-3.9295223739289082
fixed,NA,S:population_namekunsoot_river_odd,-1.3800317399711377e-4,3.432384081384274e-5,-4.020621548316275
fixed,NA,S:population_namekwakusdis_river_odd,-8.668985355565261e-5,2.135199269382542e-5,-4.0600357446132715
fixed,NA,S:population_nameviner_sound_creek_even,-1.2894034879349663e-4,2.7108396945486082e-5,-4.756472655051886
fixed,NA,S:population_nameahta_river_even,-5.3755615924937886e-5,1.0137924669719563e-5,-5.302428029032186
fixed,NA,S:population_nameglendale_creek_even,-2.2504238941633187e-6,9.472548887417275e-7,-2.3757321507758458
fixed,NA,S:population_namewakeman_river_even,-3.6903612895675353e-6,2.7883530964588928e-6,-1.323491380720096
fixed,NA,S:population_namekakweiken_river_even,-1.9702507187270407e-6,6.237683699330919e-7,-3.1586255631050646
fixed,NA,S:population_namelull_creek_even,-1.434065992991547e-4,2.678647899388175e-5,-5.353693530676799
fixed,NA,S:population_nameahnuhati_river_even,-4.5364031066729265e-6,1.6661573223589616e-6,-2.722673931084877
fixed,NA,S:population_namekingcome_river_even,-7.609790496133874e-6,3.0744097047292714e-6,-2.475203771451789
fixed,NA,S:population_nameahta_river_odd,-5.4329968136405334e-5,1.3147132630293878e-5,-4.132457598489359
fixed,NA,S:population_nameglendale_creek_odd,-1.8297993923822564e-6,7.304433800516907e-7,-2.505053016227991
fixed,NA,S:population_namewakeman_river_odd,-4.300814038692279e-6,1.501593908129293e-6,-2.864165880940669
fixed,NA,S:population_namekakweiken_river_odd,-2.1192973747499687e-6,7.729013759521071e-7,-2.742002331331457
fixed,NA,S:population_namelull_creek_odd,-6.677455758231389e-5,1.950118504095124e-5,-3.4241281974450066
fixed,NA,S:population_nameahnuhati_river_odd,-5.56892259090582e-5,2.24478626319453e-5,-2.480825316072965
fixed,NA,S:population_namekingcome_river_odd,-9.97976039647051e-5,2.8125086441704027e-5,-3.548348346290758
fixed,NA,S:population_namenecleetsconnay_river_even,-2.2583252813662993e-5,6.692480225671129e-6,-3.3744220456622
fixed,NA,S:population_namecascade_river_even,-1.0152245317571166e-4,3.645127347770482e-5,-2.7851551808692556
fixed,NA,S:population_namesagar_creek_even,-3.631641080878376e-4,8.775173299238545e-5,-4.138540581521629
fixed,NA,S:population_namedean_river_even,-1.8276536932921423e-5,5.9964652234823385e-6,-3.0478850875929293
fixed,NA,S:population_namekwatna_river_even,-8.041922052974669e-6,2.4341731680001554e-6,-3.3037592225131927
fixed,NA,S:population_namekoeye_river_even,-1.0234557473161045e-5,2.52899098328059e-6,-4.046893619163816
fixed,NA,S:population_namenekite_river_even,-2.0726084048612553e-5,1.454018236217813e-5,-1.4254349451988422
fixed,NA,S:population_nameasseek_river_even,-7.68354801431648e-5,3.139225545906676e-5,-2.4475934914378077
fixed,NA,S:population_nameelcho_creek_even,-6.74334552522852e-5,1.7157618658943168e-5,-3.93023394404074
fixed,NA,S:population_namekilbella_river_even,-1.2343784250191322e-5,3.161111188383586e-6,-3.904887716557429
fixed,NA,S:population_namejohnston_creek_even,-2.3448687684471213e-5,4.99063655246742e-6,-4.698536436775376
fixed,NA,S:population_namebella_coola_river_even,-4.5844172733647175e-7,1.4618855054895892e-7,-3.1359619177764433
fixed,NA,S:population_namejenny_bay_creeks_even,-5.12337228602944e-5,1.271059376417864e-5,-4.030789104808207
fixed,NA,S:population_namenooseseck_river_even,-7.507159938272522e-5,1.6238049165920144e-5,-4.623190791926095
fixed,NA,S:population_namemartin_river_even,-1.1882454406884796e-4,6.709062746402432e-5,-1.7711049748724537
fixed,NA,S:population_namenicknaqueet_river_even,-2.0918402198999105e-4,6.946600441704997e-5,-3.011315012939599
fixed,NA,S:population_namehook_nose_creek_even,-8.573155909384118e-5,2.1565535320717717e-5,-3.9753967531462124
fixed,NA,S:population_namenootum_river_even,-7.837773974058626e-5,1.7799866239204563e-5,-4.403276894741923
fixed,NA,S:population_nameworan_creek_even,-1.9286697354612708e-4,5.8470093844427517e-5,-3.2985576192043045
fixed,NA,S:population_nameevans_inlet_#3_creek_even,-1.1881190282637304e-4,2.9623759455150976e-5,-4.010696313081021
fixed,NA,S:population_namefrenchman_creek_even,-8.323491301444257e-5,2.3052022364547994e-5,-3.6107423330653465
fixed,NA,S:population_namenecleetsconnay_river_odd,-3.063567198445423e-5,9.464723173325086e-6,-3.236827049606301
fixed,NA,S:population_namecascade_river_odd,-2.49174692010151e-4,6.528747048524786e-5,-3.816577517219842
fixed,NA,S:population_namedean_river_odd,-4.0242742317606945e-5,1.1966367339804468e-5,-3.3629873774428622
fixed,NA,S:population_namekwatna_river_odd,-5.544537796747382e-6,2.1239261228350786e-6,-2.610513490622909
fixed,NA,S:population_namekoeye_river_odd,-1.3248802399172064e-5,2.9766263701389767e-6,-4.450945718979667
fixed,NA,S:population_namenekite_river_odd,-3.480555517310444e-5,1.022830234944761e-5,-3.402867258317227
fixed,NA,S:population_nameelcho_creek_odd,-4.3579233239711837e-5,1.4585123266214659e-5,-2.98792354677316
fixed,NA,S:population_namechuckwalla_river_odd,-2.6091434047173946e-6,1.1825342316805578e-6,-2.206399895087529
fixed,NA,S:population_namejohnston_creek_odd,-2.6581997908345338e-5,6.2434194809823555e-6,-4.257602422729228
fixed,NA,S:population_namebella_coola_river_odd,-7.048331194625843e-7,2.354874180216207e-7,-2.993081861375166
fixed,NA,S:population_namejenny_bay_creeks_odd,-1.364140789771622e-4,3.919823182653056e-5,-3.480107969687372
fixed,NA,S:population_namenooseseck_river_odd,-8.540626501114968e-5,3.4100436237681384e-05,-2.5045505111977056
fixed,NA,S:population_namehook_nose_creek_odd,-1.245241733212031e-4,2.7378331748401056e-5,-4.5482746891061225
fixed,NA,S:population_nameworan_creek_odd,-1.419148766678885e-4,5.095568949486419e-5,-2.78506439761142
fixed,NA,S:population_namefrenchman_creek_odd,-6.375777216273854e-5,1.9500030913109115e-5,-3.269624158384111
fixed,NA,S:population_namechuckwalla_river_even,-5.489038550376399e-6,2.2641525584166702e-6,-2.4243236304778435
fixed,NA,S:population_nameclyak_river_even,-1.644841433737168e-5,4.633360874795231e-6,-3.549996380996032
fixed,NA,S:population_namemilton_river_even,-6.025038812996618e-5,2.5488198132572222e-5,-2.363854353947845
fixed,NA,S:population_namekilbella_river_odd,-5.621464764779983e-6,2.1181272997056366e-6,-2.6539787129702814
ran_pars,area:year_fac,sd__(Intercept),0.47168784623528803,NA,NA
ran_pars,year_fac,sd__(Intercept),0.669444566914192,NA,NA
ran_pars,Residual,sd__Observation,1.0763274437009904,NA,NA
