MLE,lower,upper,year,predict,scenario
94.07864149193301,77.8828823615372,98.46801117103954,2002,estimated,scen1_year
61.25437446249736,39.71675500564572,75.38132995314045,2003,estimated,scen1_year
11.571706323864683,6.3536527707647394,16.623206431171546,2004,estimated,scen1_year
70.0158713311794,47.42625533545856,83.1468044838627,2005,estimated,scen1_year
42.280291329488165,25.424398202697272,55.62252719951286,2006,estimated,scen1_year
12.630156412691152,6.953663618616412,18.094308709983064,2007,estimated,scen1_year
10.810708756309928,5.9243275887488895,15.56030023036259,2008,estimated,scen1_year
7.974742768242093,4.3392300139575735,11.561098517842705,2009,estimated,scen1_year
1.4958008174628779,0.8012508245114569,2.203329462307746,2010,estimated,scen1_year
9.284070270096677,5.068175617887194,13.414915052165831,2011,estimated,scen1_year
2.687393204815103,1.4436149742970916,3.947151937569282,2012,estimated,scen1_year
6.326073707290181,3.4282044748160323,9.208829504212767,2013,estimated,scen1_year
4.807117054944577,2.5954496780241088,7.024024668600715,2014,estimated,scen1_year
3.3863250188292726,1.8221024086821025,4.965261521282571,2015,estimated,scen1_year
23.08554361756663,13.07354148559594,32.16025506845346,2016,estimated,scen1_year
9.642417820544846,6.7166586393671786,12.4764128489661,2017,predicted,scen1_year
10.603461632305855,7.392079590318746,13.703481983262922,2018,predicted,scen1_year
3.325320273484045,2.2306146471619215,4.407768684482805,2019,predicted,scen1_year
16.52447657110232,11.668027046672492,21.113920828981648,2020,predicted,scen1_year
6.6092550846478915,4.543782369790805,8.630035293959182,2021,predicted,scen1_year
