sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual,nobs
0.226382126997657,TRUE,7.909870342667177e-6,1.8447798823024026,0.3104402353951947,2.3019047825031764,0.9737284810556828,19,20
