effect,group,term,estimate,std.error,statistic
fixed,NA,(Intercept),1.042004941368179,0.09694584050521904,10.748320257351144
fixed,NA,lice,-0.21308190147402492,0.04776458740498713,-4.461085357387111
fixed,NA,S:population_nameroscoe_creek_even,-1.3791661357651045e-4,3.480224691136195e-5,-3.9628652117712715
fixed,NA,S:population_namecooper_inlet_creeks_even,-4.974162149100512e-5,1.5355972554733353e-5,-3.239236154773712
fixed,NA,S:population_namequartcha_creek_even,-1.940550552209251e-4,4.465175583882025e-5,-4.345966951924734
fixed,NA,S:population_namegoat_bushu_creek_even,-0.0014661475505537687,4.3901728485588794e-4,-3.3396123595339695
fixed,NA,S:population_nameneekas_creek_even,-2.0635675094294718e-5,5.293326612595241e-6,-3.898432234503162
fixed,NA,S:population_namewalker_lake_creek_even,-9.584492279244869e-4,3.666282372184118e-4,-2.61422643055589
fixed,NA,S:population_namekadjusdis_river_even,-1.2135503055699334e-4,4.1028810942631935e-5,-2.957800330277098
fixed,NA,S:population_namepine_river_even,-2.861060374957827e-4,9.719849605689325e-5,-2.9435232961661884
fixed,NA,S:population_namelee_creek_even,-0.0014419460801307943,6.170228384843902e-4,-2.3369411797992523
fixed,NA,S:population_nameclatse_creek_even,-2.508477196402681e-5,7.718204746944181e-6,-3.25007858517338
fixed,NA,S:population_nametankeeah_river_even,-5.309350899191604e-4,1.4430141127784807e-4,-3.6793478678934104
fixed,NA,S:population_namekunsoot_river_even,-4.8756443991671166e-5,1.7531679747371816e-5,-2.781048062378636
fixed,NA,S:population_namebullock_channel_creeks_even,-5.005899250252654e-4,1.9508037643346633e-4,-2.5660701203126677
fixed,NA,S:population_namekwakusdis_river_even,-7.79959791931921e-5,2.237591969706906e-5,-3.485710542812169
fixed,NA,S:population_nameroscoe_creek_odd,-5.6573663011191e-5,1.5444232996771582e-5,-3.6630930796639105
fixed,NA,S:population_namecooper_inlet_creeks_odd,-9.433986886629942e-5,3.224492213965031e-5,-2.925727916405585
fixed,NA,S:population_namequartcha_creek_odd,-1.077653610270078e-4,3.144478416963793e-5,-3.4271299318079778
fixed,NA,S:population_nameneekas_creek_odd,-2.8425923089419596e-5,5.247973897523083e-6,-5.4165519197486764
fixed,NA,S:population_namekadjusdis_river_odd,-2.1834581542848043e-4,7.014591920924236e-5,-3.112737246726555
fixed,NA,S:population_namepine_river_odd,-4.4266338761934134e-4,9.984620198182147e-5,-4.433452438180223
fixed,NA,S:population_namelee_creek_odd,-2.1189427366275848e-4,6.996667168508569e-5,-3.0285029794825373
fixed,NA,S:population_nameclatse_creek_odd,-4.171799507687458e-5,1.0979658209583494e-5,-3.7995713783204477
fixed,NA,S:population_nametankeeah_river_odd,-1.8398373232354502e-4,6.798343061317851e-5,-2.706302560257675
fixed,NA,S:population_namekunsoot_river_odd,-1.4017174177812056e-4,3.653663343172398e-5,-3.836471196506365
fixed,NA,S:population_namekwakusdis_river_odd,-8.954676888972547e-5,2.2696432984051452e-5,-3.945411552231536
fixed,NA,S:population_namebullock_channel_creeks_odd,-7.480118680360386e-4,1.6528128524362777e-4,-4.525690049744318
fixed,NA,S:population_namemcloughlin_creek_even,-6.971662180755787e-4,2.972887666240875e-4,-2.345080932563873
fixed,NA,S:population_namegoat_bushu_creek_odd,-7.89337193086756e-4,5.825633595167915e-4,-1.3549379311144345
fixed,NA,S:population_namewalker_lake_creek_odd,-0.0012336919099262705,2.3005848437965048e-4,-5.362514289585553
fixed,NA,S:population_namemcloughlin_creek_odd,-0.0012811795389547328,3.285869564597489e-4,-3.8990578103232596
fixed,NA,S:population_nameviner_sound_creek_even,-1.2806758230887348e-4,2.9439807857304223e-5,-4.350150073316427
fixed,NA,S:population_nameahta_river_even,-5.470311599880436e-5,1.094410817236009e-5,-4.9984078316184695
fixed,NA,S:population_nameglendale_creek_even,-2.3563100706774295e-6,1.0251849718844218e-6,-2.2984243188292437
fixed,NA,S:population_namewakeman_river_even,-4.0376796517344905e-6,3.01786010386324e-6,-1.337928039330171
fixed,NA,S:population_namekakweiken_river_even,-2.0393915658638806e-6,6.749741491047265e-7,-3.0214365521537268
fixed,NA,S:population_namelull_creek_even,-1.4632172830463224e-4,2.8898385575566663e-5,-5.063318430782722
fixed,NA,S:population_nameahnuhati_river_even,-4.722609775337718e-6,1.8025994989286628e-6,-2.619888543264603
fixed,NA,S:population_namekingcome_river_even,-8.088837020428277e-6,3.3319127076922307e-6,-2.4276857559185023
fixed,NA,S:population_nameviner_sound_creek_odd,-0.0012508579969590372,3.4686498952444947e-4,-3.606181179236217
fixed,NA,S:population_nameahta_river_odd,-5.485061241092308e-5,1.4161470430314937e-5,-3.8732286086271377
fixed,NA,S:population_nameglendale_creek_odd,-1.9103647005556394e-6,7.870056265192267e-7,-2.4273837901322413
fixed,NA,S:population_namewakeman_river_odd,-4.525913516352559e-6,1.6204420540772971e-6,-2.793011638376467
fixed,NA,S:population_namekakweiken_river_odd,-2.148693076389013e-6,8.340850395746179e-7,-2.5761079199848056
fixed,NA,S:population_namelull_creek_odd,-7.076413075268186e-5,2.0974946886965354e-5,-3.373745408464297
fixed,NA,S:population_nameahnuhati_river_odd,-5.7583321048778546e-5,2.4250836238614104e-5,-2.3744880581515706
fixed,NA,S:population_namekingcome_river_odd,-1.0071300978604552e-4,3.0392467282081555e-5,-3.313749056675723
fixed,NA,S:population_namequatlena_river_even,-2.3798570430856554e-4,5.744489990426265e-5,-4.142851753683812
fixed,NA,S:population_namenecleetsconnay_river_even,-2.45382644962622e-5,7.222748171434072e-6,-3.3973584449906338
fixed,NA,S:population_namecascade_river_even,-1.0791123620814651e-4,3.935702233044285e-5,-2.7418546886530244
fixed,NA,S:population_namenamu_river_even,-7.190872005471322e-4,5.637282780988173e-4,-1.2755918560130872
fixed,NA,S:population_namesagar_creek_even,-3.70531198704125e-4,9.464566364770031e-5,-3.9149305358917847
fixed,NA,S:population_namedean_river_even,-1.989707861511835e-5,6.482542935586125e-6,-3.069332330356457
fixed,NA,S:population_namekwatna_river_even,-8.793906939863485e-6,2.626117467717897e-6,-3.3486342663511595
fixed,NA,S:population_namenoeick_river_even,-4.005443070588615e-4,9.202024547911761e-5,-4.35278459618713
fixed,NA,S:population_namekimsquit_river_even,-1.1287404626869438e-6,3.641388809275895e-7,-3.0997526542940044
fixed,NA,S:population_namekoeye_river_even,-1.0825779207296997e-5,2.7268601640069783e-6,-3.970052938610934
fixed,NA,S:population_namenekite_river_even,-2.678569429358254e-5,1.5407211780492262e-5,-1.738516655394915
fixed,NA,S:population_nameasseek_river_even,-8.680785796902305e-5,3.3907347014777054e-5,-2.560148923806737
fixed,NA,S:population_nameelcho_creek_even,-6.965377668381685e-5,1.8483919986918077e-5,-3.768344416829008
fixed,NA,S:population_namewalkum_creek_even,-0.0032955144926017548,8.462041770878675e-4,-3.894467295048057
fixed,NA,S:population_namekilbella_river_even,-1.328141494480621e-5,3.353128279383462e-6,-3.9609027267063754
fixed,NA,S:population_namejohnston_creek_even,-2.4596772948753115e-5,5.28574633976039e-6,-4.653415311236468
fixed,NA,S:population_namebella_coola_river_even,-4.969258395267494e-7,1.5758514024447935e-7,-3.1533800633474267
fixed,NA,S:population_namejenny_bay_creeks_even,-5.295095998407992e-5,1.3701007401089375e-5,-3.8647493891485496
fixed,NA,S:population_namenooseseck_river_even,-7.980512929151105e-5,1.7522054738156488e-5,-4.554553132271942
fixed,NA,S:population_nametaleomey_river_even,-8.149340086242754e-4,1.7541578465451392e-4,-4.6457279214029095
fixed,NA,S:population_namekisameet_river_even,-4.2976218910344973e-4,1.3210067779984778e-4,-3.253292838925501
fixed,NA,S:population_namemartin_river_even,-1.2591684469332373e-4,7.241634658316461e-5,-1.7387903509978635
fixed,NA,S:population_nameskowquiltz_river_even,-2.727624245122564e-4,5.6925041805454296e-05,-4.791606924847644
fixed,NA,S:population_namecamp_creek_even,-0.002703354467558007,5.324818661437238e-4,-5.076894894348076
fixed,NA,S:population_namenicknaqueet_river_even,-2.2032212602813488e-4,7.394416520662747e-5,-2.979574188341609
fixed,NA,S:population_namehook_nose_creek_even,-8.690461139173133e-5,2.3240722706948453e-5,-3.7393248259766385
fixed,NA,S:population_namenootum_river_even,-7.549724455910329e-5,1.9187465131279332e-5,-3.93471696456808
fixed,NA,S:population_nameworan_creek_even,-2.110839302788281e-4,6.305681451275955e-5,-3.347519723441076
fixed,NA,S:population_namedeep_bay_creek_even,-0.0023686981844216626,0.0012285582290746167,-1.9280308644432997
fixed,NA,S:population_nameevans_inlet_#3_creek_even,-1.130591490876611e-4,3.194553028829176e-5,-3.539122627402369
fixed,NA,S:population_namefrenchman_creek_even,-8.907841780135836e-5,2.483244271009882e-5,-3.5871790319335797
fixed,NA,S:population_namequatlena_river_odd,-7.196010917807866e-4,1.7093287317497365e-4,-4.209846113358046
fixed,NA,S:population_namenecleetsconnay_river_odd,-3.099298906029126e-5,1.0152535773624256e-5,-3.052733794921401
fixed,NA,S:population_namecascade_river_odd,-2.4834619780868565e-4,6.975495715650376e-5,-3.560265935673799
