year,unid_cope,lep_cope,cal_cope,chala,chalb,chal_unid,lep_pamale,lep_male,lep_nongravid,lep_gravid,lep_pafemale,cal_mot,cal_gravid,unid_adult,unid_pa,lep_mot,all_lice,all_sp_mot,all_mot,all_sp_cope,all_cope,all_chal,prop_lep_mot,prop_lep_cope,obs_id
2004,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,2,1,NA,2481
2004,6,0,0,4,0,0,0,3,1,1,0,0,0,0,4,9,19,9,9,0,6,4,1,NA,2482
2004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,2,2,0,0,1,0.5,NA,2483
2004,1,0,0,4,5,0,0,0,0,0,0,0,0,0,2,2,12,2,2,0,1,9,1,NA,2484
2004,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,5,2,2,0,2,1,1,NA,2485
2004,1,0,0,1,0,0,0,3,2,1,0,0,0,0,0,6,8,6,6,0,1,1,1,NA,2486
2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,0,0,0,1,NA,2487
2004,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,6,7,6,6,0,0,1,1,NA,2488
2004,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,9,3,3,0,6,0,1,NA,2489
2004,0,0,0,1,3,0,0,3,1,0,0,0,0,0,0,4,8,4,4,0,0,4,1,NA,2490
2004,5,0,0,29,3,0,0,6,2,0,0,0,0,0,15,23,60,23,23,0,5,32,1,NA,2491
2004,2,0,0,0,4,0,0,1,1,0,0,0,0,0,0,2,8,2,2,0,2,4,1,NA,2492
2004,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,2,8,2,2,0,0,6,1,NA,2493
2004,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,6,8,6,6,0,2,0,1,NA,2494
2004,2,0,0,11,1,0,0,4,6,0,0,1,0,0,2,12,27,13,13,0,2,12,0.9230769230769231,NA,2495
2004,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,3,1,NA,2496
2004,0,0,0,3,1,0,0,1,3,0,0,0,0,0,2,6,10,6,6,0,0,4,1,NA,2497
2004,1,0,0,1,0,0,0,2,3,0,0,0,0,0,5,10,12,10,10,0,1,1,1,NA,2498
2004,4,0,0,4,6,0,0,0,1,1,0,0,0,0,4,6,20,6,6,0,4,10,1,NA,2499
2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,3,3,0,0,0,1,NA,2500
2004,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,6,4,4,0,2,0,1,NA,2501
2004,5,0,0,7,1,0,0,0,0,0,0,1,0,0,7,7,21,8,8,0,5,8,0.875,NA,2502
2004,6,0,0,5,0,0,0,4,4,0,0,0,0,0,0,8,19,8,8,0,6,5,1,NA,2503
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2504
2004,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,4,6,4,4,0,0,2,1,NA,2505
2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,2506
2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,2507
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2508
2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,2509
2004,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,4,3,3,0,1,0,1,NA,2510
2004,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,6,3,3,0,3,0,1,NA,2511
2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,2512
2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,NA,2513
2004,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,5,5,5,5,0,0,0,1,NA,2514
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2515
2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,1,NA,2516
2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,2517
2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,NA,2518
2004,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,6,6,6,6,0,0,0,1,NA,2519
2004,0,0,0,27,11,0,0,1,0,2,0,0,0,0,5,8,46,8,8,0,0,38,1,NA,2520
2004,2,0,0,2,0,0,0,3,1,0,0,0,0,0,8,12,16,12,12,0,2,2,1,NA,2521
2004,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,6,6,6,6,0,0,0,1,NA,2522
2004,2,0,0,22,1,0,0,0,0,0,0,0,0,0,2,2,27,2,2,0,2,23,1,NA,2523
2004,0,0,0,5,2,0,0,0,0,0,0,0,0,0,5,5,12,5,5,0,0,7,1,NA,2524
2004,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,6,8,7,7,0,1,0,0.8571428571428571,NA,2525
2004,0,0,0,0,0,0,0,2,1,0,0,1,0,0,4,7,8,8,8,0,0,0,0.875,NA,2526
2004,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,4,7,4,4,0,0,3,1,NA,2527
2004,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,NA,NA,2528
2004,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,3,6,3,3,0,0,3,1,NA,2529
2004,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,4,4,4,4,0,0,0,1,NA,2530
2004,0,0,0,6,6,0,0,0,2,0,0,0,0,0,13,15,27,15,15,0,0,12,1,NA,2531
2004,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,4,4,4,4,0,0,0,1,NA,2532
2004,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,4,4,4,0,0,0,1,NA,2533
2004,0,0,0,0,9,0,0,3,4,0,0,0,0,0,1,8,17,8,8,0,0,9,1,NA,2534
2004,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,7,7,7,7,0,0,0,1,NA,2535
2004,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,NA,NA,2536
2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,2537
2004,0,0,0,9,2,0,0,1,1,0,0,0,0,0,7,9,20,9,9,0,0,11,1,NA,2538
2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,2539
2004,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,5,5,5,5,0,0,0,1,NA,2540
2004,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,4,4,4,0,0,0,1,NA,2541
2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,4,4,4,0,0,0,0.75,NA,2542
2004,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,4,4,4,0,0,0,1,NA,2543
2004,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,2,2,0,3,0,1,NA,2544
2004,3,0,0,4,6,0,0,0,0,0,0,0,0,0,1,1,14,1,1,0,3,10,1,NA,2545
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,1,NA,2546
2004,0,0,0,2,2,0,0,0,0,1,0,0,0,0,2,3,7,3,3,0,0,4,1,NA,2547
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2548
2004,2,0,0,1,0,0,0,1,1,0,0,0,0,0,3,5,8,5,5,0,2,1,1,NA,2549
2004,3,0,0,7,2,0,0,6,2,0,0,0,0,0,6,14,26,14,14,0,3,9,1,NA,2550
2004,1,0,0,1,3,0,0,1,0,0,0,0,0,0,5,6,11,6,6,0,1,4,1,NA,2551
2004,3,0,0,23,4,0,0,3,0,0,0,0,0,0,6,9,39,9,9,0,3,27,1,NA,2552
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2553
2004,0,0,0,2,0,0,0,2,0,3,0,0,0,0,1,6,8,6,6,0,0,2,1,NA,2554
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,1,NA,2555
2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,6,4,4,0,1,1,1,NA,2556
2004,3,0,0,0,0,0,0,1,1,1,0,0,0,0,5,8,11,8,8,0,3,0,1,NA,2557
2004,5,0,0,14,0,0,0,1,1,1,0,0,0,0,9,12,31,12,12,0,5,14,1,NA,2558
2004,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,3,3,0,0,0,0.6666666666666666,NA,2559
2004,7,0,0,1,1,0,0,1,0,0,0,0,0,0,5,6,15,6,6,0,7,2,1,NA,2560
2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,1,NA,2561
2004,4,0,0,46,4,0,0,1,0,0,0,0,0,0,1,2,56,2,2,0,4,50,1,NA,2562
2004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,4,3,3,0,1,0,1,NA,2563
2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,0,0,0,1,NA,2564
2004,1,0,0,5,0,0,0,1,0,1,0,0,0,0,3,5,11,5,5,0,1,5,1,NA,2565
2004,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,3,3,3,0,0,0,1,NA,2566
2004,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,5,2,2,0,1,2,1,NA,2567
2004,2,0,0,3,0,0,0,1,0,0,0,0,0,0,1,2,7,2,2,0,2,3,1,NA,2568
2004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,1,NA,2569
2004,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,4,7,4,4,0,0,3,1,NA,2570
2004,2,0,0,1,0,0,0,2,2,0,0,0,0,0,1,5,8,5,5,0,2,1,1,NA,2571
2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1,NA,2572
2004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,0,1,0,1,NA,2573
2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,2574
2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,0,0,0,1,NA,2575
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,1,NA,2576
2004,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,7,7,7,7,0,0,0,1,NA,2577
2004,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,7,1,1,0,1,5,1,NA,2578
2004,3,0,0,2,0,0,0,0,0,2,0,0,0,0,2,4,9,4,4,0,3,2,1,NA,2579
2004,6,0,0,26,13,0,0,0,1,0,0,0,0,0,7,8,53,8,8,0,6,39,1,NA,2580
2004,3,0,0,2,0,0,0,3,1,0,0,1,0,0,0,4,10,5,5,0,3,2,0.8,NA,2581
2004,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,3,5,3,3,0,0,2,1,NA,2582
2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,2,0,1,0,0.5,NA,2583
2004,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,7,3,3,0,4,0,1,NA,2584
2004,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,4,3,3,0,1,0,1,NA,2585
2004,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,2,2,0,2,0,1,NA,2586
2004,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,NA,2587
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,1,NA,2588
2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2,2,0,1,0,1,NA,2589
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,NA,2590
2004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,1,NA,2591
2004,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,3,3,0,0,0,0.6666666666666666,NA,2592
2004,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,5,3,3,0,2,0,1,NA,2593
2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,1,NA,2594
2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,3,3,0,0,0,1,NA,2595
2005,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,NA,NA,2596
2005,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,NA,NA,2597
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2598
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2599
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2600
2005,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,NA,1,2601
2005,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,2602
2005,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,7,NA,1,2603
2005,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,NA,NA,2604
2005,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,3,NA,1,2605
2005,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,NA,1,2606
2005,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,NA,1,2607
2005,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,NA,1,2608
2005,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,4,NA,1,2609
2005,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,3,NA,1,2610
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2611
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2612
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2613
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2614
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2615
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2616
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2617
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2618
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2619
2005,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,NA,NA,2620
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2621
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2622
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2623
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2624
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2625
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2626
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2627
2005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,NA,1,2628
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2629
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2630
2005,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,NA,1,2631
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2632
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2633
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2634
2005,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,2635
2005,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,NA,NA,2636
2005,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,7,1,1,0,0,6,1,NA,2637
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2638
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2639
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2640
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2641
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2642
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2643
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2644
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2645
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2646
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2647
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2648
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2649
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2650
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2651
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2652
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2653
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2654
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2655
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2656
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2657
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2658
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2659
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2660
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2661
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2662
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2663
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2664
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2665
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2666
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2667
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2668
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2669
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2670
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2671
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2672
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2673
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2674
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2675
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2676
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2677
2005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,NA,1,2678
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2679
2005,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,NA,1,2680
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2681
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2682
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2683
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2684
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2685
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2686
2005,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,NA,1,2687
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2688
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2689
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2690
2005,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,NA,1,2691
2005,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,NA,1,2692
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2693
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2694
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2695
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2696
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2697
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2698
2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,NA,1,2699
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2700
2005,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,NA,NA,2701
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2702
2005,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,NA,1,2703
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2704
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2705
2005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,NA,1,2706
2005,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,NA,1,2707
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2708
2005,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,NA,1,2709
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2710
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,2711
2005,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,NA,1,2712
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2713
2005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,NA,1,2714
2005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,NA,1,2715
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2716
2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,1,2717
2005,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,3,NA,1,2718
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2719
2005,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,NA,1,2720
2005,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,NA,1,2721
2005,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,NA,NA,2722
2005,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,5,NA,1,2723
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2724
2005,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,NA,1,2725
2005,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,NA,1,2726
2005,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,NA,1,2727
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2728
2005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,2729
