MLE,lower,upper,year
94.07864149193301,77.8828823615372,98.46801117103954,2002
61.25437446249736,39.71675500564572,75.38132995314045,2003
11.571706323864683,6.3536527707647394,16.623206431171546,2004
70.0158713311794,47.42625533545856,83.1468044838627,2005
42.280291329488165,25.424398202697272,55.62252719951286,2006
12.630156412691152,6.953663618616412,18.094308709983064,2007
10.810708756309928,5.9243275887488895,15.56030023036259,2008
7.974742768242093,4.3392300139575735,11.561098517842705,2009
1.4958008174628779,0.8012508245114569,2.203329462307746,2010
9.284070270096677,5.068175617887194,13.414915052165831,2011
2.687393204815103,1.4436149742970916,3.947151937569282,2012
6.326073707290181,3.4282044748160323,9.208829504212767,2013
4.807117054944577,2.5954496780241088,7.024024668600715,2014
3.3863250188292726,1.8221024086821025,4.965261521282571,2015
23.08554361756663,13.07354148559594,32.16025506845346,2016
