all_lice,all_lep,all_cal,month,year,day,date,farm_name,week
1,0,1,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
1,1,0,6,2008,8,2008-06-08,Glacier,23
1,1,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
1,1,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
1,0,1,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
1,0,1,6,2008,8,2008-06-08,Glacier,23
1,0,1,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
1,1,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
1,0,1,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
1,0,1,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
0,0,0,6,2008,8,2008-06-08,Glacier,23
1,0,1,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,0,1,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,0,1,6,2008,8,2008-06-08,Wicklow,23
3,3,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,0,1,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
2,2,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
2,2,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,0,1,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
3,3,0,6,2008,8,2008-06-08,Wicklow,23
2,2,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
0,0,0,6,2008,8,2008-06-08,Wicklow,23
1,1,0,6,2008,8,2008-06-08,Wicklow,23
2,1,1,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,0,1,6,2008,15,2008-06-15,Wicklow,24
3,3,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,0,1,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
2,2,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
2,1,1,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
2,1,1,6,2008,15,2008-06-15,Wicklow,24
2,2,0,6,2008,15,2008-06-15,Wicklow,24
2,2,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
2,1,1,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
2,1,1,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,0,1,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,0,1,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,0,1,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
2,2,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,15,2008-06-15,Wicklow,24
3,3,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
1,1,0,6,2008,15,2008-06-15,Wicklow,24
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
1,1,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
1,1,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
1,1,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
1,1,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
2,1,1,6,2008,21,2008-06-21,Burdwood,25
1,1,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
1,1,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
1,1,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
1,1,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Burdwood,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
2,2,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
2,2,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
2,1,1,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
2,2,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
3,3,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
0,0,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,21,2008-06-21,Glacier,25
1,1,0,6,2008,23,2008-06-23,Wicklow,25
2,1,0,6,2008,23,2008-06-23,Wicklow,25
4,1,0,6,2008,23,2008-06-23,Wicklow,25
5,1,0,6,2008,23,2008-06-23,Wicklow,25
2,1,0,6,2008,23,2008-06-23,Wicklow,25
2,2,0,6,2008,23,2008-06-23,Wicklow,25
1,0,0,6,2008,23,2008-06-23,Wicklow,25
1,0,0,6,2008,23,2008-06-23,Wicklow,25
4,2,0,6,2008,23,2008-06-23,Wicklow,25
5,4,0,6,2008,23,2008-06-23,Wicklow,25
1,0,0,6,2008,23,2008-06-23,Wicklow,25
0,0,0,6,2008,23,2008-06-23,Wicklow,25
1,1,0,6,2008,23,2008-06-23,Wicklow,25
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
2,2,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
2,1,1,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
3,3,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
2,2,0,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
1,0,1,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
2,1,1,6,2008,24,2008-06-24,Burdwood,26
2,2,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
2,2,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
0,0,0,6,2008,24,2008-06-24,Burdwood,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
3,3,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,0,1,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
3,2,1,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,0,1,6,2008,24,2008-06-24,Glacier,26
3,2,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
2,1,1,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
2,1,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
2,1,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
3,3,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
1,1,0,6,2008,24,2008-06-24,Glacier,26
2,2,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
5,5,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
0,0,0,6,2008,24,2008-06-24,Glacier,26
