all_lice,all_lep,all_cal,month,year,day,date,farm_name,week
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
1,1,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
1,1,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
1,1,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
1,0,1,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
1,1,0,6,2012,27,2012-06-27,Burdwood,26
0,0,0,6,2012,27,2012-06-27,Burdwood,26
1,1,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,0,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
2,1,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,0,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,0,1,6,2012,27,2012-06-27,Glacier,26
1,0,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
4,3,1,6,2012,27,2012-06-27,Glacier,26
2,2,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
2,2,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,1,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
2,1,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,0,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,1,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,1,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
2,0,2,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
2,1,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,1,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,1,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,1,0,6,2012,27,2012-06-27,Glacier,26
1,1,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,0,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
1,0,1,6,2012,27,2012-06-27,Glacier,26
1,0,1,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Glacier,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
6,5,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,1,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
1,1,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
3,2,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
1,1,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,1,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
4,2,2,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,1,0,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
1,1,0,6,2012,27,2012-06-27,Wicklow,26
0,0,0,6,2012,27,2012-06-27,Wicklow,26
7,4,3,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
4,3,1,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
2,1,1,6,2012,27,2012-06-27,Wicklow,26
1,0,1,6,2012,27,2012-06-27,Wicklow,26
8,4,4,6,2012,27,2012-06-27,Wicklow,26
5,3,2,6,2012,27,2012-06-27,Wicklow,26
2,0,2,6,2012,27,2012-06-27,Wicklow,26
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
4,2,2,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
2,2,0,4,2013,5,2013-04-05,Burdwood,14
2,1,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
3,3,0,4,2013,5,2013-04-05,Burdwood,14
2,2,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
3,2,1,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
2,1,1,4,2013,5,2013-04-05,Burdwood,14
5,5,0,4,2013,5,2013-04-05,Burdwood,14
1,0,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
4,4,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
3,2,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
3,1,2,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,0,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
2,0,2,4,2013,5,2013-04-05,Burdwood,14
2,1,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
1,0,1,4,2013,5,2013-04-05,Burdwood,14
3,3,0,4,2013,5,2013-04-05,Burdwood,14
2,0,2,4,2013,5,2013-04-05,Burdwood,14
2,1,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
3,2,1,4,2013,5,2013-04-05,Burdwood,14
1,0,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,0,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,0,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
1,0,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
3,3,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
3,2,1,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
2,2,0,4,2013,5,2013-04-05,Burdwood,14
3,2,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
3,1,2,4,2013,5,2013-04-05,Burdwood,14
1,1,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Burdwood,14
3,1,2,4,2013,5,2013-04-05,Burdwood,14
2,1,1,4,2013,5,2013-04-05,Burdwood,14
4,3,1,4,2013,5,2013-04-05,Burdwood,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
2,2,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
2,2,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
2,2,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
2,1,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
2,0,2,4,2013,5,2013-04-05,Glacier,14
3,0,3,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
2,1,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
2,1,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
2,0,2,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,0,1,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
0,0,0,4,2013,5,2013-04-05,Glacier,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
1,0,1,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
3,3,0,4,2013,5,2013-04-05,Wicklow,14
3,2,1,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
3,1,2,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
2,1,1,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
2,1,1,4,2013,5,2013-04-05,Wicklow,14
3,2,1,4,2013,5,2013-04-05,Wicklow,14
1,0,1,4,2013,5,2013-04-05,Wicklow,14
4,1,3,4,2013,5,2013-04-05,Wicklow,14
3,2,1,4,2013,5,2013-04-05,Wicklow,14
2,1,1,4,2013,5,2013-04-05,Wicklow,14
1,0,1,4,2013,5,2013-04-05,Wicklow,14
1,0,1,4,2013,5,2013-04-05,Wicklow,14
1,0,1,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
2,0,2,4,2013,5,2013-04-05,Wicklow,14
1,0,1,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
4,2,2,4,2013,5,2013-04-05,Wicklow,14
2,1,1,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
2,2,0,4,2013,5,2013-04-05,Wicklow,14
3,2,1,4,2013,5,2013-04-05,Wicklow,14
2,2,0,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
1,0,1,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
1,0,1,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
2,2,0,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
2,1,1,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
1,1,0,4,2013,5,2013-04-05,Wicklow,14
2,1,1,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
2,1,1,4,2013,5,2013-04-05,Wicklow,14
4,3,1,4,2013,5,2013-04-05,Wicklow,14
0,0,0,4,2013,5,2013-04-05,Wicklow,14
