year,farm,wild,wild_scenario,farm_group
2006,5.773265596437823,-0.10011396678581765,scen4,log_all_farm_leps
2007,5.393538882927681,-0.16174050631290662,scen4,log_all_farm_leps
2008,5.236995075932335,-0.3174905423196087,scen4,log_all_farm_leps
2009,4.859933259236363,-0.6535998590874692,scen4,log_all_farm_leps
2010,5.15137222367086,-0.024802254225262027,scen4,log_all_farm_leps
2011,4.81660756320858,-0.2872701077988613,scen4,log_all_farm_leps
2012,5.12219495626549,-0.16062009448669803,scen4,log_all_farm_leps
2013,5.0380640230835985,-0.3418646930542483,scen4,log_all_farm_leps
2014,5.603313108294347,-0.3794493061202717,scen4,log_all_farm_leps
2015,5.810221053613242,0.25828213241021836,scen4,log_all_farm_leps
2016,5.602185106008008,0.05595284306531766,scen4,log_all_farm_leps
2017,4.949632719474907,0.058890341986219626,scen4,log_all_farm_leps
2018,5.417761926204882,-0.34544395808352585,scen4,log_all_farm_leps
2019,5.411130207347676,0.2374379912093695,scen4,log_all_farm_leps
2020,5.425174119942089,-0.14366699184081144,scen4,log_all_farm_leps
2021,5.615980707639797,0.05305083610064212,scen4,log_all_farm_leps
2001,5.87660881586858,1.0619014149372097,scen1_indiv,log_ktc_leps
2002,6.487337996127382,0.6943943918917164,scen1_indiv,log_ktc_leps
2003,5.351605652665729,-0.20725040905253841,scen1_indiv,log_ktc_leps
2004,5.9870157274157005,0.788486901448342,scen1_indiv,log_ktc_leps
2005,5.833651592241992,0.4428207471426016,scen1_indiv,log_ktc_leps
2006,6.130439840903654,-0.1674977099422006,scen1_indiv,log_ktc_leps
2007,5.18264855219385,-0.24203282880023025,scen1_indiv,log_ktc_leps
2008,5.474520092257452,-0.3708862623079713,scen1_indiv,log_ktc_leps
2009,4.612164258428059,-1.0859098126250541,scen1_indiv,log_ktc_leps
2010,4.941021226935554,-0.3042979003858111,scen1_indiv,log_ktc_leps
2011,4.9293185608689924,-0.8376997696574926,scen1_indiv,log_ktc_leps
2012,5.1605604955816125,-0.4748697362394055,scen1_indiv,log_ktc_leps
2013,4.912823160444212,-0.6175251170058369,scen1_indiv,log_ktc_leps
2014,4.608096773602146,-0.7418284782246336,scen1_indiv,log_ktc_leps
2015,5.8002783540867675,0.12178113076393675,scen1_indiv,log_ktc_leps
2016,5.563087126915502,-0.3754652976167115,scen1_indiv,log_ktc_leps
2017,5.045587737780169,-0.3278833387657272,scen1_indiv,log_ktc_leps
2018,5.398583772033807,-0.8335108874821238,scen1_indiv,log_ktc_leps
2019,5.6752927027891324,-0.11660169556080824,scen1_indiv,log_ktc_leps
2020,4.815381683741816,-0.5357744010063807,scen1_indiv,log_ktc_leps
2021,5.440505024784071,-0.1418644368490345,scen1_indiv,log_ktc_leps
2001,5.87660881586858,1.1532008609648219,scen1_year,log_ktc_leps
2002,6.487337996127382,0.6788139626182743,scen1_year,log_ktc_leps
2003,5.351605652665729,-0.20823600822555272,scen1_year,log_ktc_leps
2004,5.9870157274157005,0.7827433692405897,scen1_year,log_ktc_leps
2005,5.833651592241992,0.44196005011542405,scen1_year,log_ktc_leps
2006,6.130439840903654,-0.16766604232962362,scen1_year,log_ktc_leps
2007,5.18264855219385,-0.23960317699337658,scen1_year,log_ktc_leps
2008,5.474520092257452,-0.3784259641118387,scen1_year,log_ktc_leps
2009,4.612164258428059,-1.1199218683656433,scen1_year,log_ktc_leps
2010,4.941021226935554,-0.3093392974362702,scen1_year,log_ktc_leps
2011,4.9293185608689924,-0.8628309194899719,scen1_year,log_ktc_leps
2012,5.1605604955816125,-0.4828165437855497,scen1_year,log_ktc_leps
2013,4.912823160444212,-0.6055256124181134,scen1_year,log_ktc_leps
2014,4.608096773602146,-0.7608762894576455,scen1_year,log_ktc_leps
2015,5.8002783540867675,0.1210260057524665,scen1_year,log_ktc_leps
2016,5.563087126915502,-0.3644332903243342,scen1_year,log_ktc_leps
2017,5.045587737780169,-0.3208909179855924,scen1_year,log_ktc_leps
2018,5.398583772033807,-0.841294497562707,scen1_year,log_ktc_leps
2019,5.6752927027891324,-0.11369293637881733,scen1_year,log_ktc_leps
2020,4.815381683741816,-0.5355349202939192,scen1_year,log_ktc_leps
2021,5.440505024784071,-0.14349746917342796,scen1_year,log_ktc_leps
2001,5.87660881586858,1.1413175572845728,scen2,log_ktc_leps
2002,6.487337996127382,0.7192411436705899,scen2,log_ktc_leps
2003,5.351605652665729,-0.16986609076396822,scen2,log_ktc_leps
2004,5.9870157274157005,0.8140870565923175,scen2,log_ktc_leps
2005,5.833651592241992,0.451842762623477,scen2,log_ktc_leps
2006,6.130439840903654,-0.16261728177497015,scen2,log_ktc_leps
2007,5.18264855219385,-0.22679422214760991,scen2,log_ktc_leps
2008,5.474520092257452,-0.38278743905658197,scen2,log_ktc_leps
2009,4.612164258428059,-1.0824488759724131,scen2,log_ktc_leps
2010,4.941021226935554,-0.289813007875993,scen2,log_ktc_leps
2011,4.9293185608689924,-0.8378103250735431,scen2,log_ktc_leps
2012,5.1605604955816125,-0.4832993481864289,scen2,log_ktc_leps
2013,4.912823160444212,-0.6328633649288051,scen2,log_ktc_leps
2014,4.608096773602146,-0.764416024628856,scen2,log_ktc_leps
2015,5.8002783540867675,0.12616806513679693,scen2,log_ktc_leps
2016,5.563087126915502,-0.402435958475261,scen2,log_ktc_leps
2017,5.045587737780169,-0.32935688695595444,scen2,log_ktc_leps
2018,5.398583772033807,-0.848567142834877,scen2,log_ktc_leps
2019,5.6752927027891324,-0.14753698388627648,scen2,log_ktc_leps
2020,4.815381683741816,-0.5197202663264718,scen2,log_ktc_leps
2021,5.440505024784071,-0.13053088850488198,scen2,log_ktc_leps
2001,5.87660881586858,1.1388869218066757,scen3,log_ktc_leps
2002,6.487337996127382,0.7064356691262895,scen3,log_ktc_leps
2003,5.351605652665729,-0.1715862680177421,scen3,log_ktc_leps
2004,5.9870157274157005,0.8118080564123852,scen3,log_ktc_leps
2005,5.833651592241992,0.4506740857556642,scen3,log_ktc_leps
2006,6.130439840903654,-0.16286410899595755,scen3,log_ktc_leps
2007,5.18264855219385,-0.24248098068904675,scen3,log_ktc_leps
2008,5.474520092257452,-0.37998809216862206,scen3,log_ktc_leps
2009,4.612164258428059,-1.1197124411230144,scen3,log_ktc_leps
2010,4.941021226935554,-0.30784568885153,scen3,log_ktc_leps
2011,4.9293185608689924,-0.8242247920532966,scen3,log_ktc_leps
2012,5.1605604955816125,-0.4876985215484444,scen3,log_ktc_leps
2013,4.912823160444212,-0.621447495710515,scen3,log_ktc_leps
2014,4.608096773602146,-0.7383799129618024,scen3,log_ktc_leps
2015,5.8002783540867675,0.12324357690400774,scen3,log_ktc_leps
2016,5.563087126915502,-0.4062282249033804,scen3,log_ktc_leps
2017,5.045587737780169,-0.3368353922109929,scen3,log_ktc_leps
2018,5.398583772033807,-0.8521852255738436,scen3,log_ktc_leps
2019,5.6752927027891324,-0.14986743010027095,scen3,log_ktc_leps
2020,4.815381683741816,-0.5418960828166292,scen3,log_ktc_leps
2021,5.440505024784071,-0.13720345807299195,scen3,log_ktc_leps
2001,5.87660881586858,1.1243835637499586,scen4,log_ktc_leps
2002,6.487337996127382,0.7905440738974374,scen4,log_ktc_leps
2003,5.351605652665729,-0.051761451031056976,scen4,log_ktc_leps
2004,5.9870157274157005,0.8297568900037199,scen4,log_ktc_leps
2005,5.833651592241992,0.5024884794877356,scen4,log_ktc_leps
2006,6.130439840903654,-0.10011396678581765,scen4,log_ktc_leps
2007,5.18264855219385,-0.16174050631290662,scen4,log_ktc_leps
2008,5.474520092257452,-0.3174905423196087,scen4,log_ktc_leps
2009,4.612164258428059,-0.6535998590874692,scen4,log_ktc_leps
2010,4.941021226935554,-0.024802254225262027,scen4,log_ktc_leps
2011,4.9293185608689924,-0.2872701077988613,scen4,log_ktc_leps
2012,5.1605604955816125,-0.16062009448669803,scen4,log_ktc_leps
2013,4.912823160444212,-0.3418646930542483,scen4,log_ktc_leps
2014,4.608096773602146,-0.3794493061202717,scen4,log_ktc_leps
2015,5.8002783540867675,0.25828213241021836,scen4,log_ktc_leps
2016,5.563087126915502,0.05595284306531766,scen4,log_ktc_leps
2017,5.045587737780169,0.058890341986219626,scen4,log_ktc_leps
2018,5.398583772033807,-0.34544395808352585,scen4,log_ktc_leps
2019,5.6752927027891324,0.2374379912093695,scen4,log_ktc_leps
2020,4.815381683741816,-0.14366699184081144,scen4,log_ktc_leps
2021,5.440505024784071,0.05305083610064212,scen4,log_ktc_leps
2001,NA,1.0619014149372097,scen1_indiv,log_hsd_leps
2002,NA,0.6943943918917164,scen1_indiv,log_hsd_leps
2003,4.995397627579614,-0.20725040905253841,scen1_indiv,log_hsd_leps
2004,6.386170482624089,0.788486901448342,scen1_indiv,log_hsd_leps
2005,4.864025590531153,0.4428207471426016,scen1_indiv,log_hsd_leps
2006,6.167698831523883,-0.1674977099422006,scen1_indiv,log_hsd_leps
2007,5.590104805025811,-0.24203282880023025,scen1_indiv,log_hsd_leps
2008,4.649193722533408,-0.3708862623079713,scen1_indiv,log_hsd_leps
2009,4.523459009182604,-1.0859098126250541,scen1_indiv,log_hsd_leps
2010,4.598398608041499,-0.3042979003858111,scen1_indiv,log_hsd_leps
2011,3.3577128810453662,-0.8376997696574926,scen1_indiv,log_hsd_leps
2012,4.774903499894091,-0.4748697362394055,scen1_indiv,log_hsd_leps
2013,4.40931503922702,-0.6175251170058369,scen1_indiv,log_hsd_leps
2014,4.562156035184453,-0.7418284782246336,scen1_indiv,log_hsd_leps
2015,5.821588104727558,0.12178113076393675,scen1_indiv,log_hsd_leps
2016,5.776202643077207,-0.3754652976167115,scen1_indiv,log_hsd_leps
2017,5.183319491721874,-0.3278833387657272,scen1_indiv,log_hsd_leps
2018,5.306089392729857,-0.8335108874821238,scen1_indiv,log_hsd_leps
2019,4.861455056983169,-0.11660169556080824,scen1_indiv,log_hsd_leps
2020,4.959986784740187,-0.5357744010063807,scen1_indiv,log_hsd_leps
2021,5.4331339373338485,-0.1418644368490345,scen1_indiv,log_hsd_leps
2001,NA,1.1532008609648219,scen1_year,log_hsd_leps
2002,NA,0.6788139626182743,scen1_year,log_hsd_leps
2003,4.995397627579614,-0.20823600822555272,scen1_year,log_hsd_leps
2004,6.386170482624089,0.7827433692405897,scen1_year,log_hsd_leps
2005,4.864025590531153,0.44196005011542405,scen1_year,log_hsd_leps
2006,6.167698831523883,-0.16766604232962362,scen1_year,log_hsd_leps
2007,5.590104805025811,-0.23960317699337658,scen1_year,log_hsd_leps
2008,4.649193722533408,-0.3784259641118387,scen1_year,log_hsd_leps
2009,4.523459009182604,-1.1199218683656433,scen1_year,log_hsd_leps
2010,4.598398608041499,-0.3093392974362702,scen1_year,log_hsd_leps
2011,3.3577128810453662,-0.8628309194899719,scen1_year,log_hsd_leps
2012,4.774903499894091,-0.4828165437855497,scen1_year,log_hsd_leps
2013,4.40931503922702,-0.6055256124181134,scen1_year,log_hsd_leps
2014,4.562156035184453,-0.7608762894576455,scen1_year,log_hsd_leps
2015,5.821588104727558,0.1210260057524665,scen1_year,log_hsd_leps
2016,5.776202643077207,-0.3644332903243342,scen1_year,log_hsd_leps
2017,5.183319491721874,-0.3208909179855924,scen1_year,log_hsd_leps
2018,5.306089392729857,-0.841294497562707,scen1_year,log_hsd_leps
2019,4.861455056983169,-0.11369293637881733,scen1_year,log_hsd_leps
2020,4.959986784740187,-0.5355349202939192,scen1_year,log_hsd_leps
2021,5.4331339373338485,-0.14349746917342796,scen1_year,log_hsd_leps
2001,NA,1.1413175572845728,scen2,log_hsd_leps
2002,NA,0.7192411436705899,scen2,log_hsd_leps
2003,4.995397627579614,-0.16986609076396822,scen2,log_hsd_leps
2004,6.386170482624089,0.8140870565923175,scen2,log_hsd_leps
2005,4.864025590531153,0.451842762623477,scen2,log_hsd_leps
2006,6.167698831523883,-0.16261728177497015,scen2,log_hsd_leps
2007,5.590104805025811,-0.22679422214760991,scen2,log_hsd_leps
2008,4.649193722533408,-0.38278743905658197,scen2,log_hsd_leps
2009,4.523459009182604,-1.0824488759724131,scen2,log_hsd_leps
2010,4.598398608041499,-0.289813007875993,scen2,log_hsd_leps
2011,3.3577128810453662,-0.8378103250735431,scen2,log_hsd_leps
2012,4.774903499894091,-0.4832993481864289,scen2,log_hsd_leps
2013,4.40931503922702,-0.6328633649288051,scen2,log_hsd_leps
2014,4.562156035184453,-0.764416024628856,scen2,log_hsd_leps
2015,5.821588104727558,0.12616806513679693,scen2,log_hsd_leps
2016,5.776202643077207,-0.402435958475261,scen2,log_hsd_leps
2017,5.183319491721874,-0.32935688695595444,scen2,log_hsd_leps
2018,5.306089392729857,-0.848567142834877,scen2,log_hsd_leps
2019,4.861455056983169,-0.14753698388627648,scen2,log_hsd_leps
2020,4.959986784740187,-0.5197202663264718,scen2,log_hsd_leps
2021,5.4331339373338485,-0.13053088850488198,scen2,log_hsd_leps
2001,NA,1.1388869218066757,scen3,log_hsd_leps
2002,NA,0.7064356691262895,scen3,log_hsd_leps
2003,4.995397627579614,-0.1715862680177421,scen3,log_hsd_leps
2004,6.386170482624089,0.8118080564123852,scen3,log_hsd_leps
2005,4.864025590531153,0.4506740857556642,scen3,log_hsd_leps
2006,6.167698831523883,-0.16286410899595755,scen3,log_hsd_leps
2007,5.590104805025811,-0.24248098068904675,scen3,log_hsd_leps
2008,4.649193722533408,-0.37998809216862206,scen3,log_hsd_leps
2009,4.523459009182604,-1.1197124411230144,scen3,log_hsd_leps
2010,4.598398608041499,-0.30784568885153,scen3,log_hsd_leps
2011,3.3577128810453662,-0.8242247920532966,scen3,log_hsd_leps
2012,4.774903499894091,-0.4876985215484444,scen3,log_hsd_leps
2013,4.40931503922702,-0.621447495710515,scen3,log_hsd_leps
2014,4.562156035184453,-0.7383799129618024,scen3,log_hsd_leps
2015,5.821588104727558,0.12324357690400774,scen3,log_hsd_leps
2016,5.776202643077207,-0.4062282249033804,scen3,log_hsd_leps
2017,5.183319491721874,-0.3368353922109929,scen3,log_hsd_leps
2018,5.306089392729857,-0.8521852255738436,scen3,log_hsd_leps
2019,4.861455056983169,-0.14986743010027095,scen3,log_hsd_leps
2020,4.959986784740187,-0.5418960828166292,scen3,log_hsd_leps
2021,5.4331339373338485,-0.13720345807299195,scen3,log_hsd_leps
2001,NA,1.1243835637499586,scen4,log_hsd_leps
2002,NA,0.7905440738974374,scen4,log_hsd_leps
2003,4.995397627579614,-0.051761451031056976,scen4,log_hsd_leps
2004,6.386170482624089,0.8297568900037199,scen4,log_hsd_leps
2005,4.864025590531153,0.5024884794877356,scen4,log_hsd_leps
2006,6.167698831523883,-0.10011396678581765,scen4,log_hsd_leps
2007,5.590104805025811,-0.16174050631290662,scen4,log_hsd_leps
2008,4.649193722533408,-0.3174905423196087,scen4,log_hsd_leps
2009,4.523459009182604,-0.6535998590874692,scen4,log_hsd_leps
2010,4.598398608041499,-0.024802254225262027,scen4,log_hsd_leps
2011,3.3577128810453662,-0.2872701077988613,scen4,log_hsd_leps
2012,4.774903499894091,-0.16062009448669803,scen4,log_hsd_leps
2013,4.40931503922702,-0.3418646930542483,scen4,log_hsd_leps
2014,4.562156035184453,-0.3794493061202717,scen4,log_hsd_leps
2015,5.821588104727558,0.25828213241021836,scen4,log_hsd_leps
2016,5.776202643077207,0.05595284306531766,scen4,log_hsd_leps
2017,5.183319491721874,0.058890341986219626,scen4,log_hsd_leps
2018,5.306089392729857,-0.34544395808352585,scen4,log_hsd_leps
2019,4.861455056983169,0.2374379912093695,scen4,log_hsd_leps
2020,4.959986784740187,-0.14366699184081144,scen4,log_hsd_leps
2021,5.4331339373338485,0.05305083610064212,scen4,log_hsd_leps
