MLE,lower,upper,year
94.75987913351443,80.00908142152602,98.57002848267467,2002
66.35905499200408,44.83078846084744,79.17924053258739,2003
13.434597290651062,7.574127460380787,18.76368246902179,2004
75.05702164562045,53.14371324507798,86.46810011797959,2005
45.3682849772712,28.111450273626414,58.13866113065493,2006
13.687581222504285,7.721690732533304,19.105429682386323,2007
11.533030981798131,6.471167016201362,16.180884391261063,2008
8.541428779137327,4.757514322387024,12.067932294587857,2009
1.6125911519381142,0.8836321675484982,2.3145179888622525,2010
10.005210742373972,5.592766979556741,14.08791308938464,2011
3.159257891184153,1.737340190026071,4.518777421710518,2012
6.730110826681024,3.7323105899113695,9.548594306379199,2013
4.991637447418684,2.7568053126737935,7.11021896352082,2014
3.8363256955678215,2.1130057547082193,5.478858484111626,2015
24.75719304080628,14.383618759883532,33.616670830696236,2016
