MLE,lower,upper,year,predict,scenario
93.45268331731941,76.13169191264475,98.27931887966417,2002,estimated,scen2
64.35268856384029,41.84559234890893,78.50035123546061,2003,estimated,scen2
12.467140695931523,6.758347673105536,17.998172311919024,2004,estimated,scen2
72.28668035527114,49.052417436753494,85.22607828620659,2005,estimated,scen2
42.723212116375024,25.387126619021938,56.414667656267895,2006,estimated,scen2
12.663095918042199,6.868099807269912,18.271582492125415,2007,estimated,scen2
11.023436714571645,5.953313255865444,15.974586333717887,2008,estimated,scen2
7.831600507929181,4.1951980966251075,11.44353979342826,2009,estimated,scen2
1.6152745812248792,0.852132588774801,2.397522382593209,2010,estimated,scen2
9.60863544697701,5.170386607722954,13.975833508800283,2011,estimated,scen2
2.819810655493016,1.4919104247601678,4.172892622975777,2012,estimated,scen2
6.265458166429372,3.343112665376702,9.191826379299052,2013,estimated,scen2
4.4817180177032405,2.380826467146413,6.604714716097515,2014,estimated,scen2
3.330248428077842,1.7641590162212228,4.921988405531652,2015,estimated,scen2
23.146250835723748,12.920667716486921,32.45109084065052,2016,estimated,scen2
7.498509368308648,5.225956809822463,9.716569209619962,2017,predicted,scen2
8.810412667319401,6.152238499807439,11.393295855143858,2018,predicted,scen2
2.751784149584857,1.851755262364696,3.6435596849494156,2019,predicted,scen2
13.079923311659424,9.22059586320536,16.77517820978097,2020,predicted,scen2
5.776309356400933,3.987008250644042,7.532264991000959,2021,predicted,scen2
