MLE,lower,upper,year,scenario,min_pop
72.28279699358407,48.94741601811994,85.24497993547703,2005,scenario-3,20
42.801373378185325,25.376180407293102,56.531460393945075,2006,scenario-3,20
12.717244467235167,6.878853674793173,18.35996863541862,2007,scenario-3,20
10.705839305262188,5.760540393182756,15.538348078264331,2008,scenario-3,20
7.919138439596374,4.23080260139459,11.577313507951036,2009,scenario-3,20
1.4910345148861248,0.7840496111578887,2.2155000571051686,2010,scenario-3,20
9.281783521709098,4.976020654842439,13.521657970412026,2011,scenario-3,20
2.922858534417627,1.5422988706969898,4.327570378094903,2012,scenario-3,20
6.2352581308322,3.3171184408261944,9.155011417334258,2013,scenario-3,20
4.621432240522827,2.448748398916334,6.813332931582661,2014,scenario-3,20
3.550198011304495,1.8761946143335595,5.248154685871487,2015,scenario-3,20
23.113988393980478,12.866031701846047,32.42944369428664,2016,scenario-3,20
94.75987915159277,80.00908149297172,98.57002849595268,2002,scenario-3,3
66.35905498734947,44.830788491133966,79.17924056163795,2003,scenario-3,3
13.434597277270477,7.574127460225055,18.763682468088994,2004,scenario-3,3
75.05702155132582,53.14371318566946,86.46810007179646,2005,scenario-3,3
45.36828496267107,28.111450288051543,58.13866115158264,2006,scenario-3,3
13.687581213208011,7.721690734893749,19.10542968726501,2007,scenario-3,3
11.533030967349378,6.471167014431889,16.180884386576178,2008,scenario-3,3
8.541428824563269,4.757514353087766,12.067932368988076,2009,scenario-3,3
1.6125911542358096,0.8836321697359262,2.3145179944727423,2010,scenario-3,3
10.005210769747318,5.592767000938881,14.08791314028084,2011,scenario-3,3
3.159257905786561,1.7373401999235094,4.518777446935096,2012,scenario-3,3
6.730110842311577,3.7323106025639596,9.548594337437333,2013,scenario-3,3
4.991637471009858,2.75680532871061,7.11021900370592,2014,scenario-3,3
3.8363257080932467,2.1130057638640176,5.478858507257178,2015,scenario-3,3
24.757192989879726,14.383618742208037,33.616670793616564,2016,scenario-3,3
92.4366565721731,73.21939572366756,97.91512132104127,2002,scenario-4,20
69.78996143922829,45.709093857010764,83.37754368775556,2003,scenario-4,20
15.810711327106786,8.407605547173292,22.74037622438262,2004,scenario-4,20
73.02077686134938,48.75390558539294,85.97003169358209,2005,scenario-4,20
46.024915269536514,26.996901538961225,60.32369318956401,2006,scenario-4,20
14.270180986489144,7.5561615359463925,20.611408792408792,2007,scenario-4,20
12.506046801745452,6.590284096638177,18.149879042512673,2008,scenario-4,20
8.911434511528649,4.6512797172945985,13.057462972447153,2009,scenario-4,20
4.213418562690352,2.1727180983731054,6.249444108228996,2010,scenario-4,20
16.733547810468973,8.921310430381258,24.006450192452878,2011,scenario-4,20
9.522062035722778,4.9779863587794075,13.929725547585193,2012,scenario-4,20
12.536236925155308,6.606732794349879,18.19221400177201,2013,scenario-4,20
8.446230264260524,4.403098711343601,12.39097061976202,2014,scenario-4,20
7.7739990762875415,4.045559642455454,11.424884748811559,2015,scenario-4,20
29.631427841154668,16.416779562359896,40.95194594647737,2016,scenario-4,20
93.91854334157735,77.64054328480279,98.20894919728464,2002,scenario-4,3
72.69490096901319,50.06576843806465,84.50794720310559,2003,scenario-4,3
17.02564701242524,9.50259676411125,23.51875638814405,2004,scenario-4,3
75.8468943032414,53.237334411904044,87.01086332356337,2005,scenario-4,3
48.7641654448583,30.07602767367007,61.737410861849916,2006,scenario-4,3
15.37784398556269,8.54551464373664,21.327347843540277,2007,scenario-4,3
13.487794896343697,7.458339499716837,18.790750034977123,2008,scenario-4,3
9.626709632499274,5.271192228680722,13.533616925953352,2009,scenario-4,3
4.561055639247147,2.4665701657756722,6.486593334703872,2010,scenario-4,3
18.011527819731366,10.079448349594589,24.820844117315566,2011,scenario-4,3
10.283525708992824,5.640139191901483,14.434971512053817,2012,scenario-4,3
13.520167101734959,7.476866806854976,18.834401633266783,2013,scenario-4,3
9.126067031344364,4.990807816910269,12.844656047566772,2014,scenario-4,3
8.40224719400322,4.586700061143,11.84563701459017,2015,scenario-4,3
31.689411940100676,18.444467023577893,42.16032496575287,2016,scenario-4,3
