all_lice,all_lep,all_cal,month,year,day,date,farm
7,3,1,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
4,3,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
2,1,0,5,2010,14,2010-05-14,Wicklow
1,0,1,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
1,0,1,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
1,1,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
2,1,0,5,2010,14,2010-05-14,Wicklow
1,0,1,5,2010,14,2010-05-14,Wicklow
3,0,1,5,2010,14,2010-05-14,Wicklow
1,1,0,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
2,0,1,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
1,0,1,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
1,1,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
3,2,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
1,1,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
1,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
2,1,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,14,2010-05-14,Wicklow
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
6,2,2,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
1,0,1,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,1,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
1,0,1,5,2010,21,2010-05-21,Burdwood
3,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,1,0,5,2010,21,2010-05-21,Burdwood
2,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
4,1,3,5,2010,21,2010-05-21,Burdwood
1,0,1,5,2010,21,2010-05-21,Burdwood
2,0,0,5,2010,21,2010-05-21,Burdwood
2,2,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
2,0,2,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
3,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
2,1,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
2,2,0,5,2010,21,2010-05-21,Burdwood
1,0,0,5,2010,21,2010-05-21,Burdwood
2,0,1,5,2010,21,2010-05-21,Burdwood
2,2,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,1,5,2010,21,2010-05-21,Burdwood
2,1,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
2,0,2,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,0,1,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
3,3,0,5,2010,21,2010-05-21,Burdwood
1,0,1,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,1,0,5,2010,21,2010-05-21,Burdwood
1,1,0,5,2010,21,2010-05-21,Burdwood
0,0,0,5,2010,21,2010-05-21,Burdwood
1,1,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
3,1,1,5,2010,21,2010-05-21,Glacier
10,0,6,5,2010,21,2010-05-21,Glacier
2,0,1,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
6,3,2,5,2010,21,2010-05-21,Glacier
3,0,0,5,2010,21,2010-05-21,Glacier
2,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
1,1,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
3,1,1,5,2010,21,2010-05-21,Glacier
2,1,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
2,0,1,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
3,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,1,0,5,2010,21,2010-05-21,Glacier
2,1,1,5,2010,21,2010-05-21,Glacier
3,1,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
3,0,3,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
2,0,1,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
2,0,1,5,2010,21,2010-05-21,Glacier
1,1,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
2,1,0,5,2010,21,2010-05-21,Glacier
3,0,3,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
3,0,2,5,2010,21,2010-05-21,Glacier
2,0,2,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,1,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
2,0,1,5,2010,21,2010-05-21,Glacier
5,2,2,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
2,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
1,1,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
2,1,1,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
3,0,3,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
2,0,2,5,2010,21,2010-05-21,Glacier
2,0,1,5,2010,21,2010-05-21,Glacier
2,0,1,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
2,0,2,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,1,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
3,1,1,5,2010,21,2010-05-21,Glacier
2,0,1,5,2010,21,2010-05-21,Glacier
1,1,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
1,0,1,5,2010,21,2010-05-21,Glacier
2,0,2,5,2010,21,2010-05-21,Glacier
1,0,0,5,2010,21,2010-05-21,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
3,0,0,5,2010,22,2010-05-22,Glacier
3,0,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
4,0,0,5,2010,22,2010-05-22,Glacier
2,1,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
3,0,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,22,2010-05-22,Glacier
5,0,0,5,2010,22,2010-05-22,Glacier
1,1,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
6,0,3,5,2010,22,2010-05-22,Glacier
3,0,2,5,2010,22,2010-05-22,Glacier
2,0,1,5,2010,22,2010-05-22,Glacier
7,0,3,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
2,1,1,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,1,5,2010,22,2010-05-22,Glacier
2,1,1,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
3,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,0,1,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
4,0,2,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,1,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,1,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,1,5,2010,22,2010-05-22,Glacier
4,0,0,5,2010,22,2010-05-22,Glacier
3,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,0,1,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,1,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
3,0,1,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
3,1,2,5,2010,22,2010-05-22,Glacier
1,0,1,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
3,0,0,5,2010,22,2010-05-22,Glacier
1,0,1,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
1,0,1,5,2010,22,2010-05-22,Glacier
2,1,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
0,0,0,5,2010,22,2010-05-22,Glacier
1,0,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,22,2010-05-22,Glacier
2,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
4,0,1,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
2,0,0,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
2,1,0,5,2010,27,2010-05-27,Burdwood
2,1,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
2,0,0,5,2010,27,2010-05-27,Burdwood
2,2,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
2,1,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
2,1,1,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
2,0,0,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
2,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
2,2,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
2,0,2,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
2,0,2,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
1,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
1,1,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
2,0,2,5,2010,27,2010-05-27,Burdwood
3,1,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
2,0,1,5,2010,27,2010-05-27,Burdwood
1,0,1,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
4,3,1,5,2010,27,2010-05-27,Burdwood
0,0,0,5,2010,27,2010-05-27,Burdwood
2,2,0,5,2010,27,2010-05-27,Burdwood
2,0,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
2,0,0,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
2,0,1,5,2010,27,2010-05-27,Wicklow
4,1,0,5,2010,27,2010-05-27,Wicklow
2,0,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
2,1,1,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
4,2,1,5,2010,27,2010-05-27,Wicklow
3,1,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
5,1,2,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
2,0,1,5,2010,27,2010-05-27,Wicklow
3,1,0,5,2010,27,2010-05-27,Wicklow
2,0,0,5,2010,27,2010-05-27,Wicklow
2,1,1,5,2010,27,2010-05-27,Wicklow
2,1,1,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
3,1,2,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
1,1,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
4,2,0,5,2010,27,2010-05-27,Wicklow
1,1,0,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
3,1,0,5,2010,27,2010-05-27,Wicklow
6,2,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
2,1,0,5,2010,27,2010-05-27,Wicklow
5,2,1,5,2010,27,2010-05-27,Wicklow
1,1,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,1,0,5,2010,27,2010-05-27,Wicklow
1,1,0,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
2,0,2,5,2010,27,2010-05-27,Wicklow
2,0,0,5,2010,27,2010-05-27,Wicklow
2,0,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
3,0,1,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
2,1,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
2,2,0,5,2010,27,2010-05-27,Wicklow
1,1,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
2,2,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
2,1,0,5,2010,27,2010-05-27,Wicklow
2,0,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,1,0,5,2010,27,2010-05-27,Wicklow
1,1,0,5,2010,27,2010-05-27,Wicklow
3,1,0,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
0,0,0,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
1,0,1,5,2010,27,2010-05-27,Wicklow
