all_lice,all_lep,all_cal,month,year,day,date,farm,week,farm_week
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
2,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
2,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
3,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
1,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Burdwood,17,Burdwood17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
1,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
1,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
0,0,0,4,2008,24,2008-04-24,Glacier,17,Glacier17
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,1,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,1,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,1,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,1,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
2,2,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,1,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
1,1,0,5,2008,10,2008-05-10,Glacier,19,Glacier19
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
2,2,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
1,1,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
1,1,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
1,1,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
1,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
2,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,17,2008-05-17,Glacier,20,Glacier20
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
2,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
2,2,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
2,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
2,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
2,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
2,2,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,1,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
2,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
0,0,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Glacier,21,Glacier21
1,1,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
3,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
3,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
3,2,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
3,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
3,1,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
7,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
4,0,2,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
5,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
3,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
5,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,1,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
3,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,1,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
4,1,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,1,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,1,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
2,1,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
3,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
4,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
0,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
1,0,0,5,2008,24,2008-05-24,Wicklow,21,Wicklow21
