effect,group,term,estimate,std.error,statistic
fixed,NA,(Intercept),1.014614341471814,0.0989853733560338,10.250144107881638
fixed,NA,lice,-0.19689133202666792,0.046780180956979826,-4.208862129193855
fixed,NA,S:population_nameroscoe_creek_even,-1.4041999086828485e-4,3.256019170175611e-5,-4.312627890968817
fixed,NA,S:population_namecooper_inlet_creeks_even,-5.118755177248481e-5,1.4423190146109907e-5,-3.548975729637084
fixed,NA,S:population_namequartcha_creek_even,-2.0180139329993108e-4,4.192708613987424e-5,-4.813150921738163
fixed,NA,S:population_nameneekas_creek_even,-2.100215300826675e-5,4.978798540431992e-6,-4.218317499234358
fixed,NA,S:population_namekadjusdis_river_even,-1.2133882639242928e-4,3.8599461159727986e-5,-3.143536794213745
fixed,NA,S:population_namelee_creek_even,-0.00156310761856631,5.802977786761216e-4,-2.6936301947120125
fixed,NA,S:population_nameclatse_creek_even,-2.5003383209328752e-5,7.258519781299634e-6,-3.444694505585808
fixed,NA,S:population_namekunsoot_river_even,-4.968046496945416e-5,1.6502276897112226e-5,-3.010521837634894
fixed,NA,S:population_namekwakusdis_river_even,-7.81841137626342e-5,2.0989874927701142e-5,-3.7248489584590914
fixed,NA,S:population_nameroscoe_creek_odd,-5.5894441980548166e-5,1.453079364261603e-5,-3.846620037092846
fixed,NA,S:population_namecooper_inlet_creeks_odd,-9.416358189079443e-5,3.031765497647927e-5,-3.105899251239829
fixed,NA,S:population_namequartcha_creek_odd,-1.0356095452801281e-4,2.967031018916004e-5,-3.4903900184315737
fixed,NA,S:population_nameneekas_creek_odd,-2.7509456472931814e-5,4.910282072911574e-6,-5.602418774410643
fixed,NA,S:population_namelee_creek_odd,-2.0547832077199074e-4,6.537808917498669e-5,-3.1429233152107123
fixed,NA,S:population_nameclatse_creek_odd,-4.069984694008764e-5,1.033753894280004e-5,-3.937092490319908
fixed,NA,S:population_namekunsoot_river_odd,-1.3809186168546334e-4,3.432718533981036e-5,-4.022813415037373
fixed,NA,S:population_namekwakusdis_river_odd,-8.683688433844525e-5,2.135499345625359e-5,-4.06635031363196
fixed,NA,S:population_nameviner_sound_creek_even,-1.2900079481043287e-4,2.7109869326261287e-5,-4.758443991667272
fixed,NA,S:population_nameahta_river_even,-5.401269111346185e-5,1.013022606813226e-5,-5.331834724140597
fixed,NA,S:population_nameglendale_creek_even,-2.277522661076683e-6,9.462998681141546e-7,-2.4067663304397073
fixed,NA,S:population_namewakeman_river_even,-3.7909638498599416e-6,2.783976303792781e-6,-1.3617083754252075
fixed,NA,S:population_namekakweiken_river_even,-1.9935053537438384e-6,6.227402656362488e-7,-3.201182682008027
fixed,NA,S:population_namelull_creek_even,-1.4410967397204404e-4,2.6764427324128837e-5,-5.38437352784774
fixed,NA,S:population_nameahnuhati_river_even,-4.589768130116092e-6,1.664129195022726e-6,-2.7580599774607117
fixed,NA,S:population_namekingcome_river_even,-7.653316949772705e-6,3.0738974844706324e-6,-2.4897762493503297
fixed,NA,S:population_nameahta_river_odd,-5.421271875234916e-5,1.3149144060839124e-5,-4.1229085711978675
fixed,NA,S:population_nameglendale_creek_odd,-1.8090712950715753e-6,7.309472535900222e-7,-2.4749683184202196
fixed,NA,S:population_namewakeman_river_odd,-4.300015386060153e-6,1.501705484881949e-6,-2.8634212429464374
fixed,NA,S:population_namekakweiken_river_odd,-2.115937527811118e-6,7.729762016951712e-7,-2.7373902626895537
fixed,NA,S:population_namelull_creek_odd,-6.661842855739968e-5,1.9504496035831505e-5,-3.4155421619208037
fixed,NA,S:population_nameahnuhati_river_odd,-5.55668207392428e-5,2.245034315436793e-5,-2.475098948696102
fixed,NA,S:population_namekingcome_river_odd,-9.975559258809296e-5,2.8127375065563948e-5,-3.5465660181785927
fixed,NA,S:population_namenecleetsconnay_river_even,-2.257060225822466e-5,6.692761351681291e-6,-3.3723901200443507
fixed,NA,S:population_namecascade_river_even,-1.015030718118496e-4,3.645300059247768e-5,-2.7844915414945417
fixed,NA,S:population_namesagar_creek_even,-3.6315971722385826e-4,8.775565786876729e-5,-4.138305449968129
fixed,NA,S:population_namedean_river_even,-1.8276022295776173e-5,5.996706928362945e-6,-3.047676418758284
fixed,NA,S:population_namekwatna_river_even,-8.041036036153223e-6,2.43429702919104e-6,-3.303227149246204
fixed,NA,S:population_namekoeye_river_even,-1.0232460123927815e-5,2.5291114695849953e-6,-4.045871543023317
fixed,NA,S:population_namenekite_river_even,-2.0710128450330708e-5,1.4544618839358562e-5,-1.4239031410220204
fixed,NA,S:population_nameasseek_river_even,-7.68414235706929e-5,3.139354530758401e-5,-2.447682248622288
fixed,NA,S:population_nameelcho_creek_even,-6.742722453578088e-5,1.7158490086225282e-5,-3.9296712121488473
fixed,NA,S:population_namekilbella_river_even,-1.2343808297112838e-5,3.1615882662691976e-6,-3.9043060821069635
fixed,NA,S:population_namejohnston_creek_even,-2.3442949357184168e-5,4.991262444730339e-6,-4.696797577120935
fixed,NA,S:population_namebella_coola_river_even,-4.5835687031208125e-7,1.4619563108336321e-7,-3.1352296023861235
fixed,NA,S:population_namejenny_bay_creeks_even,-5.123135949427875e-5,1.2711144825447185e-5,-4.030428430940043
fixed,NA,S:population_namenooseseck_river_even,-7.507092162865279e-5,1.6238815761125553e-5,-4.62293080560509
fixed,NA,S:population_namemartin_river_even,-1.1856130822606931e-4,6.709224802860459e-5,-1.7671387039456634
fixed,NA,S:population_namenicknaqueet_river_even,-2.0906059124686113e-4,6.947231996850449e-5,-3.0092645724461113
fixed,NA,S:population_namehook_nose_creek_even,-8.572798078469607e-5,2.156649829652067e-5,-3.9750533260435046
fixed,NA,S:population_namenootum_river_even,-7.837535958461945e-5,1.7800628831927785e-5,-4.402954543046415
fixed,NA,S:population_nameworan_creek_even,-1.9286339065677666e-4,5.8472848203226004e-5,-3.2983409665024013
fixed,NA,S:population_nameevans_inlet_#3_creek_even,-1.1881119297358679e-4,2.9624949513914438e-5,-4.010511238771319
fixed,NA,S:population_namefrenchman_creek_even,-8.320978389297021e-5,2.305314381337326e-5,-3.6094766321936422
fixed,NA,S:population_namenecleetsconnay_river_odd,-3.0672961429799035e-5,9.46544213543739e-6,-3.240520726967781
fixed,NA,S:population_namecascade_river_odd,-2.4933337888369576e-4,6.529258197401318e-5,-3.8187091296670097
fixed,NA,S:population_namedean_river_odd,-4.03192192386568e-5,1.1967633095393837e-5,-3.369022004374037
fixed,NA,S:population_namekwatna_river_odd,-5.556658252470988e-6,2.124237319750878e-6,-2.6158368468560047
fixed,NA,S:population_namekoeye_river_odd,-1.326962558626005e-5,2.976989607924579e-6,-4.457397348965228
fixed,NA,S:population_namenekite_river_odd,-3.488685186375713e-5,1.0232014086386943e-5,-3.4095781699686976
fixed,NA,S:population_nameelcho_creek_odd,-4.366549399046121e-5,1.4586792923452489e-5,-2.9934951582301754
fixed,NA,S:population_namechuckwalla_river_odd,-2.6281857884063016e-6,1.1830793558326564e-6,-2.221478868217232
fixed,NA,S:population_namejohnston_creek_odd,-2.6623918271746747e-5,6.244638580545473e-6,-4.263484255868837
fixed,NA,S:population_namebella_coola_river_odd,-7.063492632998184e-7,2.355139696637665e-7,-2.999182020107953
fixed,NA,S:population_namejenny_bay_creeks_odd,-1.3663520599780773e-4,3.9202286616288505e-5,-3.485388679879606
fixed,NA,S:population_namenooseseck_river_odd,-8.555117612873084e-5,3.410344836513276e-5,-2.508578464346675
fixed,NA,S:population_namehook_nose_creek_odd,-1.2457295735011833e-4,2.7380200469900736e-5,-4.549745992074175
fixed,NA,S:population_nameworan_creek_odd,-1.4205717330306104e-4,5.095890963442564e-5,-2.787680786778321
fixed,NA,S:population_namefrenchman_creek_odd,-6.386899643076847e-5,1.9502186248346245e-5,-3.274965976503504
fixed,NA,S:population_namechuckwalla_river_even,-5.488429470218755e-6,2.2645050366626277e-6,-2.4236773075618627
fixed,NA,S:population_nameclyak_river_even,-1.6449927654393105e-5,4.6339106215763315e-6,-3.549901799529591
fixed,NA,S:population_namemilton_river_even,-6.0272363027068396e-5,2.5490521227272875e-5,-2.364501003713555
fixed,NA,S:population_namekilbella_river_odd,-5.65328329647158e-6,2.118988392664411e-6,-2.6679161226377244
ran_pars,area:year_fac,sd__(Intercept),0.4724715878652636,NA,NA
ran_pars,year_fac,sd__(Intercept),0.6685915131858969,NA,NA
ran_pars,Residual,sd__Observation,1.076352589113312,NA,NA
