effect,group,term,estimate,std.error,statistic
fixed,NA,(Intercept),1.0144689363409563,0.0989931388888226,10.247871193177216
fixed,NA,lice,-0.19790564227866028,0.04715856837960271,-4.196599877367345
fixed,NA,S:population_nameroscoe_creek_even,-1.4042909795969935e-4,3.25607203864662e-5,-4.312837562957251
fixed,NA,S:population_namecooper_inlet_creeks_even,-5.11913504057686e-5,1.4423578793136012e-5,-3.5491434643203723
fixed,NA,S:population_namequartcha_creek_even,-2.0180882070421234e-4,4.1928166281243266e-5,-4.813204072663972
fixed,NA,S:population_nameneekas_creek_even,-2.1002604628771024e-5,4.97895329135645e-6,-4.21827709555579
fixed,NA,S:population_namekadjusdis_river_even,-1.2134947889715035e-4,3.860052447388501e-5,-3.1437261682609705
fixed,NA,S:population_namelee_creek_even,-0.0015632784456505956,5.803134109109077e-4,-2.693852005241004
fixed,NA,S:population_nameclatse_creek_even,-2.5004328894016117e-5,7.258732841026275e-6,-3.4447236785864246
fixed,NA,S:population_namekunsoot_river_even,-4.968289178774292e-5,1.6502744928955054e-5,-3.0105835121144793
fixed,NA,S:population_namekwakusdis_river_even,-7.818812846257904e-5,2.0990360064152417e-5,-3.72495413245005
fixed,NA,S:population_nameroscoe_creek_odd,-5.589120283228526e-5,1.4531003305134241e-5,-3.8463416227107468
fixed,NA,S:population_namecooper_inlet_creeks_odd,-9.41523714373833e-5,3.0318228901580518e-5,-3.105470696953378
fixed,NA,S:population_namequartcha_creek_odd,-1.0353012537530732e-4,2.967088002430875e-5,-3.4892839474423134
fixed,NA,S:population_nameneekas_creek_odd,-2.7503402485979072e-5,4.910350322492598e-6,-5.601108002415958
fixed,NA,S:population_namelee_creek_odd,-2.0547064203750508e-4,6.537877550150028e-5,-3.14277287179828
fixed,NA,S:population_nameclatse_creek_odd,-4.068350928423674e-5,1.0337714253126458e-5,-3.9354453303768517
fixed,NA,S:population_namekunsoot_river_odd,-1.3808141375040112e-4,3.432779294199056e-5,-4.022437853308557
