log_survival,S,population_name,year_fac,area,.fitted,.resid,.hat,.cooksd,.fixed,.mu,.offset,.sqrtXwt,.sqrtrwt,.weights,.wtres
1.2935849630156233,3000,roscoe_creek_even,1956,7,1.5303691270308202,-0.23678416401519686,0.09212771817157195,7.407956701135481e-5,0.5667122144692338,1.5303691270308202,0,1,1,1,-0.23678416401519686
1.139434283188365,15000,cooper_inlet_creeks_even,1956,7,1.1786186253703512,-0.03918434218198619,0.11472405542654845,2.656896346496225e-6,0.21496171280876475,1.1786186253703512,0,1,1,1,-0.03918434218198619
0.19497267434751353,9000,quartcha_creek_even,1956,7,0.13518356143052357,0.05978911291698996,0.18054130171233096,1.1361063240602969e-5,-0.8284733511310628,0.13518356143052357,0,1,1,1,0.05978911291698996
2.4611901231706845,20000,neekas_creek_even,1956,7,1.5380008490463175,0.923189274124367,0.0912321567431071,0.0011129505457137976,0.5743439364847311,1.5380008490463175,0,1,1,1,0.923189274124367
0.08961215868968733,10000,kadjusdis_river_even,1956,7,0.7261189781289866,-0.6365068194392993,0.1847723940533053,0.0013314896028480238,-0.23753793443259974,0.7261189781289866,0,1,1,1,-0.6365068194392993
2.1202635362000914,75,lee_creek_even,1956,7,1.8363556897276083,0.2839078464724831,0.08735141895749192,9.992402430445388e-5,0.872698777166022,1.8363556897276083,0,1,1,1,0.2839078464724831
1.139434283188365,35000,clatse_creek_even,1956,7,1.0784209094870363,0.061013373701328755,0.12614345904764315,7.269204046943193e-6,0.11476399692544992,1.0784209094870363,0,1,1,1,0.061013373701328755
1.139434283188365,15000,kunsoot_river_even,1956,7,1.208149653724699,-0.06871537053633392,0.12429930954007382,9.047267774278404e-6,0.24449274116311248,1.208149653724699,0,1,1,1,-0.06871537053633392
1.2447947988461914,13500,kwakusdis_river_even,1956,7,0.8968131930796456,0.3479816057665458,0.1380619793147838,2.660032370907146e-4,-0.06684371948194079,0.8968131930796456,0,1,1,1,0.3479816057665458
-0.9282193027394289,5500,roscoe_creek_odd,1957,7,0.5246171901506803,-1.4528364928901092,0.10095875595181734,0.0031165246497961664,0.68648118548053,0.5246171901506803,0,1,1,1,-1.4528364928901092
-0.39107637065606476,7500,cooper_inlet_creeks_odd,1957,7,0.13351014331023206,-0.5245865139662969,0.1285147274449903,5.504518874780422e-4,0.2953741386400818,0.13351014331023206,0,1,1,1,-0.5245865139662969
-0.1397619423751586,12500,quartcha_creek_odd,1957,7,-0.425880809890261,0.2861188675151024,0.18512056806608573,2.6978219510157545e-4,-0.26401681456041126,-0.425880809890261,0,1,1,1,0.2861188675151024
2.316973830446145,25000,neekas_creek_odd,1957,7,0.15330918590534595,2.163664644540799,0.10591598086246021,0.00733224641467356,0.31517318123519567,0.15330918590534595,0,1,1,1,2.163664644540799
-1.9315214116032136,750,lee_creek_odd,1957,7,0.6764183776945956,-2.6079397892978093,0.0993656392616374,0.009848875663634111,0.8382823730244453,0.6764183776945956,0,1,1,1,-2.6079397892978093
0.47642419704865846,36000,clatse_creek_odd,1957,7,-0.5828673705610136,1.0592915676096721,0.1857527422251402,0.0037162590684090154,-0.4210033752311638,-0.5828673705610136,0,1,1,1,1.0592915676096721
-1.0560526742493137,12500,kunsoot_river_odd,1957,7,-0.8811365368538718,-0.17491613739544187,0.21860840186466302,1.2949155880689127e-4,-0.7192725415240221,-0.8811365368538718,0,1,1,1,-0.17491613739544187
0.7277386253295646,7000,kwakusdis_river_odd,1957,7,0.2373876123375608,0.4903510129920038,0.10957361611940646,3.928044826059195e-4,0.3992516076674105,0.2373876123375608,0,1,1,1,0.4903510129920038
0.08338160893905121,15000,cooper_inlet_creeks_even,1958,7,-0.5576843771719945,0.6410659861110457,0.13007018728651473,8.349628114736604e-4,0.21496171280876475,-0.5576843771719945,0,1,1,1,0.6410659861110457
-2.085672091430472,3500,quartcha_creek_even,1958,7,-0.48878931730763264,-1.596882774122839,0.11448148740064829,0.004400868306349853,0.2838567726731266,-0.48878931730763264,0,1,1,1,-1.596882774122839
-2.1546649629174235,75000,neekas_creek_even,1958,7,-1.3460401696714475,-0.808624793245976,0.19059592381093454,0.002248688336303829,-0.5733940796906883,-1.3460401696714475,0,1,1,1,-0.808624793245976
-0.07076907088820715,3500,kadjusdis_river_even,1958,7,-0.2111772772210857,0.14040820633287854,0.11236366143103649,3.323479817311098e-5,0.5614688127596735,-0.2111772772210857,0,1,1,1,0.14040820633287854
-1.6802069833223074,35000,clatse_creek_even,1958,7,-0.6578820930553093,-1.0223248902669981,0.14076609792113406,0.002355621229507643,0.11476399692544992,-0.6578820930553093,0,1,1,1,-1.0223248902669981
0.14792013007662227,15000,kunsoot_river_even,1958,7,-0.5281533488176468,0.676073478894269,0.1390529346309618,0.0010136018283295216,0.24449274116311248,-0.5281533488176468,0,1,1,1,0.676073478894269
-0.8329091229351039,15000,kwakusdis_river_even,1958,7,-0.9571061355266907,0.12419701259158678,0.16458854813880408,4.3000488746482245e-5,-0.18446004554593143,-0.9571061355266907,0,1,1,1,0.12419701259158678
2.3151638752009056,1500,roscoe_creek_odd,1959,7,0.6619062606730186,1.653257614527887,0.09871514734926101,0.0039263864660546086,0.9084608433812169,0.6619062606730186,0,1,1,1,1.653257614527887
0.23572233352106994,3500,cooper_inlet_creeks_odd,1959,7,0.4201950633739597,-0.18447272985288973,0.10384103444335469,5.201343957485226e-5,0.6667496460821579,0.4201950633739597,0,1,1,1,-0.18447272985288973
-0.5264177185258269,7500,quartcha_creek_odd,1959,7,-0.008283385406855193,-0.5181343331189716,0.12684791961587194,5.280081566682004e-4,0.23827119730134305,-0.008283385406855193,0,1,1,1,-0.5181343331189716
-3.3196257279683437,175000,neekas_creek_odd,1959,7,-3.990561604625676,0.6709358766573326,0.6094768291029563,0.021265614815614644,-3.744007021917478,-3.990561604625676,0,1,1,1,0.6709358766573326
1.216551586532796,75,lee_creek_odd,1959,7,0.7298065481788234,0.48674503835397265,0.0988331580086455,3.4083772568852276e-4,0.9763611308870216,0.7298065481788234,0,1,1,1,0.48674503835397265
