data_source,farm_name,hump_sarg_doc,inventory,ktc,lep_av,lep_tot,month,ref,time_place_id,year
BATI,Doctor Islets,1,262552,1,0.2,52510.4,9,1586,1586_2015_9,2015
BATI,Doctor Islets,1,129804,1,0.233333333333333,30287.6,10,1586,1586_2015_10,2015
BATI,Doctor Islets,1,376198,1,2.41666666666667,909145.166666667,4,1586,1586_2016_4,2016
BATI,Doctor Islets,1,520160,1,1.34285714285714,698500.571428571,5,1586,1586_2016_5,2016
BATI,Doctor Islets,1,515779,1,0.266666666666667,137541.066666667,6,1586,1586_2016_6,2016
BATI,Doctor Islets,1,513175,1,0.141666666666667,72699.7916666667,7,1586,1586_2016_7,2016
BATI,Doctor Islets,1,511462,1,0.45,230157.9,8,1586,1586_2016_8,2016
BATI,Doctor Islets,1,510187,1,0.491666666666667,250841.941666667,9,1586,1586_2016_9,2016
BATI,Doctor Islets,1,507763,1,0.455555555555556,231314.255555556,10,1586,1586_2016_10,2016
BATI,Doctor Islets,1,504039,1,1.09166666666667,550242.575,11,1586,1586_2016_11,2016
BATI,Doctor Islets,1,499760,1,1.575,787122,12,1586,1586_2016_12,2016
BATI,Doctor Islets,1,329235,1,2.14166666666667,705111.625,1,1586,1586_2017_1,2017
BATI,Doctor Islets,1,245130,1,1.375,337053.75,2,1586,1586_2017_2,2017
BATI,Doctor Islets,1,405853,1,0.457692307692308,185755.796153846,3,1586,1586_2017_3,2017
BATI,Doctor Islets,1,388695,1,0.195,75795.525,4,1586,1586_2017_4,2017
BATI,Doctor Islets,1,483225,1,0.158333333333333,76510.625,5,1586,1586_2017_5,2017
BATI,Doctor Islets,1,384941,1,0.15,57741.15,6,1586,1586_2017_6,2017
BATI,Doctor Islets,1,383020,1,0.2,76604,7,1586,1586_2017_7,2017
BATI,Doctor Islets,1,320290,1,0.14,44840.6,8,1586,1586_2017_8,2017
BATI,Doctor Islets,1,267111,1,0.196153846153846,52394.85,9,1586,1586_2017_9,2017
BATI,Doctor Islets,1,232016,1,0.477777777777778,110852.088888889,10,1586,1586_2017_10,2017
BATI,Doctor Islets,1,113970,1,0.44,50146.8,11,1586,1586_2017_11,2017
BATI,Doctor Islets,1,712526,1,0,0,5,1586,1586_2018_5,2018
BATI,Doctor Islets,1,711517,1,0.1,71151.7,6,1586,1586_2018_6,2018
BATI,Doctor Islets,1,707019,1,0.0958333333333333,67755.9875,7,1586,1586_2018_7,2018
BATI,Doctor Islets,1,704009,1,0.095,66880.855,8,1586,1586_2018_8,2018
BATI,Doctor Islets,1,701124,1,0.0409090909090909,28682.3454545455,9,1586,1586_2018_9,2018
BATI,Doctor Islets,1,697359,1,0.0769230769230769,53643,10,1586,1586_2018_10,2018
BATI,Doctor Islets,1,693096,1,0.51,353478.96,11,1586,1586_2018_11,2018
BATI,Doctor Islets,1,593150,1,0.453846153846154,269198.846153846,12,1586,1586_2018_12,2018
BATI,Doctor Islets,1,390825,1,0.6,234495,1,1586,1586_2019_1,2019
BATI,Doctor Islets,1,370094,1,0.670833333333333,248271.391666667,2,1586,1586_2019_2,2019
BATI,Doctor Islets,1,368427,1,0.283333333333333,104387.65,3,1586,1586_2019_3,2019
BATI,Doctor Islets,1,367380,1,0.14375,52810.875,4,1586,1586_2019_4,2019
BATI,Doctor Islets,1,365909,1,0.0590909090909091,21621.8954545455,5,1586,1586_2019_5,2019
BATI,Doctor Islets,1,364238,1,0.07,25496.66,6,1586,1586_2019_6,2019
BATI,Doctor Islets,1,361386,1,0.133333333333333,48184.8,7,1586,1586_2019_7,2019
BATI,Doctor Islets,1,358330,1,0.125,44791.25,8,1586,1586_2019_8,2019
BATI,Doctor Islets,1,351744,1,0.213636363636364,75145.3090909091,9,1586,1586_2019_9,2019
BATI,Doctor Islets,1,294102,1,0.47,138227.94,10,1586,1586_2019_10,2019
BATI,Glacier Falls,0,653730,1,4.68333333333333,3061635.5,10,821,821_2003_10,2003
BATI,Glacier Falls,0,653014,1,4.66666666666667,3047398.66666667,11,821,821_2003_11,2003
BATI,Glacier Falls,0,651886,1,3.46666666666667,2259871.46666667,12,821,821_2003_12,2003
BATI,Glacier Falls,0,651236,1,0.4,260494.4,1,821,821_2004_1,2004
BATI,Glacier Falls,0,650995,1,0.1,65099.5,2,821,821_2004_2,2004
BATI,Glacier Falls,0,650270,1,0.0333333333333333,21675.6666666667,3,821,821_2004_3,2004
BATI,Glacier Falls,0,648700,1,0.488888888888889,317142.222222222,4,821,821_2004_4,2004
BATI,Glacier Falls,0,647541,1,2.75,1780737.75,5,821,821_2004_5,2004
BATI,Glacier Falls,0,646913,1,10.2666666666667,6641640.13333333,6,821,821_2004_6,2004
BATI,Glacier Falls,0,634237,1,6.53333333333333,4143681.73333333,7,821,821_2004_7,2004
BATI,Glacier Falls,0,627289,1,0.733333333333333,460011.933333333,8,821,821_2004_8,2004
BATI,Glacier Falls,0,508572,1,0.533333333333333,271238.4,9,821,821_2004_9,2004
BATI,Glacier Falls,0,511371,1,0.0833333333333333,42614.25,9,821,821_2005_9,2005
BATI,Glacier Falls,0,616107,1,2.01,1238375.07,10,821,821_2005_10,2005
BATI,Glacier Falls,0,613982,1,1.53333333333333,941439.066666667,11,821,821_2005_11,2005
BATI,Glacier Falls,0,613098,1,1.91666666666667,1175104.5,12,821,821_2005_12,2005
BATI,Glacier Falls,0,612467,1,1.8,1102440.6,1,821,821_2006_1,2006
BATI,Glacier Falls,0,611692,1,1.93333333333333,1182604.53333333,2,821,821_2006_2,2006
BATI,Glacier Falls,0,617016,1,0.116666666666667,71985.2,8,821,821_2007_8,2007
BATI,Glacier Falls,0,616385,1,1.75,1078673.75,9,821,821_2007_9,2007
BATI,Glacier Falls,0,616036,1,1.91666666666667,1180735.66666667,10,821,821_2007_10,2007
BATI,Glacier Falls,0,615682,1,2.2,1354500.4,11,821,821_2007_11,2007
BATI,Glacier Falls,0,615525,1,2.06666666666667,1272085,12,821,821_2007_12,2007
BATI,Glacier Falls,0,615026,1,1.5,922539,1,821,821_2008_1,2008
BATI,Glacier Falls,0,614534,1,0.15,92180.1,3,821,821_2008_3,2008
BATI,Glacier Falls,0,614204,1,0.05,30710.2,4,821,821_2008_4,2008
BATI,Glacier Falls,0,613875,1,0,0,5,821,821_2008_5,2008
BATI,Glacier Falls,0,613529,1,0.116666666666667,71578.3833333333,6,821,821_2008_6,2008
BATI,Glacier Falls,0,376217,1,0.216666666666667,81513.6833333333,7,821,821_2008_7,2008
BATI,Glacier Falls,0,375874,1,0.383333333333333,144085.033333333,8,821,821_2008_8,2008
BATI,Glacier Falls,0,375486,1,0.35,131420.1,9,821,821_2008_9,2008
BATI,Glacier Falls,0,374854,1,1.1,412339.4,10,821,821_2008_10,2008
BATI,Glacier Falls,0,421123,1,0.3,126336.9,8,821,821_2009_8,2009
BATI,Glacier Falls,0,420630,1,0.316666666666667,133199.5,9,821,821_2009_9,2009
BATI,Glacier Falls,0,420154,1,3.55,1491546.7,10,821,821_2009_10,2009
BATI,Glacier Falls,0,419596,1,5.41666666666667,2272811.66666667,11,821,821_2009_11,2009
BATI,Glacier Falls,0,419368,1,2.23333333333333,936588.533333333,12,821,821_2009_12,2009
BATI,Glacier Falls,0,418920,1,0.216666666666667,90766,1,821,821_2010_1,2010
BATI,Glacier Falls,0,418424,1,0.5,209212,2,821,821_2010_2,2010
BATI,Glacier Falls,0,418133,1,0.5,209066.5,3,821,821_2010_3,2010
BATI,Glacier Falls,0,417516,1,0.333333333333333,139172,4,821,821_2010_4,2010
BATI,Glacier Falls,0,417011,1,0.985714285714286,411053.7,5,821,821_2010_5,2010
BATI,Glacier Falls,0,416538,1,0.25,104134.5,6,821,821_2010_6,2010
BATI,Glacier Falls,0,415782,1,0.05,20789.1,7,821,821_2010_7,2010
BATI,Glacier Falls,0,414897,1,0.266666666666667,110639.2,8,821,821_2010_8,2010
BATI,Glacier Falls,0,324718,1,0.483333333333333,156947.033333333,9,821,821_2010_9,2010
BATI,Glacier Falls,0,235038,1,0.55,129270.9,10,821,821_2010_10,2010
BATI,Glacier Falls,0,234778,1,0.566666666666667,133040.866666667,11,821,821_2010_11,2010
BATI,Glacier Falls,0,345353,1,0.0666666666666667,23023.5333333333,8,821,821_2011_8,2011
BATI,Glacier Falls,0,344752,1,0.666666666666667,229834.666666667,9,821,821_2011_9,2011
BATI,Glacier Falls,0,344543,1,1.6,551268.8,10,821,821_2011_10,2011
BATI,Glacier Falls,0,344165,1,1.56666666666667,539191.833333333,11,821,821_2011_11,2011
BATI,Glacier Falls,0,343819,1,2.25,773592.75,12,821,821_2011_12,2011
BATI,Glacier Falls,0,343517,1,1.6,549627.2,1,821,821_2012_1,2012
BATI,Glacier Falls,0,343087,1,0.416666666666667,142952.916666667,2,821,821_2012_2,2012
BATI,Glacier Falls,0,342323,1,0.0367647058823529,12585.4044117647,3,821,821_2012_3,2012
BATI,Glacier Falls,0,341573,1,0.175,59775.275,4,821,821_2012_4,2012
BATI,Glacier Falls,0,340533,1,0.0833333333333333,28377.75,5,821,821_2012_5,2012
BATI,Glacier Falls,0,222233,1,1.58333333333333,351868.916666667,7,821,821_2012_7,2012
BATI,Glacier Falls,0,580994,1,0.05,29049.7,5,821,821_2013_5,2013
BATI,Glacier Falls,0,935922,1,0.316666666666667,296375.3,6,821,821_2013_6,2013
BATI,Glacier Falls,0,933527,1,0.0166666666666667,15558.7833333333,7,821,821_2013_7,2013
BATI,Glacier Falls,0,926156,1,0.133333333333333,123487.466666667,8,821,821_2013_8,2013
BATI,Glacier Falls,0,920539,1,2.71666666666667,2500797.61666667,9,821,821_2013_9,2013
BATI,Glacier Falls,0,917098,1,3.65833333333333,3355050.18333333,10,821,821_2013_10,2013
BATI,Glacier Falls,0,914406,1,2.625,2400315.75,11,821,821_2013_11,2013
BATI,Glacier Falls,0,448323,1,3.275,1468257.825,12,821,821_2013_12,2013
BATI,Glacier Falls,0,447041,1,5.95,2659893.95,1,821,821_2014_1,2014
BATI,Glacier Falls,0,446103,1,0.766666666666667,342012.3,2,821,821_2014_2,2014
BATI,Glacier Falls,0,441776,1,0.0416666666666667,18407.3333333333,3,821,821_2014_3,2014
BATI,Glacier Falls,0,434435,1,0.00833333333333333,3620.29166666667,4,821,821_2014_4,2014
BATI,Glacier Falls,0,430524,1,0.0461538461538462,19870.3384615385,5,821,821_2014_5,2014
BATI,Glacier Falls,0,424421,1,0.075,31831.575,6,821,821_2014_6,2014
BATI,Glacier Falls,0,421829,1,1.33333333333333,562438.666666667,8,821,821_2014_8,2014
BATI,Glacier Falls,0,416513,1,2.08333333333333,867735.416666667,9,821,821_2014_9,2014
BATI,Glacier Falls,0,412357,1,2.25,927803.25,10,821,821_2014_10,2014
BATI,Glacier Falls,0,410037,1,2.51666666666667,1031926.45,11,821,821_2014_11,2014
BATI,Glacier Falls,0,895067,1,0.325,290896.775,4,821,821_2015_4,2015
BATI,Glacier Falls,0,846596,1,2.10833333333333,1784906.56666667,5,821,821_2015_5,2015
BATI,Glacier Falls,0,875777,1,1.25833333333333,1102019.39166667,6,821,821_2015_6,2015
BATI,Glacier Falls,0,869810,1,0.116666666666667,101477.833333333,7,821,821_2015_7,2015
BATI,Glacier Falls,0,867111,1,0.0333333333333333,28903.7,8,821,821_2015_8,2015
BATI,Glacier Falls,0,864626,1,0.2,172925.2,9,821,821_2015_9,2015
BATI,Glacier Falls,0,863258,1,0.916666666666667,791319.833333333,10,821,821_2015_10,2015
BATI,Glacier Falls,0,646540,1,1.05,678867,11,821,821_2015_11,2015
BATI,Glacier Falls,0,430412,1,1.25,538015,12,821,821_2015_12,2015
BATI,Glacier Falls,0,429996,1,1.675,720243.3,1,821,821_2016_1,2016
BATI,Glacier Falls,0,432582,1,1.48214285714286,641148.321428571,2,821,821_2016_2,2016
BATI,Glacier Falls,0,290041,1,0.444214876033058,128840.526859504,3,821,821_2016_3,2016
BATI,Glacier Falls,0,293634,1,0.0333333333333333,9787.8,4,821,821_2016_4,2016
BATI,Glacier Falls,0,295970,1,0.263257575757576,77916.3446969697,5,821,821_2016_5,2016
BATI,Glacier Falls,0,327480,1,0.332159624413146,108775.633802817,6,821,821_2016_6,2016
BATI,Glacier Falls,0,242773,1,1.01666666666667,246819.216666667,7,821,821_2016_7,2016
BATI,Glacier Falls,0,204379,1,2.53125,517334.34375,8,821,821_2016_8,2016
BATI,Glacier Falls,0,168051,1,1.74166666666667,292688.825,9,821,821_2016_9,2016
BATI,Glacier Falls,0,110601,1,2.73333333333333,302309.4,11,821,821_2016_11,2016
BATI,Glacier Falls,0,838122,1,0.025,20953.05,4,821,821_2017_4,2017
BATI,Glacier Falls,0,877643,1,0.26,228187.18,5,821,821_2017_5,2017
BATI,Glacier Falls,0,874992,1,1.15,1006240.8,6,821,821_2017_6,2017
BATI,Glacier Falls,0,869876,1,0.2875,250089.35,7,821,821_2017_7,2017
BATI,Glacier Falls,0,871616,1,0.365,318139.84,8,821,821_2017_8,2017
BATI,Glacier Falls,0,738107,1,0.5,369053.5,9,821,821_2017_9,2017
BATI,Glacier Falls,0,651051,1,0.969230769230769,631018.661538462,10,821,821_2017_10,2017
BATI,Glacier Falls,0,649771,1,1.37,890186.27,11,821,821_2017_11,2017
BATI,Glacier Falls,0,511420,1,1.83,935898.6,12,821,821_2017_12,2017
BATI,Glacier Falls,0,430831,1,2.04,878895.24,1,821,821_2018_1,2018
BATI,Glacier Falls,0,428952,1,2.005,860048.76,2,821,821_2018_2,2018
BATI,Glacier Falls,0,427449,1,1.03351955307263,441776.899441341,3,821,821_2018_3,2018
BATI,Glacier Falls,0,426220,1,0.1125,47949.75,4,821,821_2018_4,2018
BATI,Glacier Falls,0,424778,1,0.165,70088.37,5,821,821_2018_5,2018
BATI,Glacier Falls,0,422668,1,0.47,198653.96,6,821,821_2018_6,2018
BATI,Glacier Falls,0,416979,1,0.707692307692308,295092.830769231,7,821,821_2018_7,2018
BATI,Glacier Falls,0,403314,1,1.07,431545.98,8,821,821_2018_8,2018
BATI,Glacier Falls,0,375973,1,0.883333333333333,332109.483333333,9,821,821_2018_9,2018
BATI,Glacier Falls,0,144071,1,1.01666666666667,146472.183333333,10,821,821_2018_10,2018
BATI,Humphrey Rock,1,608752,1,0.333333333333333,202917.333333333,10,1618,1618_2003_10,2003
BATI,Humphrey Rock,1,608338,1,0.7,425836.6,11,1618,1618_2003_11,2003
BATI,Humphrey Rock,1,606972,1,1.06666666666667,647436.8,1,1618,1618_2004_1,2004
BATI,Humphrey Rock,1,605818,1,2.43333333333333,1474157.13333333,2,1618,1618_2004_2,2004
BATI,Humphrey Rock,1,605367,1,2.4,1452880.8,3,1618,1618_2004_3,2004
BATI,Humphrey Rock,1,604337,1,6.73333333333333,4069202.46666667,4,1618,1618_2004_4,2004
BATI,Humphrey Rock,1,602884,1,2.7,1627786.8,5,1618,1618_2004_5,2004
BATI,Humphrey Rock,1,600652,1,1.3,780847.6,6,1618,1618_2004_6,2004
BATI,Humphrey Rock,1,601239,1,0.0666666666666667,40082.6,7,1618,1618_2004_7,2004
BATI,Humphrey Rock,1,600661,1,0.0666666666666667,40044.0666666667,8,1618,1618_2004_8,2004
BATI,Humphrey Rock,1,597799,1,0.0666666666666667,39853.2666666667,9,1618,1618_2004_9,2004
BATI,Humphrey Rock,1,596085,1,0.0333333333333333,19869.5,10,1618,1618_2004_10,2004
BATI,Humphrey Rock,1,594518,1,0.1,59451.8,11,1618,1618_2004_11,2004
BATI,Humphrey Rock,1,592832,1,2.18333333333333,1294349.86666667,12,1618,1618_2004_12,2004
BATI,Humphrey Rock,1,591334,1,3.56666666666667,2109091.26666667,1,1618,1618_2005_1,2005
BATI,Humphrey Rock,1,488962,1,2.16666666666667,1059417.66666667,2,1618,1618_2005_2,2005
BATI,Humphrey Rock,1,405694,1,0.333333333333333,135231.333333333,3,1618,1618_2005_3,2005
BATI,Humphrey Rock,1,710033,1,1.3,923042.9,10,1618,1618_2005_10,2005
BATI,Humphrey Rock,1,709621,1,1.91666666666667,1360106.91666667,11,1618,1618_2005_11,2005
BATI,Humphrey Rock,1,708961,1,1.63333333333333,1157969.63333333,12,1618,1618_2005_12,2005
BATI,Humphrey Rock,1,707801,1,1.81666666666667,1285838.48333333,1,1618,1618_2006_1,2006
BATI,Humphrey Rock,1,706984,1,5.13333333333333,3629184.53333333,2,1618,1618_2006_2,2006
BATI,Humphrey Rock,1,706048,1,1.68888888888889,1192436.62222222,3,1618,1618_2006_3,2006
BATI,Humphrey Rock,1,705138,1,0.516666666666667,364321.3,4,1618,1618_2006_4,2006
BATI,Humphrey Rock,1,704380,1,0.144444444444444,101743.777777778,5,1618,1618_2006_5,2006
BATI,Humphrey Rock,1,699487,1,0.27,188861.49,6,1618,1618_2006_6,2006
BATI,Humphrey Rock,1,674384,1,0.166666666666667,112397.333333333,7,1618,1618_2006_7,2006
BATI,Humphrey Rock,1,659596,1,0.316666666666667,208872.066666667,8,1618,1618_2006_8,2006
BATI,Humphrey Rock,1,575388,1,0.15,86308.2,10,1618,1618_2006_10,2006
BATI,Humphrey Rock,1,573236,1,0.916666666666667,525466.333333333,11,1618,1618_2006_11,2006
BATI,Humphrey Rock,1,495415,1,1.93333333333333,957802.333333333,12,1618,1618_2006_12,2006
BATI,Humphrey Rock,1,493808,1,2.41666666666667,1193369.33333333,1,1618,1618_2007_1,2007
BATI,Humphrey Rock,1,435430,1,2.38333333333333,1037774.83333333,2,1618,1618_2007_2,2007
BATI,Humphrey Rock,1,682101,1,0.0666666666666667,45473.4,9,1618,1618_2007_9,2007
BATI,Humphrey Rock,1,681306,1,0.283333333333333,193036.7,10,1618,1618_2007_10,2007
BATI,Humphrey Rock,1,680992,1,0.333333333333333,226997.333333333,11,1618,1618_2007_11,2007
BATI,Humphrey Rock,1,680830,1,1.03333333333333,703524.333333333,12,1618,1618_2007_12,2007
BATI,Humphrey Rock,1,680572,1,0.466666666666667,317600.266666667,1,1618,1618_2008_1,2008
BATI,Humphrey Rock,1,679888,1,0.783333333333333,532578.933333333,2,1618,1618_2008_2,2008
BATI,Humphrey Rock,1,679583,1,0.133333333333333,90611.0666666667,3,1618,1618_2008_3,2008
BATI,Humphrey Rock,1,679010,1,0.0166666666666667,11316.8333333333,4,1618,1618_2008_4,2008
BATI,Humphrey Rock,1,678646,1,0,0,5,1618,1618_2008_5,2008
BATI,Humphrey Rock,1,678332,1,0,0,6,1618,1618_2008_6,2008
BATI,Humphrey Rock,1,678009,1,0.0666666666666667,45200.6,7,1618,1618_2008_7,2008
BATI,Humphrey Rock,1,677648,1,0,0,8,1618,1618_2008_8,2008
BATI,Humphrey Rock,1,677497,1,0.0166666666666667,11291.6166666667,9,1618,1618_2008_9,2008
BATI,Humphrey Rock,1,676212,1,0.0833333333333333,56351,10,1618,1618_2008_10,2008
BATI,Humphrey Rock,1,674995,1,0.116666666666667,78749.4166666667,11,1618,1618_2008_11,2008
BATI,Humphrey Rock,1,512044,1,0.358333333333333,183482.433333333,1,1618,1618_2009_1,2009
BATI,Humphrey Rock,1,365522,1,0.0166666666666667,6092.03333333333,7,1618,1618_2009_7,2009
BATI,Humphrey Rock,1,539806,1,0.0833333333333333,44983.8333333333,8,1618,1618_2009_8,2009
BATI,Humphrey Rock,1,539626,1,0.333333333333333,179875.333333333,9,1618,1618_2009_9,2009
BATI,Humphrey Rock,1,539222,1,0.55,296572.1,10,1618,1618_2009_10,2009
BATI,Humphrey Rock,1,538802,1,0.466666666666667,251440.933333333,11,1618,1618_2009_11,2009
BATI,Humphrey Rock,1,538389,1,0.0333333333333333,17946.3,12,1618,1618_2009_12,2009
BATI,Humphrey Rock,1,537760,1,0.4,215104,1,1618,1618_2010_1,2010
BATI,Humphrey Rock,1,536660,1,0,0,2,1618,1618_2010_2,2010
BATI,Humphrey Rock,1,534636,1,0.183333333333333,98016.6,3,1618,1618_2010_3,2010
BATI,Humphrey Rock,1,531980,1,0.0333333333333333,17732.6666666667,4,1618,1618_2010_4,2010
BATI,Humphrey Rock,1,530211,1,0.9,477189.9,5,1618,1618_2010_5,2010
BATI,Humphrey Rock,1,528050,1,0.933333333333333,492846.666666667,6,1618,1618_2010_6,2010
BATI,Humphrey Rock,1,525140,1,0.483333333333333,253817.666666667,7,1618,1618_2010_7,2010
BATI,Humphrey Rock,1,521398,1,0.8,417118.4,8,1618,1618_2010_8,2010
BATI,Humphrey Rock,1,382390,1,0.816666666666667,312285.166666667,9,1618,1618_2010_9,2010
BATI,Humphrey Rock,1,260874,1,0.5,130437,10,1618,1618_2010_10,2010
BATI,Humphrey Rock,1,259284,1,0.283333333333333,73463.8,11,1618,1618_2010_11,2010
BATI,Humphrey Rock,1,581108,1,0.1,58110.8,8,1618,1618_2011_8,2011
BATI,Humphrey Rock,1,580720,1,0.0645161290322581,37465.8064516129,9,1618,1618_2011_9,2011
BATI,Humphrey Rock,1,580517,1,0.2,116103.4,10,1618,1618_2011_10,2011
BATI,Humphrey Rock,1,580168,1,0.306451612903226,177793.419354839,11,1618,1618_2011_11,2011
BATI,Humphrey Rock,1,579618,1,0.983333333333333,569957.7,12,1618,1618_2011_12,2011
BATI,Humphrey Rock,1,579019,1,0.383333333333333,221957.283333333,1,1618,1618_2012_1,2012
BATI,Humphrey Rock,1,578580,1,0.15,86787,2,1618,1618_2012_2,2012
BATI,Humphrey Rock,1,578169,1,0.183333333333333,105997.65,3,1618,1618_2012_3,2012
BATI,Humphrey Rock,1,577621,1,0.216666666666667,125151.216666667,4,1618,1618_2012_4,2012
BATI,Humphrey Rock,1,576512,1,0.291666666666667,168149.333333333,5,1618,1618_2012_5,2012
BATI,Humphrey Rock,1,574649,1,0.55,316056.95,7,1618,1618_2012_7,2012
BATI,Humphrey Rock,1,573304,1,0.25,143326,8,1618,1618_2012_8,2012
BATI,Humphrey Rock,1,572052,1,0.3,171615.6,9,1618,1618_2012_9,2012
BATI,Humphrey Rock,1,517446,1,0.433333333333333,224226.6,10,1618,1618_2012_10,2012
BATI,Humphrey Rock,1,444550,1,0.65,288957.5,11,1618,1618_2012_11,2012
BATI,Humphrey Rock,1,506219,1,0.0833333333333333,42184.9166666667,7,1618,1618_2013_7,2013
BATI,Humphrey Rock,1,506219,1,0.064,32398.016,8,1618,1618_2013_8,2013
BATI,Humphrey Rock,1,505667,1,0.65,328683.55,9,1618,1618_2013_9,2013
BATI,Humphrey Rock,1,505215,1,2.36666666666667,1195675.5,10,1618,1618_2013_10,2013
BATI,Humphrey Rock,1,504663,1,2.35,1185958.05,11,1618,1618_2013_11,2013
BATI,Humphrey Rock,1,504145,1,2.45,1235155.25,12,1618,1618_2013_12,2013
BATI,Humphrey Rock,1,503653,1,4.03333333333333,2031400.43333333,1,1618,1618_2014_1,2014
BATI,Humphrey Rock,1,503052,1,0.858333333333333,431786.3,2,1618,1618_2014_2,2014
BATI,Humphrey Rock,1,502587,1,0.175,87952.725,3,1618,1618_2014_3,2014
BATI,Humphrey Rock,1,502048,1,0.00833333333333333,4183.73333333333,4,1618,1618_2014_4,2014
BATI,Humphrey Rock,1,499713,1,0.0416666666666667,20821.375,5,1618,1618_2014_5,2014
BATI,Humphrey Rock,1,463801,1,0.141666666666667,65705.1416666667,6,1618,1618_2014_6,2014
BATI,Humphrey Rock,1,415978,1,0.416666666666667,173324.166666667,7,1618,1618_2014_7,2014
BATI,Humphrey Rock,1,302415,1,0.466666666666667,141127,8,1618,1618_2014_8,2014
BATI,Humphrey Rock,1,354549,1,0.25,88637.25,1,1618,1618_2015_1,2015
BATI,Humphrey Rock,1,1559006,1,0.266666666666667,415734.933333333,2,1618,1618_2015_2,2015
BATI,Humphrey Rock,1,1550093,1,0.308333333333333,477945.341666667,3,1618,1618_2015_3,2015
BATI,Humphrey Rock,1,1539474,1,1.15,1770395.1,4,1618,1618_2015_4,2015
BATI,Humphrey Rock,1,1534028,1,1.31666666666667,2019803.53333333,5,1618,1618_2015_5,2015
BATI,Humphrey Rock,1,1525782,1,0.516666666666667,788320.7,6,1618,1618_2015_6,2015
BATI,Humphrey Rock,1,1524805,1,0.366666666666667,559095.166666667,7,1618,1618_2015_7,2015
BATI,Humphrey Rock,1,1070960,1,0.35,374836,8,1618,1618_2015_8,2015
BATI,Humphrey Rock,1,618438,1,0.25,154609.5,9,1618,1618_2015_9,2015
BATI,Humphrey Rock,1,617391,1,0.483333333333333,298405.65,10,1618,1618_2015_10,2015
BATI,Humphrey Rock,1,616600,1,1.38333333333333,852963.333333333,11,1618,1618_2015_11,2015
BATI,Humphrey Rock,1,616225,1,1.9,1170827.5,12,1618,1618_2015_12,2015
BATI,Humphrey Rock,1,615466,1,2.7,1661758.2,1,1618,1618_2016_1,2016
BATI,Humphrey Rock,1,614431,1,3.15,1935457.65,2,1618,1618_2016_2,2016
BATI,Humphrey Rock,1,613614,1,0.633333333333333,388622.2,3,1618,1618_2016_3,2016
BATI,Humphrey Rock,1,612484,1,0.494444444444444,302839.311111111,4,1618,1618_2016_4,2016
BATI,Humphrey Rock,1,567943,1,0.26,147665.18,5,1618,1618_2016_5,2016
BATI,Humphrey Rock,1,414518,1,0.133333333333333,55269.0666666667,6,1618,1618_2016_6,2016
BATI,Humphrey Rock,1,348383,1,0.108333333333333,37741.4916666667,7,1618,1618_2016_7,2016
BATI,Humphrey Rock,1,293852,1,0.125,36731.5,8,1618,1618_2016_8,2016
BATI,Humphrey Rock,1,825464,1,0.365650969529086,301831.711911357,6,1618,1618_2017_6,2017
BATI,Humphrey Rock,1,823566,1,0.125,102945.75,7,1618,1618_2017_7,2017
BATI,Humphrey Rock,1,820392,1,0.16,131262.72,8,1618,1618_2017_8,2017
BATI,Humphrey Rock,1,817866,1,0.16,130858.56,9,1618,1618_2017_9,2017
BATI,Humphrey Rock,1,813472,1,0.299807815502883,243885.263292761,10,1618,1618_2017_10,2017
BATI,Humphrey Rock,1,805954,1,0.675,544018.95,11,1618,1618_2017_11,2017
BATI,Humphrey Rock,1,797839,1,0.87037037037037,694415.425925926,12,1618,1618_2017_12,2017
BATI,Humphrey Rock,1,723908,1,0.936363636363636,677841.127272727,1,1618,1618_2018_1,2018
BATI,Humphrey Rock,1,671315,1,1.14375,767816.53125,2,1618,1618_2018_2,2018
BATI,Humphrey Rock,1,661388,1,0.492857142857143,325969.8,3,1618,1618_2018_3,2018
BATI,Humphrey Rock,1,655709,1,0.113636363636364,74512.3863636364,4,1618,1618_2018_4,2018
BATI,Humphrey Rock,1,652066,1,0.113636363636364,74098.4090909091,5,1618,1618_2018_5,2018
BATI,Humphrey Rock,1,647674,1,0.0916666666666667,59370.1166666667,6,1618,1618_2018_6,2018
BATI,Humphrey Rock,1,642650,1,0.065,41772.25,7,1618,1618_2018_7,2018
BATI,Humphrey Rock,1,634860,1,0.06,38091.6,8,1618,1618_2018_8,2018
BATI,Humphrey Rock,1,617589,1,0.045,27791.505,9,1618,1618_2018_9,2018
BATI,Humphrey Rock,1,523830,1,0.0590909090909091,30953.5909090909,10,1618,1618_2018_10,2018
BATI,Humphrey Rock,1,317756,1,0.0833333333333333,26479.6666666667,11,1618,1618_2018_11,2018
BATI,Humphrey Rock,1,112066,1,0.3,33619.8,12,1618,1618_2018_12,2018
BATI,Humphrey Rock,1,1033584,1,0,0,4,1618,1618_2019_4,2019
BATI,Humphrey Rock,1,1174323,1,0.0214285714285714,25164.0642857143,5,1618,1618_2019_5,2019
BATI,Humphrey Rock,1,1146219,1,0.228571428571429,261992.914285714,6,1618,1618_2019_6,2019
BATI,Humphrey Rock,1,1104779,1,0.166666666666667,184129.833333333,7,1618,1618_2019_7,2019
BATI,Humphrey Rock,1,1078980,1,0.115384615384615,124497.692307692,8,1618,1618_2019_8,2019
BATI,Humphrey Rock,1,1069587,1,0.105,112306.635,9,1618,1618_2019_9,2019
