MLE,lower,upper,year
92.40886086236034,73.68817896470144,97.9106953234631,2002
66.91644186391763,43.607116903315315,80.97951704145622,2003
12.953488179238203,6.932213537380482,18.791333420778468,2004
74.683811253396,50.90454700109851,87.26927590366698,2005
46.1934471944496,27.454724472872407,60.541324985192624,2006
14.103335414625695,7.570909249778324,20.395539086535386,2007
12.019083137531783,6.416177754006802,17.479862004402758,2008
9.07870103755477,4.80932532427617,13.307502200127718,2009
1.8177162814968506,0.9454927384222045,2.7148773099950785,2010
10.501377046404926,5.583606371362082,15.334828442360093,2011
3.1965246581361573,1.6683275493399319,4.757531178919605,2012
7.2173608716409765,3.8050716604967394,10.631029317594741,2013
5.2508362431165745,2.7545640253681225,7.773976585522413,2014
3.9702457076555397,2.0761228246984786,5.897422401475316,2015
25.61632381498753,14.208778206053442,35.85485196753926,2016
