bamp_farm_id,Inventory_Year,Inventory_Month,site_name,Fish_Group_Name,Fish_Group_ID,Inventory_Balance_Inventory_Start,Inventory_Balance_Fish_In,INC End_of_month created_CWR,Species,Freshwater_YearClass,Fish_Group_SW_Entry_Date
101,2006,7,Arrow,BNAP06S1,,1160129,0,1160129,Atlantic salmon,,24-Nov-05
101,2006,8,Arrow,BNAP06S1,,592907,0,592907,Atlantic salmon,,24-Nov-05
101,2006,11,Arrow,BNAP06S0,,0,169252,169252,Atlantic salmon,,02-Nov-06
101,2006,12,Arrow,BNAP06S0,,165993,1068612,1234605,Atlantic salmon,,02-Nov-06
101,2007,1,Arrow,BNAP06S0,,1216382,0,1216382,Atlantic salmon,,02-Nov-06
101,2007,2,Arrow,BNAP06S0,,1208224,0,1208224,Atlantic salmon,,02-Nov-06
101,2007,3,Arrow,BNAP06S0,,1199952,0,1199952,Atlantic salmon,,02-Nov-06
101,2007,4,Arrow,BNAP06S0,,1193882,0,1193882,Atlantic salmon,,02-Nov-06
101,2007,5,Arrow,BNAP06S0,,1187268,0,1187268,Atlantic salmon,,02-Nov-06
101,2007,6,Arrow,BNAP06S0,,1184648,0,1184648,Atlantic salmon,,02-Nov-06
101,2007,7,Arrow,BNAP06S0,,1182432,0,1182432,Atlantic salmon,,02-Nov-06
101,2007,8,Arrow,BNAP06S0,,556789,0,556789,Atlantic salmon,,02-Nov-06
101,2007,9,Arrow,BNAP06S0,,359745,0,359745,Atlantic salmon,,02-Nov-06
101,2007,11,Arrow,AP07S0,,0,485241,485241,Atlantic salmon,,15-Nov-07
101,2007,12,Arrow,AP07S0,,482074,898275,1380349,Atlantic salmon,,15-Nov-07
101,2008,1,Arrow,AP07S0,,1367762,0,1367762,Atlantic salmon,,15-Nov-07
101,2008,2,Arrow,AP07S0,,1352577,0,1352577,Atlantic salmon,,15-Nov-07
101,2008,3,Arrow,AP07S0,,1346177,0,1346177,Atlantic salmon,,15-Nov-07
101,2008,4,Arrow,AP07S0,,1342630,0,1342630,Atlantic salmon,,15-Nov-07
101,2008,5,Arrow,AP07S0,,1335472,0,1335472,Atlantic salmon,,15-Nov-07
101,2008,6,Arrow,AP07S0,,1327586,0,1327586,Atlantic salmon,,15-Nov-07
101,2008,7,Arrow,AP07S0,,1324994,0,1324994,Atlantic salmon,,15-Nov-07
101,2008,10,Arrow,AP08S0,,0,594135,594135,Atlantic salmon,,25-Oct-08
101,2008,11,Arrow,AP08S0,,592592,655212,1247804,Atlantic salmon,,25-Oct-08
101,2008,12,Arrow,AP08S0,,1243339,0,1243339,Atlantic salmon,,25-Oct-08
101,2009,1,Arrow,AP08S0,281370,1225645,0,1225645,Atlantic salmon,2007,25-Oct-08
101,2009,2,Arrow,AP08S0,281370,1219466,0,1219466,Atlantic salmon,2007,25-Oct-08
101,2009,3,Arrow,AP08S0,281370,1209393,0,1209393,Atlantic salmon,2007,25-Oct-08
101,2009,4,Arrow,AP08S0,281370,1197870,0,1197870,Atlantic salmon,2007,25-Oct-08
101,2009,5,Arrow,AP08S0,281370,1194600,0,1194600,Atlantic salmon,2007,25-Oct-08
101,2009,6,Arrow,AP08S0,281370,1193080,0,1193080,Atlantic salmon,2007,25-Oct-08
101,2009,7,Arrow,AP08S0,281370,1191693,0,1191693,Atlantic salmon,2007,25-Oct-08
101,2009,8,Arrow,AP08S0,281370,427497,0,427497,Atlantic salmon,2007,25-Oct-08
101,2009,9,Arrow,AP08S0,281370,426946,0,426946,Atlantic salmon,2007,25-Oct-08
101,2009,10,Arrow,AP08S0,281370,426644,0,426644,Atlantic salmon,2007,25-Oct-08
101,2010,2,Arrow,AP09S0,281615,0,481412,481412,Atlantic salmon,2008,11-Oct-09
101,2010,3,Arrow,AP08S0,281370,0,479102,479102,Atlantic salmon,2007,25-Oct-08
101,2010,3,Arrow,AP09S0,281615,479102,0,479102,Atlantic salmon,2008,11-Oct-09
101,2010,4,Arrow,AP08S0,281370,473832,0,473832,Atlantic salmon,2007,25-Oct-08
101,2010,4,Arrow,AP09S0,281615,473832,0,473832,Atlantic salmon,2008,11-Oct-09
101,2010,5,Arrow,AP09S0,281615,472250,0,472250,Atlantic salmon,2008,11-Oct-09
101,2010,6,Arrow,AP09S0,281615,469676,0,469676,Atlantic salmon,2008,11-Oct-09
101,2010,7,Arrow,AP09S0,,468643,0,,Atlantic salmon,,01-Jul-10
101,2010,9,Arrow,AP09S0,,0,0,,Atlantic salmon,,01-Sep-10
101,2010,9,Arrow,AP2010S0,,0,367715,,Atlantic salmon,,01-Sep-10
101,2010,10,Arrow,AP09S0,,0,0,,Atlantic salmon,,01-Oct-10
101,2010,10,Arrow,AP2010S0,,367285,539162,,Atlantic salmon,,01-Oct-10
101,2010,11,Arrow,AP2010S0,,901609,0,,Atlantic salmon,,01-Nov-10
101,2010,12,Arrow,AP2010S0,,870616,0,,Atlantic salmon,,01-Dec-10
101,2011,1,Arrow,AP2010S0,,828339,0,,Atlantic salmon,,01-Jan-11
101,2011,2,Arrow,AP2010S0,,821144,0,,Atlantic salmon,,01-Feb-11
101,2011,3,Arrow,AP2010S0,,819490,0,,Atlantic salmon,,01-Mar-11
101,2011,4,Arrow,AP2010S0,,818196,0,,Atlantic salmon,,01-Apr-11
101,2011,5,Arrow,AP2010S0,,817371,0,,Atlantic salmon,,01-May-11
101,2011,6,Arrow,AP2010S0,,814146,0,,Atlantic salmon,,01-Jun-11
101,2011,7,Arrow,AP2010S0,,812316,0,,Atlantic salmon,,01-Jul-11
102,2003,1,Doctor Islet,BEDI01S1,,287823,0,287823,Atlantic salmon,,
102,2003,2,Doctor Islet,BEDI01S1,,287076,0,287076,Atlantic salmon,,
102,2003,3,Doctor Islet,BEDI01S1,,286003,0,286003,Atlantic salmon,,
102,2003,4,Doctor Islet,BEDI01S1,,113250,0,113250,Atlantic salmon,,
102,2003,5,Doctor Islet,BEDI01S1,,112728,0,112728,Atlantic salmon,,
102,2004,4,Doctor Islet,BEDIO4S1 2004,,0,685479,685479,Atlantic salmon,,20-Apr-04
102,2004,5,Doctor Islet,BEDIO4S1 2004,,682614,0,682614,Atlantic salmon,,20-Apr-04
102,2004,6,Doctor Islet,BEDIO4S1 2004,,672442,0,672442,Atlantic salmon,,20-Apr-04
102,2004,7,Doctor Islet,BEDIO4S1 2004,,667605,0,667605,Atlantic salmon,,20-Apr-04
102,2004,8,Doctor Islet,BEDIO4S1 2004,,661511,0,661511,Atlantic salmon,,20-Apr-04
102,2004,9,Doctor Islet,BEDIO4S1 2004,,657691,0,657691,Atlantic salmon,,20-Apr-04
102,2004,10,Doctor Islet,BEDIO4S1 2004,,656797,0,656797,Atlantic salmon,,20-Apr-04
102,2004,11,Doctor Islet,BEDIO4S1 2004,,655622,0,655622,Atlantic salmon,,20-Apr-04
102,2004,12,Doctor Islet,BEDIO4S1 2004,,654851,0,654851,Atlantic salmon,,20-Apr-04
102,2005,1,Doctor Islet,BEDIO4S1 2004,,654271,0,654271,Atlantic salmon,,20-Apr-04
102,2005,2,Doctor Islet,BEDIO4S1 2004,,551415,0,551415,Atlantic salmon,,20-Apr-04
102,2005,3,Doctor Islet,BEDIO4S1 2004,,550816,0,550816,Atlantic salmon,,20-Apr-04
102,2005,4,Doctor Islet,BEDIO4S1 2004,,549159,0,549159,Atlantic salmon,,20-Apr-04
102,2005,5,Doctor Islet,BEDIO4S1 2004,,547948,0,547948,Atlantic salmon,,20-Apr-04
102,2005,6,Doctor Islet,BEDIO4S1 2004,,546274,0,546274,Atlantic salmon,,20-Apr-04
102,2005,7,Doctor Islet,BEDIO4S1 2004,,538266,0,538266,Atlantic salmon,,20-Apr-04
102,2005,8,Doctor Islet,BEDIO4S1 2004,,537497,0,537497,Atlantic salmon,,20-Apr-04
102,2005,9,Doctor Islet,BEDIO4S1 2004,,524971,0,524971,Atlantic salmon,,20-Apr-04
102,2005,10,Doctor Islet,BEDIO4S1 2004,,419952,0,419952,Atlantic salmon,,20-Apr-04
102,2005,11,Doctor Islet,BEDIO4S1 2004,,384993,0,384993,Atlantic salmon,,20-Apr-04
102,2005,12,Doctor Islet,BEDIO4S1 2004,,322417,0,322417,Atlantic salmon,,20-Apr-04
102,2006,1,Doctor Islet,BEDIO4S1 2004,,5022,0,5022,Atlantic salmon,,20-Apr-04
102,2006,2,Doctor Islet,BEDIO4S1 2004,,4994,0,4994,Atlantic salmon,,20-Apr-04
102,2006,8,Doctor Islet,BEDI06S1,,0,581417,581417,Atlantic salmon,,01-Jan-06
102,2006,9,Doctor Islet,BEDI06S1,,581168,0,581168,Atlantic salmon,,01-Jan-06
102,2006,10,Doctor Islet,BEDI06S1,,581040,0,581040,Atlantic salmon,,01-Jan-06
102,2006,11,Doctor Islet,BEDI06S1,,580624,0,580624,Atlantic salmon,,01-Jan-06
102,2006,12,Doctor Islet,BEDI06S1,,580065,0,580065,Atlantic salmon,,01-Jan-06
102,2007,1,Doctor Islet,BEDI06S1,,579442,0,579442,Atlantic salmon,,01-Jan-06
102,2007,2,Doctor Islet,BEDI06S1,,578610,0,578610,Atlantic salmon,,01-Jan-06
102,2007,3,Doctor Islet,BEDI06S1,,577996,0,577996,Atlantic salmon,,01-Jan-06
102,2007,4,Doctor Islet,BEDI06S1,,576207,0,576207,Atlantic salmon,,01-Jan-06
102,2007,5,Doctor Islet,BEDI06S1,,575524,0,575524,Atlantic salmon,,01-Jan-06
102,2007,6,Doctor Islet,BEDI06S1,,574987,0,574987,Atlantic salmon,,01-Jan-06
102,2007,7,Doctor Islet,BEDI06S1,,573626,0,573626,Atlantic salmon,,01-Jan-06
102,2007,8,Doctor Islet,BEDI06S1,,572660,0,572660,Atlantic salmon,,01-Jan-06
102,2007,9,Doctor Islet,BEDI06S1,,563438,0,563438,Atlantic salmon,,01-Jan-06
102,2007,10,Doctor Islet,BEDI06S1,,562990,0,562990,Atlantic salmon,,01-Jan-06
102,2007,11,Doctor Islet,BEDI06S1,,560931,0,560931,Atlantic salmon,,01-Jan-06
102,2007,12,Doctor Islet,BEDI06S1,,560486,0,560486,Atlantic salmon,,01-Jan-06
102,2008,1,Doctor Islet,BEDI06S1,,242089,0,242089,Atlantic salmon,,01-Jan-06
102,2008,8,Doctor Islet,DI07S0,,0,601751,601751,Atlantic salmon,,16-Dec-07
102,2008,9,Doctor Islet,DI07S0,,576083,0,576083,Atlantic salmon,,16-Dec-07
102,2008,10,Doctor Islet,DI07S0,,575731,0,575731,Atlantic salmon,,16-Dec-07
102,2008,11,Doctor Islet,DI07S0,,575015,0,575015,Atlantic salmon,,16-Dec-07
102,2008,12,Doctor Islet,DI07S0,,574327,0,574327,Atlantic salmon,,16-Dec-07
102,2009,1,Doctor Islet,DI07S0,281354,573666,0,573666,Atlantic salmon,2006,16-Dec-07
102,2009,2,Doctor Islet,DI07S0,281354,572986,0,572986,Atlantic salmon,2006,16-Dec-07
102,2009,3,Doctor Islet,DI07S0,281354,572578,0,572578,Atlantic salmon,2006,16-Dec-07
102,2009,4,Doctor Islet,DI07S0,281354,572094,0,572094,Atlantic salmon,2006,16-Dec-07
102,2009,5,Doctor Islet,DI07S0,281354,571504,0,571504,Atlantic salmon,2006,16-Dec-07
102,2009,6,Doctor Islet,DI07S0,281354,570961,0,570961,Atlantic salmon,2006,16-Dec-07
102,2009,7,Doctor Islet,DI07S0,281354,570640,0,570640,Atlantic salmon,2006,16-Dec-07
102,2009,8,Doctor Islet,DI07S0,281354,570088,0,570088,Atlantic salmon,2006,16-Dec-07
102,2009,9,Doctor Islet,DI07S0,281354,486114,0,486114,Atlantic salmon,2006,16-Dec-07
102,2009,10,Doctor Islet,DI07S0,281354,432940,0,432940,Atlantic salmon,2006,16-Dec-07
102,2009,11,Doctor Islet,DI07S0,281354,432389,0,432389,Atlantic salmon,2006,16-Dec-07
102,2009,12,Doctor Islet,DI07S0,281354,431900,0,431900,Atlantic salmon,2006,16-Dec-07
102,2010,1,Doctor Islet,DI07S0,281354,80100,0,80100,Atlantic salmon,2006,16-Dec-07
102,2010,4,Doctor Islet,DI2010S1,281678,0,494803,494803,Atlantic salmon,2009,06-Apr-10
102,2010,5,Doctor Islet,DI2010S1,281678,493983,0,493983,Atlantic salmon,2009,06-Apr-10
102,2010,6,Doctor Islet,DI2010S1,281678,485944,0,485944,Atlantic salmon,2009,06-Apr-10
102,2010,7,Doctor Islet,DI2010S1,,481497,0,,Atlantic salmon,,01-Jul-10
102,2010,8,Doctor Islet,DI2010S1,,478677,0,,Atlantic salmon,,01-Aug-10
102,2010,9,Doctor Islet,DI2010S1,,478011,0,,Atlantic salmon,,01-Sep-10
102,2010,10,Doctor Islet,DI2010S1,,477350,0,,Atlantic salmon,,01-Oct-10
102,2010,11,Doctor Islet,DI2010S1,,476948,0,,Atlantic salmon,,01-Nov-10
102,2010,12,Doctor Islet,DI2010S1,,465391,0,,Atlantic salmon,,01-Dec-10
102,2011,1,Doctor Islet,DI2010S1,,457298,0,,Atlantic salmon,,01-Jan-11
102,2011,2,Doctor Islet,DI2010S1,,456681,0,,Atlantic salmon,,01-Feb-11
102,2011,3,Doctor Islet,DI2010S1,,456202,0,,Atlantic salmon,,01-Mar-11
102,2011,4,Doctor Islet,DI2010S1,,455897,0,,Atlantic salmon,,01-Apr-11
102,2011,5,Doctor Islet,DI2010S1,,455581,0,,Atlantic salmon,,01-May-11
102,2011,6,Doctor Islet,DI2010S1,,455222,0,,Atlantic salmon,,01-Jun-11
102,2011,7,Doctor Islet,DI2010S1,,454387,0,,Atlantic salmon,,01-Jul-11
102,2011,8,Doctor Islet,DI2010S1,,453512,0,,Atlantic salmon,,11-Aug-11
102,2011,9,Doctor Islet,DI2010S1,,452346,0,,Atlantic salmon,,11-Sep-11
102,2011,10,Doctor Islet,DI2010S1,,451138,0,,Atlantic salmon,,31-Oct-11
102,2011,11,Doctor Islet,DI2010S1,,449998,0,,Atlantic salmon,,30-Nov-11
102,2011,12,Doctor Islet,DI2010S1,,448800,0,,Atlantic salmon,,31-Dec-11
102,2012,1,Doctor Islet,DI2010S1,,188405,0,,Atlantic salmon,,31-Jan-12
102,2012,3,Doctor Islet,Di2012S1,,0,509637,,Atlantic salmon,,31-Mar-12
102,2012,4,Doctor Islet,Di2012S1,,508850,110872,,Atlantic salmon,,30-Apr-12
102,2012,5,Doctor Islet,Di2012S1,,597603,0,,Atlantic salmon,,31-May-12
102,2012,6,Doctor Islet,Di2012S1,,592037,0,,Atlantic salmon,,30-Jun-12
102,2012,7,Doctor Islet,Di2012S1,,589264,0,,Atlantic salmon,,31-Jul-12
102,2012,8,Doctor Islet,Di2012S1,,586055,0,,Atlantic salmon,,31-Aug-12
102,2012,9,Doctor Islet,Di2012S1,,585171,0,,Atlantic salmon,,30-Sep-12
102,2012,10,Doctor Islet,Di2012S1,,584787,0,,Atlantic salmon,,31-Oct-12
102,2012,11,Doctor Islet,Di2012S1,,584609,0,,Atlantic salmon,,30-Nov-12
102,2012,12,Doctor Islet,Di2012S1,,581272,0,,Atlantic salmon,,31-Dec-12
103,2003,7,Glacier Falls,BNGF02SO,,0,659493,659493,Atlantic salmon,,
103,2003,8,Glacier Falls,BNGF02SO,,655755,0,655755,Atlantic salmon,,
103,2003,9,Glacier Falls,BNGF02SO,,654739,0,654739,Atlantic salmon,,
103,2003,10,Glacier Falls,BNGF02SO,,654295,0,654295,Atlantic salmon,,
103,2003,11,Glacier Falls,BNGF02SO,,653447,0,653447,Atlantic salmon,,
103,2003,12,Glacier Falls,BNGF02SO,,652297,0,652297,Atlantic salmon,,
103,2004,1,Glacier Falls,BNGF02SO,,651476,0,651476,Atlantic salmon,,23-Nov-02
103,2004,2,Glacier Falls,BNGF02SO,,650995,0,650995,Atlantic salmon,,23-Nov-02
103,2004,3,Glacier Falls,BNGF02SO,,650270,0,650270,Atlantic salmon,,23-Nov-02
103,2004,4,Glacier Falls,BNGF02SO,,649460,0,649460,Atlantic salmon,,23-Nov-02
103,2004,5,Glacier Falls,BNGF02SO,,648320,0,648320,Atlantic salmon,,23-Nov-02
103,2004,6,Glacier Falls,BNGF02SO,,647152,0,647152,Atlantic salmon,,23-Nov-02
103,2004,7,Glacier Falls,BNGF02SO,,634996,0,634996,Atlantic salmon,,23-Nov-02
103,2004,8,Glacier Falls,BNGF02SO,,632796,0,632796,Atlantic salmon,,23-Nov-02
103,2004,9,Glacier Falls,BNGF02SO,,616632,0,616632,Atlantic salmon,,23-Nov-02
103,2004,10,Glacier Falls,BNGF02SO,,400511,0,400511,Atlantic salmon,,23-Nov-02
103,2004,11,Glacier Falls,BNGF02SO,,131637,0,131637,Atlantic salmon,,23-Nov-02
103,2005,8,Glacier Falls,BNGF05S1,,0,525792,525792,Atlantic salmon,,15-Mar-05
103,2005,9,Glacier Falls,BNGF05S1,,511486,105400,616886,Atlantic salmon,,15-Mar-05
103,2005,10,Glacier Falls,BNGF05S1,,616267,0,616267,Atlantic salmon,,15-Mar-05
103,2005,11,Glacier Falls,BNGF05S1,,614419,0,614419,Atlantic salmon,,15-Mar-05
103,2005,12,Glacier Falls,BNGF05S1,,613142,0,613142,Atlantic salmon,,15-Mar-05
103,2006,1,Glacier Falls,BNGF05S1,,612467,0,612467,Atlantic salmon,,15-Mar-05
103,2006,2,Glacier Falls,BNGF05S1,,611959,0,611959,Atlantic salmon,,15-Mar-05
103,2006,3,Glacier Falls,BNGF05S1,,611425,0,611425,Atlantic salmon,,15-Mar-05
103,2007,7,Glacier Falls,BWGF06S0,,0,617969,617969,Atlantic salmon,,02-Nov-06
103,2007,8,Glacier Falls,BWGF06S0,,617382,0,617382,Atlantic salmon,,02-Nov-06
103,2007,9,Glacier Falls,BWGF06S0,,616584,0,616584,Atlantic salmon,,02-Nov-06
103,2007,10,Glacier Falls,BWGF06S0,,616122,0,616122,Atlantic salmon,,02-Nov-06
103,2007,11,Glacier Falls,BWGF06S0,,615782,0,615782,Atlantic salmon,,02-Nov-06
103,2007,12,Glacier Falls,BWGF06S0,,615511,0,615511,Atlantic salmon,,02-Nov-06
103,2008,1,Glacier Falls,BWGF06S0,,615163,0,615163,Atlantic salmon,,02-Nov-06
103,2008,2,Glacier Falls,BWGF06S0,,614839,0,614839,Atlantic salmon,,02-Nov-06
103,2008,3,Glacier Falls,BWGF06S0,,614550,0,614550,Atlantic salmon,,02-Nov-06
103,2008,4,Glacier Falls,BWGF06S0,,614226,0,614226,Atlantic salmon,,02-Nov-06
103,2008,5,Glacier Falls,BWGF06S0,,613919,0,613919,Atlantic salmon,,02-Nov-06
103,2008,6,Glacier Falls,BWGF06S0,,613557,0,613557,Atlantic salmon,,02-Nov-06
103,2008,7,Glacier Falls,BWGF06S0,,376245,0,376245,Atlantic salmon,,02-Nov-06
103,2008,8,Glacier Falls,BWGF06S0,,375954,0,375954,Atlantic salmon,,02-Nov-06
103,2008,9,Glacier Falls,BWGF06S0,,375542,0,375542,Atlantic salmon,,02-Nov-06
103,2008,10,Glacier Falls,BWGF06S0,,375098,0,375098,Atlantic salmon,,02-Nov-06
103,2008,11,Glacier Falls,BWGF06S0,,275878,0,275878,Atlantic salmon,,02-Nov-06
103,2008,12,Glacier Falls,BWGF06S0,,45124,0,45124,Atlantic salmon,,02-Nov-06
103,2009,7,Glacier Falls,GF08S0,281547,0,441530,441530,Atlantic salmon,2007,25-Oct-08
103,2009,8,Glacier Falls,GF08S0,281547,421271,0,421271,Atlantic salmon,2007,25-Oct-08
103,2009,9,Glacier Falls,GF08S0,281547,420656,0,420656,Atlantic salmon,2007,25-Oct-08
103,2009,10,Glacier Falls,GF08S0,281547,420212,0,420212,Atlantic salmon,2007,25-Oct-08
103,2009,11,Glacier Falls,GF08S0,281547,419666,0,419666,Atlantic salmon,2007,25-Oct-08
103,2009,12,Glacier Falls,GF08S0,281547,419373,0,419373,Atlantic salmon,2007,25-Oct-08
103,2010,1,Glacier Falls,GF08S0,281547,418988,0,418988,Atlantic salmon,2007,27-Oct-08
103,2010,2,Glacier Falls,GF08S0,281547,418660,0,418660,Atlantic salmon,2007,27-Oct-08
103,2010,3,Glacier Falls,GF08S0,281547,418212,0,418212,Atlantic salmon,2007,27-Oct-08
103,2010,4,Glacier Falls,GF08S0,281547,417724,0,417724,Atlantic salmon,2007,27-Oct-08
103,2010,5,Glacier Falls,GF08S0,281547,417278,0,417278,Atlantic salmon,2007,27-Oct-08
103,2010,6,Glacier Falls,GF08S0,281547,416712,0,416712,Atlantic salmon,2007,27-Oct-08
103,2010,7,Glacier Falls,GF08S0,,416157,0,,Atlantic salmon,,01-Jul-10
103,2010,8,Glacier Falls,GF08S0,,415408,0,,Atlantic salmon,,01-Aug-10
103,2010,9,Glacier Falls,GF08S0,,414242,0,,Atlantic salmon,,01-Sep-10
103,2010,10,Glacier Falls,GF08S0,,235173,0,,Atlantic salmon,,01-Oct-10
103,2010,11,Glacier Falls,GF08S0,,234898,0,,Atlantic salmon,,01-Nov-10
103,2010,12,Glacier Falls,GF08S0,,234606,0,,Atlantic salmon,,01-Dec-10
103,2011,1,Glacier Falls,GF08S0,,49176,0,,Atlantic salmon,,01-Jan-11
103,2011,7,Glacier Falls,GF2010S0,,0,347623,,Atlantic salmon,,01-Jul-11
103,2011,8,Glacier Falls,GF2010S0,,345353,0,,Atlantic salmon,,11-Aug-11
103,2011,9,Glacier Falls,GF2010S0,,344802,0,,Atlantic salmon,,11-Sep-11
103,2011,10,Glacier Falls,GF2010S0,,344543,0,,Atlantic salmon,,31-Oct-11
103,2011,11,Glacier Falls,GF2010S0,,344165,0,,Atlantic salmon,,30-Nov-11
103,2011,12,Glacier Falls,GF2010S0,,343819,0,,Atlantic salmon,,31-Dec-11
103,2012,1,Glacier Falls,GF2010S0,,343517,0,,Atlantic salmon,,31-Jan-12
103,2012,2,Glacier Falls,GF2010S0,,343087,0,,Atlantic salmon,,29-Feb-12
103,2012,2,Glacier Falls,GF2010S0,,343087,0,,Atlantic salmon,,29-Feb-12
103,2012,3,Glacier Falls,GF2010S0,,342698,0,,Atlantic salmon,,31-Mar-12
103,2012,4,Glacier Falls,GF2010S0,,341573,0,,Atlantic salmon,,30-Apr-12
103,2012,5,Glacier Falls,GF2010S0,,340533,0,,Atlantic salmon,,31-May-12
103,2012,6,Glacier Falls,GF2010S0,,339720,0,,Atlantic salmon,,30-Jun-12
103,2012,7,Glacier Falls,GF2010S0,,222516,0,,Atlantic salmon,,31-Jul-12
103,2012,8,Glacier Falls,GF2010S0,,221950,0,,Atlantic salmon,,31-Aug-12
103,2012,9,Glacier Falls,GF2010S0,,221170,0,,Atlantic salmon,,30-Sep-12
103,2012,10,Glacier Falls,GF2010S0,,89622,0,,Atlantic salmon,,31-Oct-12
104,2003,4,Humphrey Rocks,Humphrey Rock,,0,646098,646098,Atlantic salmon,,
104,2003,5,Humphrey Rocks,Humphrey Rock,,643197,0,643197,Atlantic salmon,,
104,2003,6,Humphrey Rocks,Humphrey Rock,,634589,0,634589,Atlantic salmon,,
104,2003,7,Humphrey Rocks,Humphrey Rock,,630567,0,630567,Atlantic salmon,,
104,2003,8,Humphrey Rocks,Humphrey Rock,,618908,0,618908,Atlantic salmon,,
104,2003,9,Humphrey Rocks,Humphrey Rock,,609994,0,609994,Atlantic salmon,,
104,2003,10,Humphrey Rocks,Humphrey Rock,,608989,0,608989,Atlantic salmon,,
104,2003,11,Humphrey Rocks,Humphrey Rock,,608514,0,608514,Atlantic salmon,,
104,2003,12,Humphrey Rocks,Humphrey Rock,,608163,0,608163,Atlantic salmon,,
104,2004,1,Humphrey Rocks,Humphrey Rock,,607828,0,607828,Atlantic salmon,,20-Apr-03
104,2004,2,Humphrey Rocks,Humphrey Rock,,606117,0,606117,Atlantic salmon,,20-Apr-03
104,2004,3,Humphrey Rocks,Humphrey Rock,,605519,0,605519,Atlantic salmon,,20-Apr-03
104,2004,4,Humphrey Rocks,Humphrey Rock,,605064,0,605064,Atlantic salmon,,20-Apr-03
104,2004,5,Humphrey Rocks,Humphrey Rock,,604095,0,604095,Atlantic salmon,,20-Apr-03
104,2004,6,Humphrey Rocks,Humphrey Rock,,602503,0,602503,Atlantic salmon,,20-Apr-03
104,2004,7,Humphrey Rocks,Humphrey Rock,,599727,3808,603535,Atlantic salmon,,20-Apr-03
104,2004,8,Humphrey Rocks,Humphrey Rock,,602751,0,602751,Atlantic salmon,,20-Apr-03
104,2004,9,Humphrey Rocks,Humphrey Rock,,598571,0,598571,Atlantic salmon,,20-Apr-03
104,2004,10,Humphrey Rocks,Humphrey Rock,,597027,0,597027,Atlantic salmon,,20-Apr-03
104,2004,11,Humphrey Rocks,Humphrey Rock,,595143,0,595143,Atlantic salmon,,20-Apr-03
104,2004,12,Humphrey Rocks,Humphrey Rock,,593892,0,593892,Atlantic salmon,,20-Apr-03
104,2005,1,Humphrey Rocks,Humphrey Rock,,591771,0,591771,Atlantic salmon,,20-Apr-03
104,2005,2,Humphrey Rocks,Humphrey Rock,,532979,0,532979,Atlantic salmon,,20-Apr-03
104,2005,3,Humphrey Rocks,Humphrey Rock,,405995,0,405995,Atlantic salmon,,20-Apr-03
104,2005,4,Humphrey Rocks,Humphrey Rock,,324898,0,324898,Atlantic salmon,,20-Apr-03
