bamp_farm_id,Inventory_Year,Inventory_Month,site_name,Fish_Group_Name,Fish_Group_ID,Inventory_Balance_Inventory_Start,Inventory_Balance_Fish_In,INC End_of_month created_CWR,Species,Freshwater_YearClass,Fish_Group_SW_Entry_Date
104,2005,5,Humphrey Rocks,Humphrey Rock,,68562,0,68562,Atlantic salmon,,20-Apr-03
104,2005,9,Humphrey Rocks,Hump-05 (243551),,0,710751,710751,Atlantic salmon,,23-Feb-05
104,2005,10,Humphrey Rocks,Hump-05 (243551),,710033,0,710033,Atlantic salmon,,23-Feb-05
104,2005,11,Humphrey Rocks,Hump-05 (243551),,709621,0,709621,Atlantic salmon,,23-Feb-05
104,2005,12,Humphrey Rocks,Hump-05 (243551),,709064,0,709064,Atlantic salmon,,23-Feb-05
104,2006,1,Humphrey Rocks,Hump-05 (243551),,707985,0,707985,Atlantic salmon,,23-Feb-05
104,2006,2,Humphrey Rocks,Hump-05 (243551),,707221,0,707221,Atlantic salmon,,23-Feb-05
104,2006,3,Humphrey Rocks,Hump-05 (243551),,706490,0,706490,Atlantic salmon,,23-Feb-05
104,2006,4,Humphrey Rocks,Hump-05 (243551),,705667,0,705667,Atlantic salmon,,23-Feb-05
104,2006,5,Humphrey Rocks,Hump-05 (243551),,704734,0,704734,Atlantic salmon,,23-Feb-05
104,2006,6,Humphrey Rocks,Hump-05 (243551),,703961,0,703961,Atlantic salmon,,23-Feb-05
104,2006,7,Humphrey Rocks,Hump-05 (243551),,683366,0,683366,Atlantic salmon,,23-Feb-05
104,2006,8,Humphrey Rocks,Hump-05 (243551),,664619,0,664619,Atlantic salmon,,23-Feb-05
104,2006,9,Humphrey Rocks,Hump-05 (243551),,654177,0,654177,Atlantic salmon,,23-Feb-05
104,2006,10,Humphrey Rocks,Hump-05 (243551),,575393,0,575393,Atlantic salmon,,23-Feb-05
104,2006,11,Humphrey Rocks,Hump-05 (243551),,573420,0,573420,Atlantic salmon,,23-Feb-05
104,2006,12,Humphrey Rocks,Hump-05 (243551),,495599,0,495599,Atlantic salmon,,23-Feb-05
104,2007,1,Humphrey Rocks,Hump-05 (243551),,493926,0,493926,Atlantic salmon,,23-Feb-05
104,2007,2,Humphrey Rocks,Hump-05 (243551),,479741,0,479741,Atlantic salmon,,23-Feb-05
104,2007,3,Humphrey Rocks,Hump-05 (243551),,362680,0,362680,Atlantic salmon,,23-Feb-05
104,2007,4,Humphrey Rocks,Hump-05 (243551),,126813,0,126813,Atlantic salmon,,23-Feb-05
104,2007,5,Humphrey Rocks,Hump-05 (243551),,96072,0,96072,Atlantic salmon,,23-Feb-05
104,2007,6,Humphrey Rocks,Hump-05 (243551),,27646,0,27646,Atlantic salmon,,23-Feb-05
104,2007,8,Humphrey Rocks,HR06,,0,682665,682665,Atlantic salmon,,29-Dec-06
104,2007,9,Humphrey Rocks,HR06,,682665,0,682665,Atlantic salmon,,29-Dec-06
104,2007,10,Humphrey Rocks,HR06,,681344,0,681344,Atlantic salmon,,29-Dec-06
104,2007,11,Humphrey Rocks,HR06,,681026,0,681026,Atlantic salmon,,29-Dec-06
104,2007,12,Humphrey Rocks,HR06,,680920,0,680920,Atlantic salmon,,29-Dec-06
104,2008,1,Humphrey Rocks,HR06,,680599,0,680599,Atlantic salmon,,29-Dec-06
104,2008,2,Humphrey Rocks,HR06,,680006,0,680006,Atlantic salmon,,29-Dec-06
104,2008,3,Humphrey Rocks,HR06,,679615,0,679615,Atlantic salmon,,29-Dec-06
104,2008,4,Humphrey Rocks,HR06,,679141,0,679141,Atlantic salmon,,29-Dec-06
104,2008,5,Humphrey Rocks,HR06,,678817,0,678817,Atlantic salmon,,29-Dec-06
104,2008,6,Humphrey Rocks,HR06,,678415,0,678415,Atlantic salmon,,29-Dec-06
104,2008,7,Humphrey Rocks,HR06,,678108,0,678108,Atlantic salmon,,29-Dec-06
104,2008,8,Humphrey Rocks,HR06,,677819,0,677819,Atlantic salmon,,29-Dec-06
104,2008,9,Humphrey Rocks,HR06,,677587,0,677587,Atlantic salmon,,29-Dec-06
104,2008,10,Humphrey Rocks,HR06,,677199,0,677199,Atlantic salmon,,29-Dec-06
104,2008,11,Humphrey Rocks,HR06,,675225,0,675225,Atlantic salmon,,29-Dec-06
104,2008,12,Humphrey Rocks,HR06,,674438,0,674438,Atlantic salmon,,29-Dec-06
104,2009,1,Humphrey Rocks,HR06,281153,673683,0,673683,Atlantic salmon,2005,29-Dec-06
104,2009,2,Humphrey Rocks,HR06,281153,350406,0,350406,Atlantic salmon,2005,29-Dec-06
104,2009,3,Humphrey Rocks,HR06,281153,41649,0,41649,Atlantic salmon,2005,29-Dec-06
104,2009,6,Humphrey Rocks,HR08S0,281510,0,287794,287794,Atlantic salmon,2007,21-Oct-08
104,2009,7,Humphrey Rocks,HR08S0,281510,273975,272020,545995,Atlantic salmon,2007,21-Oct-08
104,2009,8,Humphrey Rocks,HR08S0,281510,540135,0,540135,Atlantic salmon,2007,21-Oct-08
104,2009,9,Humphrey Rocks,HR08S0,281510,539796,0,539796,Atlantic salmon,2007,21-Oct-08
104,2009,10,Humphrey Rocks,HR08S0,281510,539439,0,539439,Atlantic salmon,2007,21-Oct-08
104,2009,11,Humphrey Rocks,HR08S0,281510,539046,0,539046,Atlantic salmon,2007,21-Oct-08
104,2009,12,Humphrey Rocks,HR08S0,281510,538533,0,538533,Atlantic salmon,2007,21-Oct-08
104,2010,1,Humphrey Rocks,HR08S0,281510,537796,0,537796,Atlantic salmon,2007,27-Oct-08
104,2010,2,Humphrey Rocks,HR08S0,281510,536663,0,536663,Atlantic salmon,2007,27-Oct-08
104,2010,3,Humphrey Rocks,HR08S0,281510,534818,0,534818,Atlantic salmon,2007,27-Oct-08
104,2010,4,Humphrey Rocks,HR08S0,281510,532562,0,532562,Atlantic salmon,2007,27-Oct-08
104,2010,5,Humphrey Rocks,HR08S0,281510,530943,0,530943,Atlantic salmon,2007,27-Oct-08
104,2010,6,Humphrey Rocks,HR08S0,281510,528757,0,528757,Atlantic salmon,2007,27-Oct-08
104,2010,7,Humphrey Rocks,HR08S0,,525837,0,,Atlantic salmon,,01-Jul-10
104,2010,8,Humphrey Rocks,HR08S0,,522515,0,,Atlantic salmon,,01-Aug-10
104,2010,9,Humphrey Rocks,HR08S0,,503521,0,,Atlantic salmon,,01-Sep-10
104,2010,10,Humphrey Rocks,HR08S0,,261175,0,,Atlantic salmon,,01-Oct-10
104,2010,11,Humphrey Rocks,HR08S0,,259591,0,,Atlantic salmon,,01-Nov-10
104,2010,12,Humphrey Rocks,HR08S0,,241318,0,,Atlantic salmon,,01-Dec-10
104,2011,7,Humphrey Rocks,HR2010S0,,0,583100,,Atlantic salmon,,01-Jul-11
104,2011,8,Humphrey Rocks,HR2010S0,,581452,0,,Atlantic salmon,,11-Aug-11
104,2011,9,Humphrey Rocks,HR2010S0,,580763,0,,Atlantic salmon,,11-Sep-11
104,2011,10,Humphrey Rocks,HR2010S0,,580517,0,,Atlantic salmon,,31-Oct-11
104,2011,11,Humphrey Rocks,HR2010S0,,580168,0,,Atlantic salmon,,30-Nov-11
104,2011,12,Humphrey Rocks,HR2010S0,,579618,0,,Atlantic salmon,,31-Dec-11
104,2012,1,Humphrey Rocks,HR2010S0,,579019,0,,Atlantic salmon,,31-Jan-12
104,2012,2,Humphrey Rocks,HR2010S0,,578580,0,,Atlantic salmon,,29-Feb-12
104,2012,2,Humphrey Rocks,HR2010S0,,578580,0,,Atlantic salmon,,29-Feb-12
104,2012,3,Humphrey Rocks,HR2010S0,,578169,0,,Atlantic salmon,,31-Mar-12
104,2012,4,Humphrey Rocks,HR2010S0,,577621,0,,Atlantic salmon,,30-Apr-12
104,2012,5,Humphrey Rocks,HR2010S0,,576512,0,,Atlantic salmon,,31-May-12
104,2012,6,Humphrey Rocks,HR2010S0,,575737,0,,Atlantic salmon,,30-Jun-12
104,2012,7,Humphrey Rocks,HR2010S0,,574649,0,,Atlantic salmon,,31-Jul-12
104,2012,8,Humphrey Rocks,HR2010S0,,573304,0,,Atlantic salmon,,31-Aug-12
104,2012,9,Humphrey Rocks,HR2010S0,,572052,0,,Atlantic salmon,,30-Sep-12
104,2012,10,Humphrey Rocks,HR2010S0,,517446,0,,Atlantic salmon,,31-Oct-12
104,2012,11,Humphrey Rocks,HR2010S0,,444550,0,,Atlantic salmon,,30-Nov-12
104,2012,12,Humphrey Rocks,HR2010S0,,442793,0,,Atlantic salmon,,31-Dec-12
105,2003,2,Larsen,BSLA03S1,,0,414381,414381,Atlantic salmon,,
105,2003,3,Larsen,BSLA03S1,,413594,476553,890147,Atlantic salmon,,
105,2003,4,Larsen,BSLA03S1,,807029,147353,954382,Atlantic salmon,,
105,2003,5,Larsen,BSLA03S1,,949921,0,949921,Atlantic salmon,,
105,2003,6,Larsen,BSLA03S1,,936133,0,936133,Atlantic salmon,,
105,2003,7,Larsen,BSLA03S1,,919921,0,919921,Atlantic salmon,,
105,2003,8,Larsen,BSLA03S1,,913942,0,913942,Atlantic salmon,,
105,2003,9,Larsen,BSLA03S1,,907712,0,907712,Atlantic salmon,,
105,2003,10,Larsen,BSLA03S1,,906325,0,906325,Atlantic salmon,,
105,2003,11,Larsen,BSLA03S1,,905146,0,905146,Atlantic salmon,,
105,2003,12,Larsen,BSLA03S1,,455985,0,455985,Atlantic salmon,,
105,2004,2,Larsen,BSLA04S1,,0,119031,119031,Atlantic salmon,,23-Feb-04
105,2004,3,Larsen,BSLA04S1,,116563,350044,466607,Atlantic salmon,,23-Feb-04
105,2004,4,Larsen,BSLA04S1,,458585,660380,1118965,Atlantic salmon,,23-Feb-04
105,2004,5,Larsen,BSLA04S1,,1093369,39062,1132431,Atlantic salmon,,23-Feb-04
105,2004,6,Larsen,BSLA04S1,,1112317,0,1112317,Atlantic salmon,,23-Feb-04
105,2004,7,Larsen,BSLA04S1,,1082434,0,1082434,Atlantic salmon,,23-Feb-04
105,2004,8,Larsen,BSLA04S1,,1066927,0,1066927,Atlantic salmon,,23-Feb-04
105,2004,9,Larsen,BSLA04S1,,1055646,0,1055646,Atlantic salmon,,23-Feb-04
105,2004,10,Larsen,BSLA04S1,,1049010,0,1049010,Atlantic salmon,,23-Feb-04
105,2004,11,Larsen,BSLA04S1,,436348,0,436348,Atlantic salmon,,23-Feb-04
105,2004,12,Larsen,BSLA04S1,,72954,0,72954,Atlantic salmon,,23-Feb-04
105,2005,2,Larsen,BSLA05S1,,0,256004,256004,Atlantic salmon,,15-Feb-05
105,2005,3,Larsen,BSLA05S1,,255784,698278,954062,Atlantic salmon,,15-Feb-05
105,2005,4,Larsen,BSLA05S1,,932634,43625,976259,Atlantic salmon,,15-Feb-05
105,2005,5,Larsen,BSLA05S1,,971691,0,971691,Atlantic salmon,,15-Feb-05
105,2005,6,Larsen,BSLA05S1,,961894,0,961894,Atlantic salmon,,15-Feb-05
105,2005,7,Larsen,BSLA05S1,,949340,0,949340,Atlantic salmon,,15-Feb-05
105,2005,8,Larsen,BSLA05S1,,944514,0,944514,Atlantic salmon,,15-Feb-05
105,2005,9,Larsen,BSLA05S1,,942123,0,942123,Atlantic salmon,,15-Feb-05
105,2005,10,Larsen,BSLA05S1,,205034,0,205034,Atlantic salmon,,15-Feb-05
105,2005,11,Larsen,BSLA05S1,,136577,0,136577,Atlantic salmon,,15-Feb-05
105,2005,12,Larsen,BSLA05S1,,136373,0,136373,Atlantic salmon,,15-Feb-05
105,2006,1,Larsen,BSLA05S1,,65670,0,65670,Atlantic salmon,,15-Feb-05
105,2006,1,Larsen,BELA06S1,,0,197631,197631,Atlantic salmon,,01-Jan-06
105,2006,2,Larsen,BELA06S1,,197631,470019,667650,Atlantic salmon,,01-Jan-06
105,2006,3,Larsen,BELA06S1,,663457,514344,1177801,Atlantic salmon,,01-Jan-06
105,2006,4,Larsen,BELA06S1,,1166344,0,1166344,Atlantic salmon,,01-Jan-06
105,2006,5,Larsen,BELA06S1,,1163536,0,1163536,Atlantic salmon,,01-Jan-06
105,2006,6,Larsen,BELA06S1,,1151774,0,1151774,Atlantic salmon,,01-Jan-06
105,2006,7,Larsen,BELA06S1,,1147724,0,1147724,Atlantic salmon,,01-Jan-06
105,2006,8,Larsen,BELA06S1,,1145864,0,1145864,Atlantic salmon,,01-Jan-06
105,2006,9,Larsen,BELA06S1,,556049,0,556049,Atlantic salmon,,01-Jan-06
105,2006,10,Larsen,BELA06S1,,91531,0,91531,Atlantic salmon,,01-Jan-06
105,2006,12,Larsen,BELA07S1,,0,72948,72948,Atlantic salmon,,29-Dec-06
105,2007,1,Larsen,BELA07S1,,72822,0,72822,Atlantic salmon,,29-Dec-06
105,2007,2,Larsen,BELA07S1,,72697,926703,999400,Atlantic salmon,,29-Dec-06
105,2007,3,Larsen,BELA07S1,,959184,0,959184,Atlantic salmon,,29-Dec-06
105,2007,4,Larsen,BELA07S1,,952379,421113,1373492,Atlantic salmon,,29-Dec-06
105,2007,5,Larsen,BELA07S1,,1363738,0,1363738,Atlantic salmon,,29-Dec-06
105,2007,6,Larsen,BELA07S1,,1360543,0,1360543,Atlantic salmon,,29-Dec-06
105,2007,7,Larsen,BELA07S1,,1354111,0,1354111,Atlantic salmon,,29-Dec-06
105,2007,8,Larsen,BELA07S1,,1274771,0,1274771,Atlantic salmon,,29-Dec-06
105,2007,9,Larsen,BELA07S1,,308532,0,308532,Atlantic salmon,,29-Dec-06
105,2007,12,Larsen,BELA07S1,,0,787865,787865,Atlantic salmon,,29-Dec-06
105,2008,1,Larsen,BELA07S1,,774017,0,774017,Atlantic salmon,,29-Dec-06
105,2008,1,Larsen,BELA07S0,,0,1242446,1242446,Atlantic salmon,,16-Dec-07
105,2008,2,Larsen,BELA07S0,,1231937,0,1231937,Atlantic salmon,,16-Dec-07
105,2008,3,Larsen,BELA07S0,,1208784,0,1208784,Atlantic salmon,,16-Dec-07
105,2008,4,Larsen,BELA07S0,,1194316,0,1194316,Atlantic salmon,,16-Dec-07
105,2008,5,Larsen,BELA07S0,,1185583,0,1185583,Atlantic salmon,,16-Dec-07
105,2008,6,Larsen,BELA07S0,,1179773,0,1179773,Atlantic salmon,,16-Dec-07
105,2008,7,Larsen,BELA07S0,,1173981,0,1173981,Atlantic salmon,,16-Dec-07
105,2008,8,Larsen,BELA07S0,,1170686,0,1170686,Atlantic salmon,,16-Dec-07
105,2008,10,Larsen,LI08S0,,0,385360,385360,Atlantic salmon,,21-Oct-08
105,2008,11,Larsen,LI08S0,,384934,707365,1092299,Atlantic salmon,,21-Oct-08
105,2008,12,Larsen,LI08S0,,1061364,98584,1159948,Atlantic salmon,,21-Oct-08
105,2009,1,Larsen,LI08S0,281371,1150945,0,1150945,Atlantic salmon,2007,21-Oct-08
105,2009,2,Larsen,LI08S0,281371,1147052,0,1147052,Atlantic salmon,2007,21-Oct-08
105,2009,3,Larsen,LI08S0,281371,1142168,0,1142168,Atlantic salmon,2007,21-Oct-08
105,2009,4,Larsen,LI08S0,281371,1138992,0,1138992,Atlantic salmon,2007,21-Oct-08
105,2009,5,Larsen,LI08S0,281371,1136100,0,1136100,Atlantic salmon,2007,21-Oct-08
105,2009,6,Larsen,LI08S0,281371,1132920,0,1132920,Atlantic salmon,2007,21-Oct-08
105,2009,7,Larsen,LI08S0,281371,468627,0,468627,Atlantic salmon,2007,21-Oct-08
105,2009,10,Larsen,LI09S0,281565,0,256510,256510,Atlantic salmon,2008,11-Oct-09
105,2009,11,Larsen,LI09S0,281565,254018,777462,1031480,Atlantic salmon,2008,11-Oct-09
105,2009,12,Larsen,LI09S0,281565,1015399,0,1015399,Atlantic salmon,2008,11-Oct-09
105,2010,1,Larsen,LI09S0,281565,1011783,0,1011783,Atlantic salmon,2008,11-Oct-09
105,2010,2,Larsen,LI09S0,281565,1006177,0,1006177,Atlantic salmon,2008,11-Oct-09
105,2010,3,Larsen,LI09S0,281565,521076,0,521076,Atlantic salmon,2008,11-Oct-09
105,2010,4,Larsen,LI09S0,281565,516233,0,516233,Atlantic salmon,2008,11-Oct-09
105,2010,5,Larsen,LI09S0,281565,513507,0,513507,Atlantic salmon,2008,11-Oct-09
105,2010,6,Larsen,LI09S0,281565,507881,0,507881,Atlantic salmon,2008,11-Oct-09
105,2010,7,Larsen,LI09S0,,504773,0,,Atlantic salmon,,01-Jul-10
105,2012,10,Larsen,LI2012S0,,0,233209,,Atlantic salmon,,31-Oct-12
105,2012,11,Larsen,LI2012S0,,231107,320544,,Atlantic salmon,,30-Nov-12
105,2012,12,Larsen,LI2012S0,,544053,0,,Atlantic salmon,,31-Dec-12
106,2003,1,Midsummer,BSMS01S1,,327246,0,327246,Atlantic salmon,,
106,2003,2,Midsummer,BSMS01S1,,306628,1259,307887,Atlantic salmon,,
106,2003,3,Midsummer,BSMS01S1,,256913,1752,258665,Atlantic salmon,,
106,2003,4,Midsummer,BSMS01S1,,224007,0,224007,Atlantic salmon,,
106,2003,5,Midsummer,BSMS01S1,,34443,4464,38907,Atlantic salmon,,
106,2003,12,Midsummer,BSMS03S1,,0,421292,421292,Atlantic salmon,,
106,2004,1,Midsummer,BSMS03S1,,420449,0,420449,Atlantic salmon,,15-Mar-03
106,2004,2,Midsummer,BSMS03S1,,420226,0,420226,Atlantic salmon,,15-Mar-03
106,2004,3,Midsummer,BSMS03S1,,419928,0,419928,Atlantic salmon,,15-Mar-03
106,2004,4,Midsummer,BSMS03S1,,419768,0,419768,Atlantic salmon,,15-Mar-03
106,2004,5,Midsummer,BSMS03S1,,419496,0,419496,Atlantic salmon,,15-Mar-03
106,2004,6,Midsummer,BSMS03S1,,418645,0,418645,Atlantic salmon,,15-Mar-03
106,2004,7,Midsummer,BSMS03S1,,417138,0,417138,Atlantic salmon,,15-Mar-03
106,2004,8,Midsummer,BSMS03S1,,416359,0,416359,Atlantic salmon,,15-Mar-03
106,2004,9,Midsummer,BSMS03S1,,415340,0,415340,Atlantic salmon,,15-Mar-03
106,2004,10,Midsummer,BSMS03S1,,413476,0,413476,Atlantic salmon,,15-Mar-03
106,2004,11,Midsummer,BSMS03S1,,411423,0,411423,Atlantic salmon,,15-Mar-03
106,2004,12,Midsummer,BSMS03S1,,410895,0,410895,Atlantic salmon,,15-Mar-03
106,2005,1,Midsummer,BSMS03S1,,410238,0,410238,Atlantic salmon,,15-Mar-03
106,2005,2,Midsummer,BSMS03S1,,409675,0,409675,Atlantic salmon,,15-Mar-03
106,2005,3,Midsummer,BSMS03S1,,291000,0,291000,Atlantic salmon,,15-Mar-03
106,2005,4,Midsummer,BSMS03S1,,68102,0,68102,Atlantic salmon,,15-Mar-03
106,2005,5,Midsummer,BSMS03S1,,67874,0,67874,Atlantic salmon,,15-Mar-03
106,2005,6,Midsummer,BSMS03S1,,42346,0,42346,Atlantic salmon,,15-Mar-03
106,2006,3,Midsummer,BWMS05S1,,0,624168,624168,Atlantic salmon,,15-Mar-05
106,2006,4,Midsummer,BWMS05S1,,622415,0,622415,Atlantic salmon,,15-Mar-05
106,2006,5,Midsummer,BWMS05S1,,621650,0,621650,Atlantic salmon,,15-Mar-05
106,2006,6,Midsummer,BWMS05S1,,620535,0,620535,Atlantic salmon,,15-Mar-05
106,2006,7,Midsummer,BWMS05S1,,619245,0,619245,Atlantic salmon,,15-Mar-05
106,2006,8,Midsummer,BWMS05S1,,616212,0,616212,Atlantic salmon,,15-Mar-05
106,2006,9,Midsummer,BWMS05S1,,496877,0,496877,Atlantic salmon,,15-Mar-05
106,2006,10,Midsummer,BWMS05S1,,419199,0,419199,Atlantic salmon,,15-Mar-05
106,2006,11,Midsummer,BWMS05S1,,342325,0,342325,Atlantic salmon,,15-Mar-05
106,2006,12,Midsummer,BWMS05S1,,218237,0,218237,Atlantic salmon,,15-Mar-05
106,2007,1,Midsummer,BWMS05S1,,132890,0,132890,Atlantic salmon,,15-Mar-05
106,2007,2,Midsummer,BWMS05S1,,62350,0,62350,Atlantic salmon,,15-Mar-05
106,2007,3,Midsummer,BWMS05S1,,62263,0,62263,Atlantic salmon,,15-Mar-05
106,2007,4,Midsummer,BWMS05S1,,18913,0,18913,Atlantic salmon,,15-Mar-05
106,2007,9,Midsummer,MS06,,0,557364,557364,Atlantic salmon,,29-Dec-06
106,2007,10,Midsummer,MS06,,555524,0,555524,Atlantic salmon,,29-Dec-06
106,2007,11,Midsummer,MS06,,555091,0,555091,Atlantic salmon,,29-Dec-06
106,2007,12,Midsummer,MS06,,554390,0,554390,Atlantic salmon,,29-Dec-06
106,2008,1,Midsummer,MS06,,554008,0,554008,Atlantic salmon,,29-Dec-06
106,2008,2,Midsummer,MS06,,553501,0,553501,Atlantic salmon,,29-Dec-06
106,2008,3,Midsummer,MS06,,553286,0,553286,Atlantic salmon,,29-Dec-06
106,2008,4,Midsummer,MS06,,552955,0,552955,Atlantic salmon,,29-Dec-06
106,2008,5,Midsummer,MS06,,552641,0,552641,Atlantic salmon,,29-Dec-06
106,2008,6,Midsummer,MS06,,550768,0,550768,Atlantic salmon,,29-Dec-06
106,2008,7,Midsummer,MS06,,542955,0,542955,Atlantic salmon,,29-Dec-06
106,2008,8,Midsummer,MS06,,542307,0,542307,Atlantic salmon,,29-Dec-06
106,2008,9,Midsummer,MS06,,540803,0,540803,Atlantic salmon,,29-Dec-06
106,2008,10,Midsummer,MS06,,539691,0,539691,Atlantic salmon,,29-Dec-06
106,2008,11,Midsummer,MS06,,538335,0,538335,Atlantic salmon,,29-Dec-06
106,2008,12,Midsummer,MS06,,537727,0,537727,Atlantic salmon,,29-Dec-06
106,2009,1,Midsummer,MS06,281162,370161,0,370161,Atlantic salmon,2005,29-Dec-06
106,2009,2,Midsummer,MS06,281162,247882,0,247882,Atlantic salmon,2005,29-Dec-06
106,2009,3,Midsummer,MS06,281162,247459,0,247459,Atlantic salmon,2005,29-Dec-06
106,2009,4,Midsummer,MS06,281162,2124,0,2124,Atlantic salmon,2005,29-Dec-06
106,2009,10,Midsummer,MS08S0,281563,0,426644,426644,Atlantic salmon,2007,25-Oct-08
106,2009,11,Midsummer,MS08S0,281563,428973,0,428973,Atlantic salmon,2007,25-Oct-08
106,2009,12,Midsummer,MS08S0,281563,428780,0,428780,Atlantic salmon,2007,25-Oct-08
106,2010,1,Midsummer,MS08S0,281563,428642,0,428642,Atlantic salmon,2007,16-Nov-08
106,2010,2,Midsummer,MS08S0,281563,428439,0,428439,Atlantic salmon,2007,16-Nov-08
106,2010,3,Midsummer,MS08S0,281563,428296,0,428296,Atlantic salmon,2007,16-Nov-08
106,2010,4,Midsummer,MS08S0,281563,428058,0,428058,Atlantic salmon,2007,16-Nov-08
106,2010,5,Midsummer,MS08S0,281563,427728,0,427728,Atlantic salmon,2007,16-Nov-08
106,2010,6,Midsummer,MS08S0,281563,427464,0,427464,Atlantic salmon,2007,16-Nov-08
106,2010,7,Midsummer,MS08S0,,427189,0,,Atlantic salmon,,01-Jul-10
106,2010,8,Midsummer,MS08S0,,426889,0,,Atlantic salmon,,01-Aug-10
106,2010,9,Midsummer,MS08S0,,265624,0,,Atlantic salmon,,01-Sep-10
106,2010,10,Midsummer,MS08S0,,265305,0,,Atlantic salmon,,01-Oct-10
106,2010,11,Midsummer,MS08S0,,182290,0,,Atlantic salmon,,01-Nov-10
106,2011,7,Midsummer,MS2010S0,,0,444654,,Atlantic salmon,,01-Jul-11
106,2011,8,Midsummer,MS2010S0,,436313,0,,Atlantic salmon,,11-Aug-11
106,2011,9,Midsummer,MS2010S0,,435212,0,,Atlantic salmon,,11-Sep-11
106,2011,10,Midsummer,MS2010S0,,434403,0,,Atlantic salmon,,31-Oct-11
106,2011,11,Midsummer,MS2010S0,,433978,0,,Atlantic salmon,,30-Nov-11
106,2011,12,Midsummer,MS2010S0,,433654,0,,Atlantic salmon,,31-Dec-11
106,2012,1,Midsummer,MS2010S0,,433362,0,,Atlantic salmon,,31-Jan-12
106,2012,2,Midsummer,MS2010S0,,433114,0,,Atlantic salmon,,29-Feb-12
106,2012,2,Midsummer,MS2010S0,,433114,0,,Atlantic salmon,,29-Feb-12
106,2012,3,Midsummer,MS2010S0,,432853,0,,Atlantic salmon,,31-Mar-12
106,2012,4,Midsummer,MS2010S0,,432610,0,,Atlantic salmon,,30-Apr-12
106,2012,5,Midsummer,MS2010S0,,432119,0,,Atlantic salmon,,31-May-12
106,2012,6,Midsummer,MS2010S0,,431750,0,,Atlantic salmon,,30-Jun-12
106,2012,7,Midsummer,MS2010S0,,430645,0,,Atlantic salmon,,31-Jul-12
106,2012,8,Midsummer,MS2010S0,,353604,0,,Atlantic salmon,,31-Aug-12
106,2012,9,Midsummer,MS2010S0,,352204,0,,Atlantic salmon,,01-Sep-12
106,2012,10,Midsummer,MS2010S0,,350400,0,,Atlantic salmon,,31-Oct-12
106,2012,11,Midsummer,MS2010S0,,145829,0,,Atlantic salmon,,30-Nov-12
107,2003,1,Port Elizabeth,BEPE02S1,,574517,0,574517,Atlantic salmon,,
107,2003,2,Port Elizabeth,BEPE02S1,,574017,0,574017,Atlantic salmon,,
107,2003,3,Port Elizabeth,BEPE02S1,,570726,7470,578196,Atlantic salmon,,
107,2003,4,Port Elizabeth,BEPE02S1,,577505,0,577505,Atlantic salmon,,
107,2003,5,Port Elizabeth,BEPE02S1,,577182,0,577182,Atlantic salmon,,
107,2003,6,Port Elizabeth,BEPE02S1,,570865,3068,573933,Atlantic salmon,,
107,2003,7,Port Elizabeth,BEPE02S1,,570460,0,570460,Atlantic salmon,,
107,2003,8,Port Elizabeth,BEPE02S1,,569589,2182,571771,Atlantic salmon,,
107,2003,9,Port Elizabeth,BEPE02S1,,542903,0,542903,Atlantic salmon,,
107,2003,10,Port Elizabeth,BEPE02S1,,542247,0,542247,Atlantic salmon,,
107,2003,11,Port Elizabeth,BEPE02S1,,459232,0,459232,Atlantic salmon,,
107,2003,12,Port Elizabeth,BEPE02S1,,368405,0,368405,Atlantic salmon,,
107,2004,1,Port Elizabeth,BEPE02S1,,355903,1841,357744,Atlantic salmon,,08-Apr-02
107,2004,2,Port Elizabeth,BEPE02S1,,271784,0,271784,Atlantic salmon,,08-Apr-02
107,2004,3,Port Elizabeth,BEPE02S1,,230644,0,230644,Atlantic salmon,,08-Apr-02
107,2004,4,Port Elizabeth,BEPE02S1,,99986,0,99986,Atlantic salmon,,08-Apr-02
107,2004,5,Port Elizabeth,BEPE02S1,,23606,914,24520,Atlantic salmon,,08-Apr-02
107,2004,10,Port Elizabeth,BEPE04S1,,0,82348,82348,Atlantic salmon,,15-Dec-03
107,2004,11,Port Elizabeth,BEPE04S1,,82348,304954,387302,Atlantic salmon,,15-Dec-03
107,2004,12,Port Elizabeth,BEPE04S1,,386567,34174,420741,Atlantic salmon,,15-Dec-03
107,2005,1,Port Elizabeth,BEPE04S1,,420494,101548,522042,Atlantic salmon,,15-Dec-03
107,2005,2,Port Elizabeth,BEPE04S1,,521327,0,521327,Atlantic salmon,,15-Dec-03
107,2005,3,Port Elizabeth,BEPE04S1,,520032,0,520032,Atlantic salmon,,15-Dec-03
107,2005,4,Port Elizabeth,BEPE04S1,,518098,0,518098,Atlantic salmon,,15-Dec-03
107,2005,5,Port Elizabeth,BEPE04S1,,516859,0,516859,Atlantic salmon,,15-Dec-03
107,2005,6,Port Elizabeth,BEPE04S1,,506077,0,506077,Atlantic salmon,,15-Dec-03
107,2005,7,Port Elizabeth,BEPE04S1,,476415,0,476415,Atlantic salmon,,15-Dec-03
107,2005,8,Port Elizabeth,BEPE04S1,,474641,0,474641,Atlantic salmon,,15-Dec-03
107,2005,9,Port Elizabeth,BEPE04S1,,457213,0,457213,Atlantic salmon,,15-Dec-03
107,2005,10,Port Elizabeth,BEPE04S1,,437405,0,437405,Atlantic salmon,,15-Dec-03
