r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.6272610556357235,0.6076432164586564,0.35850203067799713,31.97401354829016,1.8831475878280334e-5,1,-7.204592836170418,20.409185672340836,23.542752985511108,2.441950414004704,19,21
