wild,farm,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
1.1413175572845728,6.420677025075847,0.10221279339865941,1.0391047638859134,0.07149534737330063,0.304610113971663,0.300260016764636,2.79265252392402
0.7192411436705899,6.788368062490853,0.3856032017950497,0.3336379418755402,0.1378447102365161,0.3875807669019619,0.06922121183942055,0.9305341006928657
-0.16986609076396822,5.836223510437295,-0.3482428972446332,0.17837680648066498,0.05359780332822891,0.39436522063310386,0.006384714777562653,0.47484309030295196
0.8140870565923175,6.983644326224222,0.5361084208468263,0.2779786357454912,0.19038089026933994,0.3899863520121697,0.07525821468414788,0.8000564892735652
0.451842762623477,6.611802948790649,0.2495192220716591,0.2023235405518179,0.10067359439743323,0.39352634761215244,0.017086099759601098,0.5525064494183363
-0.16261728177497015,6.87883906011512,0.455331887990444,-0.6179491697654141,0.16069256200616336,0.3634769742341386,0.29209784848839715,-1.74679453820127
-0.22679422214760991,6.251488091218718,-0.028186145338064073,-0.19860807680954584,0.05525875678791571,0.39379200631167227,0.008189141820391412,-0.5291637391762647
-0.38278743905658197,6.184478722279725,-0.079832257148432,-0.30295518190814996,0.051318611710478385,0.3898934467132677,0.017549313390369286,-0.8055041889052946
-1.0824488759724131,5.214226901665745,-0.8276341661212498,-0.2548147098511633,0.15263202720835348,0.3913243048420525,0.04628281789541247,-0.7168661614647402
-0.289813007875993,5.568976149066868,-0.5542183798510845,0.26440537197509145,0.08123060167497065,0.39136228019788744,0.0225588209170705,0.7143591665650555
-0.8378103250735431,5.406441519094562,-0.6794886488525567,-0.15832167622098647,0.10902837210410049,0.3947515317789252,0.011544144594241168,-0.43436822703197603
-0.4832993481864289,5.707646624191598,-0.4473409241089037,-0.0359584240775252,0.06408673998821325,0.3966295080852253,3.1722506860533666e-4,-0.09625703011423845
-0.6328633649288051,5.456892721468859,-0.6406044080359825,0.007741043107177381,0.09951005687450694,0.3967215929553833,2.465911200084511e-5,0.02112562958448793
-0.764416024628856,5.227550938884776,-0.8173649347156218,0.05294891008676572,0.14923441948875663,0.39649545168795725,0.0019383511151892527,0.14866258405090815
0.12616806513679693,6.613191816555664,0.2505896637280651,-0.1244215985912682,0.10092769951087283,0.3955188142136877,0.00648159533793022,-0.33981932763539835
-0.402435958475261,6.333579267930903,0.03508396387579982,-0.4375199223510608,0.06201172716568405,0.3821701174025315,0.04524221898563492,-1.169899989648094
-0.32935688695595444,5.828701656220286,-0.35404021379997275,0.024683326844018305,0.05406813267785874,0.39668115211489413,1.2345203869029432e-4,0.06572390721123136
-0.848567142834877,6.033723244703269,-0.19602398338342475,-0.6525431594514522,0.047620092325288944,0.36407777353522397,0.07496481738899327,-1.7316245615535724
-0.14753698388627648,6.300377969612984,0.009494736692690964,-0.15703172057896744,0.059025105643705014,0.3948871279284481,0.0055121966064073,-0.41922577784029985
-0.5197202663264718,5.274329113477254,-0.7813116055537321,0.2615913392272603,0.13774846430986043,0.39113005235999176,0.042514272899178134,0.7295515444049157
-0.13053088850488198,5.732918876454014,-0.42786284833068233,0.29733195982580035,0.06161428491845236,0.3900740604335259,0.020742975014234184,0.7948780559422575
