r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.6383723211080812,0.6193392853769275,0.34449843555870546,33.5402260640525,1.4019250948400553e-5,1,-6.367852558064719,18.735705116129438,21.869272429299706,2.2549042699455155,19,21
