mod_df$wild,mod_df$farm,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
1.1243835637499586,6.611802948790649,0.155617203390932,0.9687663603590266,0.10067359439743392,0.3888986654197144,0.2946935841763082,2.2945695366943712
0.7905440738974374,6.87883906011512,0.20653317963404483,0.5840108942633926,0.16069256200616341,0.43202095238999944,0.1962669733263838,1.4318623142294469
-0.051761451031056976,6.251488091218718,0.08691569842525637,-0.13867714945631335,0.05525875678791572,0.45616583774749264,0.0030035638486296044,-0.3204714273417993
0.8297568900037199,6.184478722279725,0.07413897163710281,0.7556179183666171,0.051318611710478385,0.41926409392919983,0.08212782679941263,1.74254059332627
0.5024884794877356,5.214226901665745,-0.11085967294018984,0.6133481524279254,0.15263202720835348,0.4295972857561633,0.20172856596844702,1.4966211727886516
-0.10011396678581765,5.568976149066868,-0.0432193670529073,-0.05689459973291035,0.08123060167497065,0.4571897194443446,7.857789968945118e-4,-0.13332409113208016
-0.16174050631290662,5.406441519094562,-0.07420996722794304,-0.08753053908496358,0.10902837210410049,0.4568812118894109,0.0026544997067386614,-0.20829004419106062
-0.3174905423196087,6.983644326224222,0.22651647857027024,-0.544007020889879,0.19038089026933994,0.43463859150988754,0.21683159207173142,-1.35801627791762
-0.6535998590874692,5.707646624191598,-0.01677896323616368,-0.6368208958513055,0.06408673998821324,0.43028522842392564,0.07484853196637473,-1.4785647610560786
-0.024802254225262027,5.227550938884776,-0.10831916873968406,0.08351691451442203,0.1492344194887566,0.4569055647569003,0.003627853633494691,0.20338097815387443
-0.2872701077988613,6.613191816555664,0.1558820198525619,-0.4431521276514232,0.10092769951087283,0.44394054373944863,0.0618555272546836,-1.0497753628620938
-0.16062009448669803,6.333579267930903,0.10256808484788515,-0.26318817933458316,0.06201172716568406,0.45289682870532555,0.01231582378815201,-0.6103915623871602
-0.3418646930542483,5.828701656220286,0.006302690792989507,-0.34816738384723783,0.05406813267785874,0.4495539626782202,0.018477768544831585,-0.8040795225243287
-0.3794493061202717,6.033723244703269,0.04539431131108751,-0.42484361743135923,0.047620092325288944,0.4457459531849176,0.023904500699873214,-0.9778333202199853
0.25828213241021836,6.300377969612984,0.09623756831957331,0.16204456409064505,0.05902510564370502,0.45570589493488284,0.004415718003519764,0.37522027279368203
0.05595284306531766,5.456892721468859,-0.06459039851573656,0.12054324158105423,0.09951005687450694,0.4564227262218814,0.004498281911485774,0.2853279255048382
0.058890341986219626,5.732918876454014,-0.011960283884442813,0.07085062587066243,0.061614284918452354,0.4570787487972542,8.860489502023494e-4,0.16428346083337064
-0.34544395808352585,5.274329113477254,-0.09939993899793298,-0.24604401908559287,0.13774846430986043,0.453119942563594,0.028294116314314593,-0.5951640226483165
0.2374379912093695,6.420677025075847,0.11917507972818386,0.11826291148118565,0.07149534737330004,0.4564880455796535,0.0029258930133114667,0.275674991983794
-0.14366699184081144,6.788368062490853,0.1892830064537938,-0.33294999829460525,0.13784471023651607,0.449527366616689,0.05185956161170388,-0.8054287255266478
0.05305083610064212,5.836223510437295,0.007736888395395436,0.04531394770524668,0.05359780332822891,0.4572719502222828,3.099638213744215e-4,0.1046248565358951
