r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.5885302958280105,0.5668739956084321,0.36747292946765947,27.175939096741427,4.950760010885365e-5,1,-7.72361477099765,21.4472295419953,24.58079685516557,2.565690723939325,19,21
