r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.054978861344303444,0.005240906678214197,0.5733603679819324,1.1053703698392594,0.3062793820074486,1,-17.065775127000663,40.131550254001326,43.26511756717159,6.246100119875162,19,21
