r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.05780341915880803,0.008214125430324293,0.44520409856355125,1.165643121987158,0.2938135959672385,1,-11.75316135883362,29.50632271766724,32.639890030837506,3.765927098177901,19,21
