r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.07504526432583075,0.008977068920533071,0.5103191945019893,1.1358758002313032,0.30456139692371653,1,-10.871263350803902,27.742526701607805,30.060292868327146,3.6459595238802276,14,16
