r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.05518347242205981,0.005456286760062934,0.5707724144649813,1.1097244231183754,0.3053549896866846,1,-16.97077371217165,39.9415474243433,43.075114737513566,6.189841833169502,19,21
