mod_df$wild,mod_df$farm,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
1.1388869218066757,4.640488890473085,-0.2381977407032072,1.377084662509883,0.10646410165371956,0.3396119165001588,0.4887513922685224,2.8642663925515524
-0.1715862680177421,6.06722643175843,-0.46522174826164897,0.29363548024390684,0.11740572271653506,0.5206499058614745,0.025117224926316784,0.6145210241164615
-0.16286410899595755,4.899434078312757,-0.27940137667704923,0.11653726768109168,0.07916508487474697,0.5267414364763424,0.002450684083723775,0.23877162278927475
-0.24248098068904675,3.357903416657231,-0.03411136470471998,-0.20836961598432677,0.4331525786449395,0.5222059825782057,0.11312663727652465,-0.5441392733189151
-0.37998809216862206,6.953924006565879,-0.6063140172320065,0.22632592506338445,0.3228621860780482,0.5222758306117432,0.06971387102910283,0.5407599748826524
-1.1197124411230144,5.075937141829485,-0.3074867334202457,-0.8122257077027687,0.06800061982748161,0.47343581080424385,0.09982116364073368,-1.6541606601018153
-0.30784568885153,4.8631919819218075,-0.27363449543442053,-0.03421119341710949,0.08220422426049724,0.5277243086568066,2.2076286246308456e-4,-0.07021080713795792
-0.8242247920532966,6.122618427857413,-0.4740357820815789,-0.35018900997171765,0.12578117746171572,0.5174944852012084,0.03900927838240876,-0.7363786774432263
-0.4876985215484444,6.174142942580792,-0.48223441811765566,-0.005464103430788736,0.1341053487102591,0.5278147294689997,1.0321465150103973e-5,-0.011545032284134109
-0.621447495710515,5.484350911137084,-0.3724739703627383,-0.24897352534777673,0.06530167133003739,0.5229623464780121,0.008955199051460465,-0.5063213076594983
-0.7383799129618024,5.607120461553614,-0.39200919287927727,-0.3463707200825251,0.07080582230294238,0.5183233903583916,0.019016294634084094,-0.706474842318614
0.12324357690400774,5.259397455600999,-0.33667913528472315,0.4599227121887309,0.06279151929383683,0.5111060797818544,0.029227106805054314,0.9340616046057717
-0.4062282249033804,4.409331961582385,-0.20141580229259326,-0.20481242261078714,0.1418050004728914,0.5242433411158425,0.015610604364625077,-0.4346824171609445
-0.3368353922109929,5.462477691259951,-0.368993480159726,0.032158087948733094,0.06462741826509424,0.5277366722791451,1.4764390221244696e-4,0.06537424247668466
-0.8521852255738436,5.274329113477254,-0.33905507669824,-0.5131301488756036,0.0626544366618363,0.5069350744418771,0.03629066943303963,-1.0420449107014147
-0.13720345807299195,5.376331273975443,-0.3552857698606672,0.21808231178767523,0.06287308744541824,0.524106036077459,0.0065810682243087,0.44292480820274827
