r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.07337328346544557,0.007185660855834608,0.5068350887927681,1.1085650242828198,0.31022793256787495,1,-10.761651838989083,27.523303677978166,29.841069844697508,3.596345301242023,14,16
