mod_df$wild,mod_df$farm,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
1.0619014149372097,6.611802948790649,-0.07225972672855119,1.1341611416657609,0.10067359439743392,0.49893968059248206,0.2573206318316299,2.1441402405827605
0.6943943918917164,6.87883906011512,-0.011947578695569172,0.7063419705872855,0.16069256200616341,0.5434871881889445,0.1829059587247222,1.38226583348376
-0.20725040905253841,6.251488091218718,-0.15363959299673402,-0.053610816055804394,0.05525875678791572,0.5729169451009043,2.8597257990855033e-4,-0.09888560549173188
0.788486901448342,6.184478722279725,-0.16877417145880003,0.957261072907142,0.051318611710478385,0.5241571407001678,0.08397289641262114,1.7620056841369647
0.4428207471426016,5.214226901665745,-0.3879129656237448,0.8307337127663463,0.15263202720835348,0.532124938622861,0.23575963477367218,1.6179418523132743
-0.1674977099422006,5.568976149066868,-0.30779013497838714,0.14029242503618655,0.08123060167497065,0.5720251064325075,0.003043822122331737,0.26240255424425707
-0.24203282880023025,5.406441519094562,-0.34449982422136904,0.1024669954211388,0.10902837210410049,0.5724929299865241,0.0023175226100768326,0.19462075867723977
-0.3708862623079713,6.983644326224222,0.011723492205128583,-0.38260975451309986,0.19038089026933994,0.5642318967852779,0.06833105502378208,-0.7623471121430588
-1.0859098126250541,5.707646624191598,-0.27647034762062295,-0.8094394650044312,0.06408673998821324,0.5380620836135276,0.07703887409137421,-1.5000428716128753
-0.3042979003858111,5.227550938884776,-0.38490362991568117,0.08060572952987005,0.1492344194887566,0.5726941258708272,0.0021529066613621205,0.1566744049662719
-0.8376997696574926,6.613191816555664,-0.07194604032177132,-0.7657537293357213,0.10092769951087283,0.5405268442674891,0.11766399173871066,-1.4478677956416914
-0.4748697362394055,6.333579267930903,-0.13509867290352995,-0.33977106333587553,0.06201172716568406,0.5670672374015042,0.013076634545165059,-0.628962541938724
-0.6175251170058369,5.828701656220286,-0.24912914280888843,-0.3683959741969485,0.05406813267785874,0.5660672413534764,0.01317939900989195,-0.6790817262655093
-0.7418284782246336,6.033723244703269,-0.20282344904630234,-0.5390050291783313,0.047620092325288944,0.5580819344436232,0.02451317786560363,-0.9902042859531611
0.12178113076393675,6.300377969612984,-0.1425974400519341,0.26437857081587085,0.05902510564370502,0.5694524981470196,0.007488199373357974,0.48862347611536017
-0.3754652976167115,5.456892721468859,-0.33310503431468397,-0.04236026330202752,0.09951005687450694,0.5729678298665254,3.538919959311833e-4,-0.0800306444611953
-0.3278833387657272,5.732918876454014,-0.2707624161651443,-0.05712092260058288,0.061614284918452354,0.572895863249384,3.6690468824034675e-4,-0.10571621757810483
-0.8335108874821238,5.274329113477254,-0.3743384214248111,-0.45917246605731266,0.13774846430986043,0.5610867051309756,0.06277904233490189,-0.8865351232785934
-0.11660169556080824,6.420677025075847,-0.11542697832929427,-0.0011747172315139665,0.07149534737330004,0.5730643560380118,1.8391641309020462e-7,-0.0021856388103777993
-0.5357744010063807,6.788368062490853,-0.032381145430580016,-0.5033932555758007,0.13784471023651607,0.5586357885371013,0.07552280179726019,-0.9719674936618862
-0.1418644368490345,5.836223510437295,-0.24743027450688748,0.10556583765785299,0.05359780332822891,0.5724933683346899,0.00107173275826744,0.19454614296567307
