r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.05123789986145392,0.0013030524857410297,0.5719629512958865,1.0260950529384163,0.3238043533127041,1,-17.014530619052575,40.02906123810515,43.16262855127542,6.215690735446912,19,21
