r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.05841492103030891,0.00885781161085153,0.5723170608905312,1.178739472794466,0.29119626633077966,1,-17.027527965236597,40.055055930473195,43.18862324364346,6.223389545541146,19,21
