mod_df$wild,mod_df$farm,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
1.1413175572845728,6.941777437933344,-0.03618866904162221,1.177506226326195,0.11639487373479845,0.5087112135892052,0.31533012280092554,2.188063464129711
0.7192411436705899,6.963597341834749,-0.02872369390117635,0.7479648375717662,0.12288662939897879,0.5572501332151519,0.13632552180080404,1.3950158167885167
-0.16986609076396822,6.611022933497448,-0.14934563638488463,-0.02052045437908359,0.05383896909917279,0.5881650481432622,3.8633335271325785e-5,-0.03684938635996759
0.8140870565923175,6.38312329135735,-0.2273141357320685,1.041401192324386,0.04987446147042782,0.5315535857055679,0.09140585441896656,1.8661793965130518
0.451842762623477,6.036024918015462,-0.3460626297673475,0.7979053923908245,0.10518926315309494,0.5535660489885251,0.12759494690633255,1.4733693204577616
-0.16261728177497015,6.19276518745356,-0.292439010701508,0.12982172892653787,0.07103850757774487,0.5873286408387091,0.0021164831631587337,0.2352742232502316
-0.22679422214760991,5.770850808742909,-0.4367833837428947,0.2099891615952848,0.19735881998886587,0.5855858104757441,0.020607677966356205,0.40941332778535583
-0.38278743905658197,7.234003064311622,0.06378688750400352,-0.4465743265605855,0.22762774024865645,0.5758630501500452,0.11608630598582215,-0.8875773967330841
-1.0824488759724131,5.997256656703918,-0.35932593781108,-0.7231229381613331,0.11596614906920641,0.5595549034147668,0.118369375658908,-1.343394314745465
-0.289813007875993,6.62450251046979,-0.1447340346355399,-0.1450789732404531,0.05507366990618182,0.5871331773975746,0.001980517563111598,-0.26069416674626955
-0.8378103250735431,6.870918952427739,-0.060430610490086245,-0.7773797145834569,0.09733215640350475,0.5556702660605987,0.1101256399452928,-1.4292066672203705
-0.4832993481864289,6.602185214550341,-0.15236917638471725,-0.33093017180171164,0.05309008411158285,0.5826985294562934,0.009892144451103155,-0.5940292745734863
-0.6328633649288051,6.010330983914131,-0.35485297917463043,-0.2780103857541747,0.11222845100881004,0.5840600638586261,0.016789748835089637,-0.5153902809704723
-0.764416024628856,6.372004620052218,-0.23111802988589458,-0.5332979947429615,0.05049800134263327,0.5738659702891193,0.024302108748484163,-0.9559778386840707
0.12616806513679693,6.432319666913803,-0.21048318532145238,0.3366512504582493,0.048027675389479385,0.5825365716500226,0.009162732761839236,0.6026898618921128
-0.402435958475261,6.015788047162611,-0.35298602129645573,-0.04944993717880525,0.11069946914246442,0.5880561950928247,5.221575464693392e-4,-0.0915940545197495
-0.32935688695595444,6.398640555632422,-0.22200540510774713,-0.10735148184820731,0.04913130375515451,0.5876134158693125,9.553332894607783e-4,-0.19229747611404444
-0.848567142834877,6.093662594904242,-0.3263437608359365,-0.5222233819989405,0.09087516678136172,0.5738444178847473,0.045743821212606686,-0.9566880916461851
-0.14753698388627648,6.736701309459387,-0.10634884059299043,-0.041188143293286045,0.06968560001379766,0.5880999415286996,2.083769239355454e-4,-0.07459043826635861
-0.5197202663264718,7.060720641725931,0.004503905199250813,-0.5242241715257226,0.1553335308609152,0.5726149939725613,0.0912747023204525,-0.9963231706683123
-0.13053088850488198,6.496157380998912,-0.18864317398036068,0.0581122854754787,0.04784947754316782,0.5880185433474547,2.7190896547490864e-4,0.10402577656306147
