wild,farm,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
1.1388869200889697,6.037731225492208,0.4421012764565839,0.6967856436323858,0.1456844816868435,0.3167582900485755,0.3877522725570292,2.1325276691656754
0.7064356679718443,6.4075080901878305,0.8562069863388313,-0.14977131836698698,0.31220276445183964,0.3606887228358655,0.059231462884089495,-0.5108613751595946
-0.17158626876203784,5.3200659833867,-0.36159766448322817,0.19001139572119033,0.053606844672457916,0.3602621304056258,0.008646007761538546,0.5525206080768889
0.8118080563851511,6.0035541175948275,0.403827017359232,0.4079810390259191,0.13438211496071117,0.3481745377609173,0.11943957521942428,1.240456381025604
0.45067408473804355,5.711328466895049,0.07656935988397784,0.3741047248540657,0.0659885314974489,0.35154465763258547,0.0423574389546715,1.0950191573151284
-0.1628641098877836,5.773265596437823,0.14593151161970486,-0.30879562150748846,0.07626076942015542,0.35520893286289534,0.034097609664100484,-0.908868534113218
-0.24248098131981732,5.393538882927681,-0.2793168348089079,0.036835853489090575,0.04901771824124228,0.3630825607651808,2.9425847179525547e-4,0.10685359853333384
-0.3799880957941845,5.236995075932335,-0.4546271111206437,0.07463901532645917,0.06264634974556184,0.3627368603236933,0.0015892780476439517,0.2180814832251599
-1.1197124429564769,4.859933259236363,-0.8768910929435814,-0.2428213500128955,0.15505431004622455,0.3578147876174116,0.051236476106929,-0.7472692306044242
-0.3078456913142114,5.15137222367086,-0.5505144296717024,0.24266873835749098,0.07624079790091856,0.3582829038435036,0.021051197363156568,0.7142316178138739
-0.8242247953028197,4.81660756320858,-0.9254106727839693,0.1011858774811496,0.171065807531333,0.3622457993742899,0.010198637821226746,0.3143869449983203
-0.48769852380265494,5.12219495626549,-0.5831894674712421,0.09549094366858718,0.08186519769575043,0.36243131732671124,0.003543154144861255,0.2819120168687936
-0.6214474990261121,5.0380640230835985,-0.6774060157050554,0.05595851667894336,0.10090570627326634,0.3629252339175871,0.0015639284953541223,0.16694299538978752
-0.7383799156174553,5.603313108294347,-0.04439487834208844,-0.6939850372753669,0.05351036290566826,0.3219303070303195,0.11510273537077784,-2.0178868195498523
0.12324357672778002,5.810221053613242,0.18731718846632628,-0.06407361173854625,0.08347203748832979,0.3628489523591721,0.0016322521414511763,-0.18932631146980142
-0.40622822633780675,5.602185106008008,-0.045658105526184656,-0.3605701208116221,0.053416510816808795,0.35253056712774217,0.03101104478937642,-1.0483707640903133
-0.3368353957154874,4.949632719474907,-0.7764384627101784,0.439603066994691,0.12543832098944585,0.3458788349865651,0.1268089869931117,1.329750371105421
-0.8521852277807136,5.417761926204882,-0.25218993345430096,-0.5999952943264126,0.04820552287962069,0.3330099150702528,0.076645274992815,-1.7397261139448075
-0.14986743126345253,5.411130207347676,-0.25961666267210504,0.1097492314086525,0.048393337302031804,0.362222339430558,0.002575448445989521,0.31825657068640906
-0.5418960850633301,5.425174119942089,-0.24388916603917998,-0.2980069190241501,0.048026430460084334,0.35598528465409013,0.01883052738622846,-0.8640095253694577
-0.13720346094569896,5.615980707639797,-0.03020868737048943,-0.10699477357520953,0.05461608303425677,0.36226437594626343,0.0027990362289653375,-0.3112885077202204
