r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.6250649413278035,0.6053315171871616,0.36114776735655313,31.67544248139139,1.9942513846225884e-5,1,-7.35900327503501,20.718006550070022,23.85157386324029,2.4781264874658375,19,21
