r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.37924207004108473,0.3427268976905603,0.361665211043623,10.38587648993085,0.004997172409511255,1,-6.579498394830368,19.158996789660733,21.992313727160056,2.223629322946882,17,19
