r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.05507165360578266,0.005338582742929199,0.5568726107347197,1.107344723547256,0.3058597413160684,1,-16.453038686118667,38.906077372237334,42.0396446854076,5.89203498714355,19,21
