effect,group,term,estimate,std.error,statistic
fixed,NA,(Intercept),1.022863039956601,0.09800114043232531,10.437256499713277
fixed,NA,S:population_nameroscoe_creek_even,-1.3850541725023515e-4,3.4869553365603815e-5,-3.9721018447818808
fixed,NA,S:population_namecooper_inlet_creeks_even,-4.996518059317723e-5,1.53994345822193e-5,-3.2446113736454123
fixed,NA,S:population_namequartcha_creek_even,-1.9364127316233833e-4,4.4774613401936194e-5,-4.324800561068935
fixed,NA,S:population_namegoat_bushu_creek_even,-0.0014714892973500613,4.3994577237080394e-4,-3.3447060746155577
fixed,NA,S:population_nameneekas_creek_even,-2.042620686403315e-5,5.310114606460861e-6,-3.846660265897164
fixed,NA,S:population_namewalker_lake_creek_even,-0.00096389396816078045,3.67204938135161e-4,-2.624948272906912
fixed,NA,S:population_namekadjusdis_river_even,-1.2221968581736234e-4,4.114100287264464e-5,-2.970751252605665
fixed,NA,S:population_namepine_river_even,-2.87255466283596e-4,9.743410571934264e-5,-2.948202420115916
fixed,NA,S:population_namelee_creek_even,-0.0014504992119479293,6.186740958247314e-4,-2.3445287619717177
fixed,NA,S:population_nameclatse_creek_even,-2.5026090745459253e-5,7.741898008602213e-6,-3.2325523686377875
fixed,NA,S:population_nametankeeah_river_even,-5.323852897604356e-4,1.4464849451146567e-4,-3.6805449760020537
fixed,NA,S:population_namekunsoot_river_even,-4.860794107571861e-5,1.758036429794219e-5,-2.7648995351824563
fixed,NA,S:population_namebullock_channel_creeks_even,-4.992288331703395e-4,1.9560997059558813e-4,-2.552164553014862
fixed,NA,S:population_namekwakusdis_river_even,-7.794199412864626e-5,2.243216358589952e-5,-3.4745642715283727
fixed,NA,S:population_nameroscoe_creek_odd,-5.646087246179037e-5,1.5471867372039798e-5,-3.6492603707180447
fixed,NA,S:population_namecooper_inlet_creeks_odd,-9.341127792159002e-5,3.232102472155949e-5,-2.8901087984156875
fixed,NA,S:population_namequartcha_creek_odd,-1.0515106773415025e-4,3.152657173047517e-5,-3.3353156389188343
fixed,NA,S:population_nameneekas_creek_odd,-2.805241750451767e-5,5.260924614770267e-6,-5.332221911289002
fixed,NA,S:population_namekadjusdis_river_odd,-2.173747750175822e-4,7.029706751004552e-5,-3.0922310519783647
fixed,NA,S:population_namepine_river_odd,-4.412957177844704e-4,1.0005173630635667e-4,-4.410675257381147
fixed,NA,S:population_namelee_creek_odd,-2.1180066476307352e-4,7.008413029119923e-5,-3.022091647325047
fixed,NA,S:population_nameclatse_creek_odd,-4.044891477242023e-5,1.1011643159161723e-5,-3.6732860107954552
fixed,NA,S:population_nametankeeah_river_odd,-1.8348163935049208e-4,6.811814827956872e-5,-2.693579376195776
fixed,NA,S:population_namekunsoot_river_odd,-1.3935037791239278e-4,3.661629807735376e-5,-3.805692689577962
fixed,NA,S:population_namekwakusdis_river_odd,-8.763559136655194e-5,2.2751141456501687e-5,-3.851920640294202
fixed,NA,S:population_namebullock_channel_creeks_odd,-7.394661082814315e-4,1.656436111905625e-4,-4.464199391491909
fixed,NA,S:population_namemcloughlin_creek_even,-7.014377409332079e-4,2.977812602281229e-4,-2.355546955492947
fixed,NA,S:population_namegoat_bushu_creek_odd,-7.731150874120265e-4,5.842386356281817e-4,-1.3232864796433093
fixed,NA,S:population_namewalker_lake_creek_odd,-0.0012318589354316967,2.3048086634826751e-4,-5.344734055148419
fixed,NA,S:population_namemcloughlin_creek_odd,-0.001279369575243138,3.290860895310149e-4,-3.8876440419173757
fixed,NA,S:population_nameviner_sound_creek_even,-1.3014503431597773e-4,2.9504600697368028e-5,-4.41100815601234
fixed,NA,S:population_nameahta_river_even,-6.386037167289342e-5,1.0782145559847315e-5,-5.922788865947914
fixed,NA,S:population_nameglendale_creek_even,-3.324890368133686e-6,1.0033870262190935e-6,-3.3136668914908642
fixed,NA,S:population_namewakeman_river_even,-7.307213575127889e-6,2.928748733473491e-6,-2.4949950439966715
fixed,NA,S:population_namekakweiken_river_even,-2.7769622586747887e-6,6.547969798327759e-7,-4.24095153796216
fixed,NA,S:population_namelull_creek_even,-1.7129951867845823e-4,2.8436485058357053e-5,-6.023934333899537
fixed,NA,S:population_nameahnuhati_river_even,-6.464573501201482e-6,1.7621228116053375e-6,-3.6686282355723527
fixed,NA,S:population_namekingcome_river_even,-9.471710004493203e-6,3.3267464182912975e-6,-2.8471391604768352
fixed,NA,S:population_nameviner_sound_creek_odd,-0.001277518506251381,3.48384981235132e-4,-3.6669735352028794
fixed,NA,S:population_nameahta_river_odd,-5.639656307844714e-5,1.420683560228026e-5,-3.9696780238236333
fixed,NA,S:population_nameglendale_creek_odd,-2.1822326903141127e-6,7.862037456020632e-7,-2.7756579671888884
fixed,NA,S:population_namewakeman_river_odd,-4.561022579021408e-6,1.6246421644475889e-6,-2.8074013335559633
fixed,NA,S:population_namekakweiken_river_odd,-2.1755430899943215e-6,8.367093479365039e-7,-2.6001180641278303
fixed,NA,S:population_namelull_creek_odd,-7.376991965796568e-5,2.104925127059965e-5,-3.5046339040573455
fixed,NA,S:population_nameahnuhati_river_odd,-5.932793920852917e-5,2.432432756358961e-5,-2.439037175989007
fixed,NA,S:population_namekingcome_river_odd,-1.0041133174497382e-4,3.0485267202739847e-5,-3.2937658403056216
fixed,NA,S:population_namequatlena_river_even,-2.3674669038535625e-4,5.751540199854267e-5,-4.116231168676435
fixed,NA,S:population_namenecleetsconnay_river_even,-2.413384193845362e-5,7.231689029960256e-6,-3.337234474335003
fixed,NA,S:population_namecascade_river_even,-1.0564976084318584e-4,3.94085680257697e-5,-2.6808830195022635
fixed,NA,S:population_namenamu_river_even,-7.159608446032093e-4,5.643198066024556e-4,-1.268714718545365
fixed,NA,S:population_namesagar_creek_even,-0.00036858623809610795,9.475820808803419e-5,-3.8897552574408802
fixed,NA,S:population_namedean_river_even,-1.9798288665914298e-5,6.489826511494982e-6,-3.0506653191494344
fixed,NA,S:population_namekwatna_river_even,-8.667655180612551e-6,2.6298673722589585e-6,-3.295852586348245
fixed,NA,S:population_namenoeick_river_even,-3.994036410658796e-4,9.211687797322498e-5,-4.335835623760194
fixed,NA,S:population_namekimsquit_river_even,-1.1258196498230533e-6,3.6452202527215436e-7,-3.08848182488427
fixed,NA,S:population_namekoeye_river_even,-1.0699716211404752e-5,2.7304898492025957e-6,-3.918606844310176
fixed,NA,S:population_namenekite_river_even,-2.6394520344761946e-5,1.555448397131706e-5,-1.6969074894052572
fixed,NA,S:population_nameasseek_river_even,-8.616591838624918e-5,3.394502487296491e-5,-2.5383960892270534
fixed,NA,S:population_nameelcho_creek_even,-6.875709914886814e-5,1.8508897940433017e-5,-3.714813241185313
fixed,NA,S:population_namewalkum_creek_even,-0.003301229897956051,8.529845276375265e-4,-3.870210761148647
fixed,NA,S:population_namekilbella_river_even,-1.3094302746602366e-5,3.36475056729953e-6,-3.8916117211955914
fixed,NA,S:population_namejohnston_creek_even,-2.428554677862391e-5,5.300269462579991e-6,-4.581945682211132
fixed,NA,S:population_namebella_coola_river_even,-4.901865991363644e-7,1.5779394278664756e-7,-3.106498199358282
fixed,NA,S:population_namejenny_bay_creeks_even,-5.255981597312387e-5,1.3715976918093428e-5,-3.8320140291129827
fixed,NA,S:population_namenooseseck_river_even,-7.94275384121729e-5,1.754491242714548e-5,-4.527098025823295
fixed,NA,S:population_nametaleomey_river_even,-8.119290001143507e-4,1.7562561967173705e-4,-4.623066962735462
fixed,NA,S:population_namekisameet_river_even,-4.272638659206161e-4,1.3224038428769053e-4,-3.230963583643998
fixed,NA,S:population_namemartin_river_even,-1.1968757902948213e-4,7.248742217930117e-5,-1.6511496123207288
fixed,NA,S:population_nameskowquiltz_river_even,-2.6950931558569513e-4,5.699728108786773e-5,-4.7284591552747255
fixed,NA,S:population_namecamp_creek_even,-0.002697253428868095,5.330699652100439e-4,-5.059848809537233
fixed,NA,S:population_namenicknaqueet_river_even,-2.1645995982486947e-4,7.409815267824074e-5,-2.9212598695248433
fixed,NA,S:population_namehook_nose_creek_even,-8.636702106712296e-5,2.3267445132676015e-5,-3.7119254208891217
fixed,NA,S:population_namenootum_river_even,-7.516381367424185e-5,1.9208052184195072e-5,-3.9131408512149273
fixed,NA,S:population_nameworan_creek_even,-2.097649014180771e-4,6.313833047622312e-5,-3.3223067483083226
fixed,NA,S:population_namedeep_bay_creek_even,-0.0023491808930700977,0.0012299357473798099,-1.910002939645155
fixed,NA,S:population_nameevans_inlet_#3_creek_even,-1.1269253671561753e-4,3.1976862147871466e-5,-3.524189965684888
fixed,NA,S:population_namefrenchman_creek_even,-8.78803254564351e-5,2.4865928433378937e-5,-3.5341662665797906
fixed,NA,S:population_namequatlena_river_odd,-7.148698601863778e-4,1.711560915562256e-4,-4.176712927284505
fixed,NA,S:population_namenecleetsconnay_river_odd,-3.0352190733041316e-5,1.0166981864082725e-5,-2.985368828114824
fixed,NA,S:population_namecascade_river_odd,-2.451216874036549e-4,6.98732539109163e-5,-3.5080903447858396
fixed,NA,S:population_namenamu_river_odd,-0.0015268272120869258,4.393061285977066e-4,-3.475542708590605
fixed,NA,S:population_namesagar_creek_odd,-5.409552195241088e-4,1.912052426140474e-4,-2.829186125487367
