MLE,lower,upper,year
94.75987915159277,80.00908149297172,98.57002849595268,2002
66.35905498734947,44.830788491133966,79.17924056163795,2003
13.434597277270477,7.574127460225055,18.763682468088994,2004
75.05702155132582,53.14371318566946,86.46810007179646,2005
45.36828496267107,28.111450288051543,58.13866115158264,2006
13.687581213208011,7.721690734893749,19.10542968726501,2007
11.533030967349378,6.471167014431889,16.180884386576178,2008
8.541428824563269,4.757514353087766,12.067932368988076,2009
1.6125911542358096,0.8836321697359262,2.3145179944727423,2010
10.005210769747318,5.592767000938881,14.08791314028084,2011
3.159257905786561,1.7373401999235094,4.518777446935096,2012
6.730110842311577,3.7323106025639596,9.548594337437333,2013
4.991637471009858,2.75680532871061,7.11021900370592,2014
3.8363257080932467,2.1130057638640176,5.478858507257178,2015
24.757192989879726,14.383618742208037,33.616670793616564,2016
