term,estimate,std.error,statistic,p.value
(Intercept),0.08231291971451209,0.04922265751707809,1.6722567180764902,0.09447371048665495
all_cope,0.10200355888121401,0.030762898933738902,3.3157980039827333,9.1381853829632e-4
