prop_lep,mean_all,.fitted,.resid,.cooksd
0.8273972602739726,1.2943262411347518,0.8790713863465833,-0.8302121463310853,0.06505986102587107
0.7948717948717948,0.23076923076923078,0.5697374889121363,1.115271180419317,0.04399196175803384
0.9764996907854051,1.4875804967801287,0.9083030970032846,0.18261259860572848,0.27198016175007106
0.9383429672447012,0.7471209213051824,0.7516669822435608,1.2446715788310778,0.09105401137345437
0.9093959731543625,0.17447306791569087,0.547516950631136,2.304273127346698,0.12915225063677133
0.8366013071895425,0.09272727272727273,0.514935068850922,1.7571471895056212,0.13095083258617896
0.8412698412698413,0.40298507462686567,0.6356467061546442,1.044573835296514,0.035464120254584744
0.34650455927051677,0.12907022361710474,0.5294527592433145,-0.8679422234856002,0.037639054324694166
0.5399239543726236,0.23110720562390158,0.5698701369928545,-0.19555287076409283,7.778606309782707e-4
0.2835820895522388,0.10151515151515152,0.5184487525411982,-1.140960602662754,0.06778804442748004
0.47067448680351903,0.2289358845250084,0.5690177647641914,-0.49547841811600574,0.008422948400526006
0.5611353711790392,0.12116402116402117,0.5262979056982278,0.1337466034134463,0.0013991598861937428
0.42755344418052255,0.12544696066746128,0.5280072263815665,-0.4772567874613461,0.011477114488025537
0.7450171821305842,0.5250811981234211,0.6796164740065488,0.1551681504842709,0.004844993576356681
0.36474164133738607,0.36582653817642696,0.6217595990696203,-1.2277907193746667,0.053064895212987274
0.36950146627565983,0.15714285714285714,0.5406340183867141,-0.8123279230496477,0.03029074531178168
0.29149797570850206,0.15652724968314322,0.5403892202496925,-1.2048374981617378,0.06418367284541787
0.4189723320158103,0.43359040274207367,0.6469185939839821,-1.107184092121337,0.04603677786399262
0.494279176201373,0.2197083961789844,0.5653909235670066,-0.3728682119388961,0.004484213601900551
0.7329749103942653,0.23574144486692014,0.5716879597421014,0.7258018174582178,0.02237599520200704
