r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.4958552450698185,0.46932131059980897,0.3256611997219925,18.687588364638028,3.6672824617892385e-4,1,-5.186981126130769,16.37396225226154,19.50752956543181,2.015049123082982,19,21
