r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.4489438193425533,0.4199408624658455,0.34047586411210923,15.479243073422632,8.901214182649661e-4,1,-6.121201051483732,18.242402102967464,21.375969416137735,2.2025524668148617,19,21
