wild,farm,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
1.1413175573054626,5.87660881586858,0.23224936924738948,0.9090681880580731,0.092522373252515,0.295777100043739,0.35489466821365484,2.638513474699788
0.7192411436919428,6.487337996127382,0.7741930685290654,-0.054951924837122634,0.27688097665729783,0.371274026715383,0.0061118263483356155,-0.17867296127468404
-0.1698660907428855,5.351605652665729,-0.23362350140890698,0.06375741066602147,0.047926692929683476,0.37126701776026394,8.215418080261111e-4,0.18066594451474377
0.814087056613069,5.9870157274157005,0.3302213214713783,0.48386573514169073,0.11529995568473664,0.3512466928342474,0.13183126605988016,1.4223538859210134
0.4518427626450136,5.833651592241992,0.19413035113661614,0.25771241150839747,0.08491836451139315,0.36612052012992535,0.025744487733624068,0.7448798640245081
-0.16261728175392814,6.130439840903654,0.4574917993563856,-0.6201090811103138,0.15184255705041314,0.3359892507472401,0.3102475634916582,-1.8617041720155174
-0.22679422212635097,5.18264855219385,-0.3835512255285147,0.15675700340216375,0.055969297404256296,0.3696353752953302,0.005898793131248172,0.4460820138428575
-0.38278743903532053,5.474520092257452,-0.12455272463802292,-0.2582347143972976,0.0489278868640156,0.3663073561204738,0.013787656501224939,-0.7321308706241649
-1.0824488759515054,4.612164258428059,-0.889782757505607,-0.19266611844589843,0.16369576859750762,0.3682533223369518,0.033208648707938326,-0.5825108516193127
-0.28981300785476083,4.941021226935554,-0.5979644396515518,0.30815143179679094,0.08641973085008053,0.3637333775830692,0.03758196724063411,0.8913979965814672
-0.8378103250523197,4.9293185608689924,-0.6083490525775019,-0.22946127247481773,0.08846076778369086,0.3672429599150933,0.02142645940626463,-0.6645115508053232
-0.4832993481651822,5.1605604955816125,-0.4031515385597446,-0.0801478096054376,0.057826698058770415,0.3710763084016029,0.0015994908723871437,-0.2283006144872012
-0.6328633649074805,4.912823160444212,-0.6229866016193704,-0.009876763288110157,0.09142653581140708,0.3715783036188394,4.129648626520075e-5,-0.028649394023229472
-0.7644160246074189,4.608096773602146,-0.893392127819947,0.12897610321252817,0.16491020435084677,0.37009423675469283,0.01503596554847274,0.3902325414335513
0.1261680651579232,5.8002783540867675,0.16451588906819659,-0.03834782391027339,0.07949739820939378,0.37146688594243876,5.273706627399466e-4,-0.11051189694771654
-0.40243595845399216,5.563087126915502,-0.04596085781965353,-0.3564751006343386,0.05322675504950783,0.3614136362390761,0.028842179864922452,-1.012947720333952
-0.32935688693466436,5.045587737780169,-0.5051750928512337,0.17581820591656938,0.07050463828263265,0.36909185919065,0.009642342779462531,0.5042211400905878
-0.8485671428137029,5.398583772033807,-0.19193645481184785,-0.6566306880018551,0.047627994789864625,0.33604306130954326,0.08654122740938891,-1.8603672467614034
-0.1475369838650763,5.6752927027891324,0.05360717795557779,-0.2011441618206541,0.0629757596223166,0.3683444235813561,0.011092214755476748,-0.5745301682120174
-0.5197202663052362,4.815381683741816,-0.7094533958295104,0.18973312952427424,0.11106638820428102,0.36854660146234614,0.019340245255553064,0.556402824160205
-0.13053088848364672,5.440505024784071,-0.15473672778329384,0.02420583929964712,0.04807325603538871,0.3715403146389688,1.1881421860614113e-4,0.06859606464790337
