r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.62506494183964,0.6053315177259369,0.36114776747286104,31.675442550570143,1.9942513580538963e-5,1,-7.359003281798074,20.71800656359615,23.851573876766416,2.478126489062002,19,21
