r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.29608477148937445,0.24580511231004398,0.3897253423492312,5.888758522275202,0.02932953192404631,1,-6.557756776745376,19.11551355349075,21.433279720210095,2.1264017945691562,14,16
