r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.31404921967226673,0.265052735363143,0.3816311047936772,6.409627631462255,0.023950870038444816,1,-6.221952090821631,18.443904181643262,20.761670348362607,2.0389922020445965,14,16
