r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.5780537381198685,0.5558460401261773,0.3814325983774232,26.029430798459373,6.335039220307947e-5,1,-8.506589380193143,23.013178760386285,26.146746073556557,2.7643257149941003,19,21
