wild,farm,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
-0.1715862680177421,5.376331273975443,-0.2587422475489283,0.08715597953118617,0.06287308744541822,0.40366551204910617,0.001790255651019464,0.2310145510389292
0.8118080564123852,6.953924006565879,0.20555945165749678,0.6062486047548884,0.3228621860780482,0.34902292675030117,0.8519561904273669,1.8903994023922157
0.4506740857556642,4.640488890473085,-0.4753081976514304,0.9259822834070945,0.10646410165371945,0.29958881073481614,0.37638928223614465,2.5135528877919553
-0.24248098068904675,6.06722643175843,-0.055404726333678544,-0.1870762543553682,0.11740572271653513,0.4006483955013487,0.017364292527906642,-0.5109512489543554
-0.30784568885153,4.899434078312757,-0.39909797670431146,0.09125228785278144,0.07916508487474697,0.4035762186952866,0.002559236135371049,0.2440024716303994
-0.8242247920532966,3.357903416657231,-0.8527862390799973,0.028561447026700715,0.4331525786449396,0.40430022010982614,0.0036201092455658388,0.0973393566950034
-0.4876985215484444,5.075937141829485,-0.3471513173333647,-0.1405472042150797,0.06800061982748161,0.40241645288274736,0.005090714672741144,-0.3735560306422807
-0.621447495710515,4.409331961582385,-0.5433400493772296,-0.07810744633328548,0.14180500047289146,0.4037604918349143,0.003866848653681326,-0.2163419809458905
-0.7383799129618024,4.8631919819218075,-0.4097643968706177,-0.32861551609118467,0.08220422426049726,0.39308850644407756,0.03469212218217693,-0.8801493873588873
0.12324357690400774,6.122618427857413,-0.03910229454637992,0.16234587145038765,0.12578117746171574,0.40155979803210545,0.014279419664674902,0.4455254577293285
-0.4062282249033804,6.174142942580792,-0.023938102139402062,-0.38229012276397834,0.13410534871025914,0.38805449159923805,0.08605078772474997,-1.054148758423094
-0.3368353922109929,5.484350911137084,-0.2269509619745722,-0.1098844302364207,0.06530167133003739,0.4032067258235697,0.0029710256119366636,-0.29163643475968193
-0.8521852255738436,5.607120461553614,-0.190818625857883,-0.6613665997159606,0.07080582230294238,0.3568737244748616,0.11808459321555544,-1.760477063775087
-0.14986743010027095,5.259397455600999,-0.2931570679549531,0.14328963785468216,0.06279151929383683,0.4023483247265631,0.00483182116299027,0.3797851968380309
-0.5418960828166292,5.274329113477254,-0.2887625281090891,-0.25313355470754006,0.0626544366618363,0.397883067853659,0.015041963099781718,-0.6708743794995402
-0.13720345807299195,5.462477691259951,-0.23338847461409373,0.09618501654110179,0.06462741826509424,0.4034954028973599,0.0022496507158687494,0.2551857735500728
